DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20,Topic_21,Topic_22,Topic_23,Topic_24,Topic_25,Topic_26,Topic_27,Topic_28,Topic_29,Topic_30,Topic_31,Topic_32,Topic_33,Topic_34,Topic_35,Topic_36,Topic_37,Topic_38,Topic_39,Topic_40,Topic_41,Topic_42,Topic_43,Topic_44,Topic_45,Topic_46,Topic_47,Topic_48,Topic_49,Topic_50,Topic_51,Topic_52
8132718,108,0,0.0001982607,0.0001982607,0.0001982607,0.0001982607,0.0001982607,0.0001982607,0.0001982607,0.0001982607,0.0001982607,0.0001982607,0.0001982607,0.0001982607,0.0001982607,0.0001982607,0.0001982607,0.0001982607,0.0001982607,0.0001982607,0.0001982607,0.0001982607,0.0001982607,0.0001982607,0.0001982607,0.0001982607,0.0001982607,0.0001982607,0.0001982607,0.0001982607,0.0001982607,0.0001982607,0.0001982607,0.0001982607,0.0001982607,0.0001982607,0.0001982607,0.0001982607,0.0001982607,0.0001982607,0.0001982607,0.0001982607,0.0001982607,0.0001982607,0.0001982607,0.0001982607,0.0001982607,0.0001982607,0.0001982607,0.98988855,0.0001982607,0.0001982607,0.0001982607,0.0001982607
8673465,108,0,0.00021133904,0.00021133904,0.00021133904,0.00021133904,0.00021133904,0.00021133904,0.00021133904,0.00021133904,0.00021133904,0.00021133904,0.00021133904,0.00021133904,0.00021133904,0.00021133904,0.00021133904,0.00021133904,0.00021133904,0.00021133904,0.00021133904,0.00021133904,0.00021133904,0.00021133904,0.12718074,0.00021133904,0.00021133904,0.00021133904,0.00021133904,0.00021133904,0.00021133904,0.8622516,0.00021133904,0.00021133904,0.00021133904,0.00021133904,0.00021133904,0.00021133904,0.00021133904,0.00021133904,0.00021133904,0.00021133904,0.00021133904,0.00021133904,0.00021133904,0.00021133904,0.00021133904,0.00021133904,0.00021133904,0.00021133904,0.00021133904,0.00021133904,0.00021133904,0.00021133904
8707050,108,0,0.00033157863,0.00033157863,0.00033157863,0.00033157863,0.00033157863,0.00033157863,0.00033157863,0.00033157863,0.00033157863,0.00033157863,0.00033157863,0.00033157863,0.00033157863,0.00033157863,0.00033157863,0.00033157863,0.00033157863,0.00033157863,0.00033157863,0.00033157863,0.00033157863,0.5748486,0.4085729,0.00033157863,0.00033157863,0.00033157863,0.00033157863,0.00033157863,0.00033157863,0.00033157863,0.00033157863,0.00033157863,0.00033157863,0.00033157863,0.00033157863,0.00033157863,0.00033157863,0.00033157863,0.00033157863,0.00033157863,0.00033157863,0.00033157863,0.00033157863,0.00033157863,0.00033157863,0.00033157863,0.00033157863,0.00033157863,0.00033157863,0.00033157863,0.00033157863,0.00033157863
9175625,108,0,0.00022625121,0.00022625121,0.00022625121,0.00022625121,0.00022625121,0.00022625121,0.00022625121,0.00022625121,0.00022625121,0.00022625121,0.00022625121,0.00022625121,0.00022625121,0.00022625121,0.00022625121,0.00022625121,0.00022625121,0.00022625121,0.00022625121,0.00022625121,0.00022625121,0.00022625121,0.00022625121,0.00022625121,0.00022625121,0.00022625121,0.00022625121,0.00022625121,0.00022625121,0.00022625121,0.00022625121,0.00022625121,0.00022625121,0.00022625121,0.00022625121,0.00022625121,0.00022625121,0.00022625121,0.00022625121,0.00022625121,0.00022625121,0.00022625121,0.00022625121,0.00022625121,0.00022625121,0.00022625121,0.00022625121,0.988461,0.00022625121,0.00022625121,0.00022625121,0.00022625121
9245791,108,0,0.00036285596,0.00036285596,0.9814952,0.00036285596,0.00036285596,0.00036285596,0.00036285596,0.00036285596,0.00036285596,0.00036285596,0.00036285596,0.00036285596,0.00036285596,0.00036285596,0.00036285596,0.00036285596,0.00036285596,0.00036285596,0.00036285596,0.00036285596,0.00036285596,0.00036285596,0.00036285596,0.00036285596,0.00036285596,0.00036285596,0.00036285596,0.00036285596,0.00036285596,0.00036285596,0.00036285596,0.00036285596,0.00036285596,0.00036285596,0.00036285596,0.00036285596,0.00036285596,0.00036285596,0.00036285596,0.00036285596,0.00036285596,0.00036285596,0.00036285596,0.00036285596,0.00036285596,0.00036285596,0.00036285596,0.00036285596,0.00036285596,0.00036285596,0.00036285596,0.00036285596
9591694,108,0,0.00020458731,0.00020458731,0.00020458731,0.00020458731,0.00020458731,0.00020458731,0.00020458731,0.00020458731,0.00020458731,0.00020458731,0.00020458731,0.00020458731,0.00020458731,0.00020458731,0.00020458731,0.00020458731,0.00020458731,0.00020458731,0.00020458731,0.00020458731,0.00020458731,0.00020458731,0.00020458731,0.00020458731,0.00020458731,0.00020458731,0.00020458731,0.00020458731,0.00020458731,0.00020458731,0.00020458731,0.00020458731,0.00020458731,0.00020458731,0.00020458731,0.00020458731,0.00020458731,0.00020458731,0.00020458731,0.00020458731,0.00020458731,0.00020458731,0.00020458731,0.00020458731,0.00020458731,0.00020458731,0.00020458731,0.00020458731,0.00020458731,0.00020458731,0.98956597,0.00020458731
10051610,108,0,0.0004807868,0.0004807868,0.0004807868,0.0004807868,0.0004807868,0.0004807868,0.0004807868,0.0004807868,0.0004807868,0.0004807868,0.0004807868,0.0004807868,0.0004807868,0.0004807868,0.0004807868,0.0004807868,0.0004807868,0.0004807868,0.0004807868,0.0004807868,0.0004807868,0.0004807868,0.0004807868,0.9754805,0.0004807868,0.0004807868,0.0004807868,0.0004807868,0.0004807868,0.0004807868,0.0004807868,0.0004807868,0.0004807868,0.0004807868,0.0004807868,0.0004807868,0.0004807868,0.0004807868,0.0004807868,0.0004807868,0.0004807868,0.0004807868,0.0004807868,0.0004807868,0.0004807868,0.0004807868,0.0004807868,0.0004807868,0.0004807868,0.0004807868,0.0004807868,0.0004807868
10087618,108,0,0.0006010098,0.0006010098,0.0006010098,0.0006010098,0.0006010098,0.0006010098,0.0006010098,0.0006010098,0.0006010098,0.0006010098,0.0006010098,0.0006010098,0.0006010098,0.0006010098,0.0006010098,0.0006010098,0.0006010098,0.0006010098,0.0006010098,0.0006010098,0.0006010098,0.0006010098,0.17746434,0.0006010098,0.0006010098,0.0006010098,0.0006010098,0.0006010098,0.0006010098,0.0006010098,0.0006010098,0.0006010098,0.0006010098,0.0006010098,0.0006010098,0.0006010098,0.0006010098,0.0006010098,0.0006010098,0.0006010098,0.0006010098,0.5365448,0.0006010098,0.0006010098,0.0006010098,0.0006010098,0.0006010098,0.0006010098,0.0006010098,0.0006010098,0.25654158,0.0006010098
10100328,108,0,0.00028281953,0.00028281953,0.00028281953,0.00028281953,0.00028281953,0.00028281953,0.00028281953,0.00028281953,0.9113471,0.00028281953,0.00028281953,0.00028281953,0.00028281953,0.00028281953,0.00028281953,0.00028281953,0.00028281953,0.00028281953,0.00028281953,0.00028281953,0.00028281953,0.00028281953,0.00028281953,0.00028281953,0.00028281953,0.00028281953,0.00028281953,0.00028281953,0.00028281953,0.00028281953,0.00028281953,0.00028281953,0.00028281953,0.00028281953,0.00028281953,0.00028281953,0.00028281953,0.00028281953,0.00028281953,0.00028281953,0.00028281953,0.00028281953,0.00028281953,0.00028281953,0.00028281953,0.00028281953,0.00028281953,0.00028281953,0.00028281953,0.00028281953,0.07451247,0.00028281953
10320929,108,0,0.000409208,0.000409208,0.13944285,0.000409208,0.000409208,0.000409208,0.000409208,0.000409208,0.000409208,0.000409208,0.000409208,0.000409208,0.000409208,0.000409208,0.000409208,0.000409208,0.000409208,0.000409208,0.000409208,0.000409208,0.000409208,0.000409208,0.000409208,0.000409208,0.000409208,0.000409208,0.000409208,0.000409208,0.000409208,0.000409208,0.000409208,0.000409208,0.000409208,0.000409208,0.000409208,0.000409208,0.000409208,0.000409208,0.000409208,0.000409208,0.000409208,0.000409208,0.000409208,0.000409208,0.000409208,0.000409208,0.000409208,0.4251134,0.000409208,0.000409208,0.000409208,0.41539252
