DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20,Topic_21,Topic_22,Topic_23,Topic_24,Topic_25,Topic_26,Topic_27,Topic_28,Topic_29,Topic_30,Topic_31,Topic_32,Topic_33,Topic_34,Topic_35,Topic_36,Topic_37,Topic_38,Topic_39,Topic_40,Topic_41,Topic_42,Topic_43,Topic_44,Topic_45,Topic_46,Topic_47,Topic_48,Topic_49,Topic_50,Topic_51,Topic_52,Topic_53,Topic_54,Topic_55,Topic_56,Topic_57,Topic_58,Topic_59,Topic_60,Topic_61,Topic_62,Topic_63,Topic_64,Topic_65,Topic_66,Topic_67,Topic_68,Topic_69,Topic_70,Topic_71,Topic_72,Topic_73,Topic_74,Topic_75,Topic_76,Topic_77,Topic_78,Topic_79,Topic_80,Topic_81,Topic_82,Topic_83,Topic_84,Topic_85,Topic_86
8042410,108,0,0.00016377546,0.00016377546,0.00016377546,0.00016377546,0.00016377546,0.00016377546,0.00016377546,0.00016377546,0.00016377546,0.00016377546,0.00016377546,0.00016377546,0.00016377546,0.00016377546,0.00016377546,0.00016377546,0.00016377546,0.00016377546,0.00016377546,0.00016377546,0.00016377546,0.00016377546,0.00016377546,0.00016377546,0.00016377546,0.00016377546,0.00016377546,0.00016377546,0.00016377546,0.00016377546,0.00016377546,0.00016377546,0.00016377546,0.00016377546,0.00016377546,0.00016377546,0.00016377546,0.00016377546,0.00016377546,0.00016377546,0.00016377546,0.00016377546,0.00016377546,0.00016377546,0.00016377546,0.00016377546,0.00016377546,0.00016377546,0.00016377546,0.00016377546,0.00016377546,0.00016377546,0.00016377546,0.00016377546,0.00016377546,0.00016377546,0.00016377546,0.00016377546,0.00016377546,0.00016377546,0.00016377546,0.00016377546,0.00016377546,0.00016377546,0.00016377546,0.00016377546,0.00016377546,0.00016377546,0.00016377546,0.00016377546,0.98607916,0.00016377546,0.00016377546,0.00016377546,0.00016377546,0.00016377546,0.00016377546,0.00016377546,0.00016377546,0.00016377546,0.00016377546,0.00016377546,0.00016377546,0.00016377546,0.00016377546,0.00016377546
8132718,108,0,0.00012920161,0.00012920161,0.00012920161,0.00012920161,0.00012920161,0.00012920161,0.00012920161,0.00012920161,0.00012920161,0.00012920161,0.98901844,0.00012920161,0.00012920161,0.00012920161,0.00012920161,0.00012920161,0.00012920161,0.00012920161,0.00012920161,0.00012920161,0.00012920161,0.00012920161,0.00012920161,0.00012920161,0.00012920161,0.00012920161,0.00012920161,0.00012920161,0.00012920161,0.00012920161,0.00012920161,0.00012920161,0.00012920161,0.00012920161,0.00012920161,0.00012920161,0.00012920161,0.00012920161,0.00012920161,0.00012920161,0.00012920161,0.00012920161,0.00012920161,0.00012920161,0.00012920161,0.00012920161,0.00012920161,0.00012920161,0.00012920161,0.00012920161,0.00012920161,0.00012920161,0.00012920161,0.00012920161,0.00012920161,0.00012920161,0.00012920161,0.00012920161,0.00012920161,0.00012920161,0.00012920161,0.00012920161,0.00012920161,0.00012920161,0.00012920161,0.00012920161,0.00012920161,0.00012920161,0.00012920161,0.00012920161,0.00012920161,0.00012920161,0.00012920161,0.00012920161,0.00012920161,0.00012920161,0.00012920161,0.00012920161,0.00012920161,0.00012920161,0.00012920161,0.00012920161,0.00012920161,0.00012920161,0.00012920161,0.00012920161
8673465,108,0,0.00013065411,0.00013065411,0.00013065411,0.00013065411,0.00013065411,0.00013065411,0.00013065411,0.00013065411,0.00013065411,0.00013065411,0.00013065411,0.00013065411,0.00013065411,0.00013065411,0.00013065411,0.00013065411,0.00013065411,0.00013065411,0.00013065411,0.00013065411,0.00013065411,0.00013065411,0.00013065411,0.00013065411,0.00013065411,0.00013065411,0.00013065411,0.00013065411,0.00013065411,0.00013065411,0.00013065411,0.00013065411,0.00013065411,0.00013065411,0.00013065411,0.00013065411,0.9888948,0.00013065411,0.00013065411,0.00013065411,0.00013065411,0.00013065411,0.00013065411,0.00013065411,0.00013065411,0.00013065411,0.00013065411,0.00013065411,0.00013065411,0.00013065411,0.00013065411,0.00013065411,0.00013065411,0.00013065411,0.00013065411,0.00013065411,0.00013065411,0.00013065411,0.00013065411,0.00013065411,0.00013065411,0.00013065411,0.00013065411,0.00013065411,0.00013065411,0.00013065411,0.00013065411,0.00013065411,0.00013065411,0.00013065411,0.00013065411,0.00013065411,0.00013065411,0.00013065411,0.00013065411,0.00013065411,0.00013065411,0.00013065411,0.00013065411,0.00013065411,0.00013065411,0.00013065411,0.00013065411,0.00013065411,0.00013065411,0.00013065411
8707050,108,0,0.00020400161,0.00020400161,0.00020400161,0.00020400161,0.00020400161,0.00020400161,0.00020400161,0.00020400161,0.00020400161,0.00020400161,0.00020400161,0.00020400161,0.00020400161,0.00020400161,0.00020400161,0.00020400161,0.00020400161,0.00020400161,0.00020400161,0.00020400161,0.00020400161,0.00020400161,0.00020400161,0.00020400161,0.00020400161,0.00020400161,0.00020400161,0.00020400161,0.00020400161,0.00020400161,0.00020400161,0.00020400161,0.00020400161,0.00020400161,0.00020400161,0.00020400161,0.00020400161,0.00020400161,0.00020400161,0.00020400161,0.00020400161,0.00020400161,0.00020400161,0.00020400161,0.00020400161,0.00020400161,0.00020400161,0.00020400161,0.00020400161,0.00020400161,0.00020400161,0.00020400161,0.00020400161,0.00020400161,0.00020400161,0.00020400161,0.00020400161,0.00020400161,0.00020400161,0.9826602,0.00020400161,0.00020400161,0.00020400161,0.00020400161,0.00020400161,0.00020400161,0.00020400161,0.00020400161,0.00020400161,0.00020400161,0.00020400161,0.00020400161,0.00020400161,0.00020400161,0.00020400161,0.00020400161,0.00020400161,0.00020400161,0.00020400161,0.00020400161,0.00020400161,0.00020400161,0.00020400161,0.00020400161,0.00020400161,0.00020400161
9346876,108,0,0.00014181103,0.00014181103,0.00014181103,0.00014181103,0.00014181103,0.00014181103,0.00014181103,0.00014181103,0.9879467,0.00014181103,0.00014181103,0.00014181103,0.00014181103,0.00014181103,0.00014181103,0.00014181103,0.00014181103,0.00014181103,0.00014181103,0.00014181103,0.00014181103,0.00014181103,0.00014181103,0.00014181103,0.00014181103,0.00014181103,0.00014181103,0.00014181103,0.00014181103,0.00014181103,0.00014181103,0.00014181103,0.00014181103,0.00014181103,0.00014181103,0.00014181103,0.00014181103,0.00014181103,0.00014181103,0.00014181103,0.00014181103,0.00014181103,0.00014181103,0.00014181103,0.00014181103,0.00014181103,0.00014181103,0.00014181103,0.00014181103,0.00014181103,0.00014181103,0.00014181103,0.00014181103,0.00014181103,0.00014181103,0.00014181103,0.00014181103,0.00014181103,0.00014181103,0.00014181103,0.00014181103,0.00014181103,0.00014181103,0.00014181103,0.00014181103,0.00014181103,0.00014181103,0.00014181103,0.00014181103,0.00014181103,0.00014181103,0.00014181103,0.00014181103,0.00014181103,0.00014181103,0.00014181103,0.00014181103,0.00014181103,0.00014181103,0.00014181103,0.00014181103,0.00014181103,0.00014181103,0.00014181103,0.00014181103,0.00014181103
9352931,108,0,0.0001435582,0.0001435582,0.0001435582,0.0001435582,0.0001435582,0.0001435582,0.0001435582,0.0001435582,0.0001435582,0.0001435582,0.0001435582,0.0001435582,0.0001435582,0.0001435582,0.0001435582,0.0001435582,0.0001435582,0.0001435582,0.0001435582,0.0001435582,0.0001435582,0.0001435582,0.0001435582,0.0001435582,0.0001435582,0.0001435582,0.0001435582,0.0001435582,0.0001435582,0.0001435582,0.0001435582,0.0001435582,0.0001435582,0.0001435582,0.0001435582,0.0001435582,0.0001435582,0.0001435582,0.0001435582,0.0001435582,0.0001435582,0.0001435582,0.0001435582,0.0001435582,0.0001435582,0.0001435582,0.0001435582,0.0001435582,0.0001435582,0.0001435582,0.0001435582,0.98779786,0.0001435582,0.0001435582,0.0001435582,0.0001435582,0.0001435582,0.0001435582,0.0001435582,0.0001435582,0.0001435582,0.0001435582,0.0001435582,0.0001435582,0.0001435582,0.0001435582,0.0001435582,0.0001435582,0.0001435582,0.0001435582,0.0001435582,0.0001435582,0.0001435582,0.0001435582,0.0001435582,0.0001435582,0.0001435582,0.0001435582,0.0001435582,0.0001435582,0.0001435582,0.0001435582,0.0001435582,0.0001435582,0.0001435582,0.0001435582
9591694,108,0,0.0001321398,0.0001321398,0.0001321398,0.0001321398,0.0001321398,0.0001321398,0.0001321398,0.0001321398,0.0001321398,0.0001321398,0.0001321398,0.0001321398,0.0001321398,0.0001321398,0.0001321398,0.0001321398,0.0001321398,0.0001321398,0.0001321398,0.0001321398,0.0001321398,0.0001321398,0.0001321398,0.0001321398,0.0001321398,0.0001321398,0.0001321398,0.0001321398,0.0001321398,0.0001321398,0.0001321398,0.0001321398,0.0001321398,0.0001321398,0.0001321398,0.0001321398,0.0001321398,0.0001321398,0.0001321398,0.0001321398,0.98876846,0.0001321398,0.0001321398,0.0001321398,0.0001321398,0.0001321398,0.0001321398,0.0001321398,0.0001321398,0.0001321398,0.0001321398,0.0001321398,0.0001321398,0.0001321398,0.0001321398,0.0001321398,0.0001321398,0.0001321398,0.0001321398,0.0001321398,0.0001321398,0.0001321398,0.0001321398,0.0001321398,0.0001321398,0.0001321398,0.0001321398,0.0001321398,0.0001321398,0.0001321398,0.0001321398,0.0001321398,0.0001321398,0.0001321398,0.0001321398,0.0001321398,0.0001321398,0.0001321398,0.0001321398,0.0001321398,0.0001321398,0.0001321398,0.0001321398,0.0001321398,0.0001321398,0.0001321398
10051610,108,0,0.00027042828,0.00027042828,0.00027042828,0.00027042828,0.00027042828,0.00027042828,0.00027042828,0.00027042828,0.00027042828,0.00027042828,0.00027042828,0.00027042828,0.00027042828,0.00027042828,0.00027042828,0.00027042828,0.00027042828,0.00027042828,0.00027042828,0.00027042828,0.00027042828,0.00027042828,0.00027042828,0.00027042828,0.00027042828,0.00027042828,0.00027042828,0.00027042828,0.00027042828,0.00027042828,0.00027042828,0.9770145,0.00027042828,0.00027042828,0.00027042828,0.00027042828,0.00027042828,0.00027042828,0.00027042828,0.00027042828,0.00027042828,0.00027042828,0.00027042828,0.00027042828,0.00027042828,0.00027042828,0.00027042828,0.00027042828,0.00027042828,0.00027042828,0.00027042828,0.00027042828,0.00027042828,0.00027042828,0.00027042828,0.00027042828,0.00027042828,0.00027042828,0.00027042828,0.00027042828,0.00027042828,0.00027042828,0.00027042828,0.00027042828,0.00027042828,0.00027042828,0.00027042828,0.00027042828,0.00027042828,0.00027042828,0.00027042828,0.00027042828,0.00027042828,0.00027042828,0.00027042828,0.00027042828,0.00027042828,0.00027042828,0.00027042828,0.00027042828,0.00027042828,0.00027042828,0.00027042828,0.00027042828,0.00027042828,0.00027042828
10087618,108,0,0.00035237084,0.00035237084,0.00035237084,0.00035237084,0.00035237084,0.00035237084,0.00035237084,0.00035237084,0.00035237084,0.00035237084,0.00035237084,0.00035237084,0.00035237084,0.00035237084,0.00035237084,0.00035237084,0.00035237084,0.00035237084,0.00035237084,0.00035237084,0.00035237084,0.00035237084,0.00035237084,0.00035237084,0.00035237084,0.00035237084,0.00035237084,0.00035237084,0.00035237084,0.00035237084,0.00035237084,0.00035237084,0.00035237084,0.00035237084,0.00035237084,0.00035237084,0.9700495,0.00035237084,0.00035237084,0.00035237084,0.00035237084,0.00035237084,0.00035237084,0.00035237084,0.00035237084,0.00035237084,0.00035237084,0.00035237084,0.00035237084,0.00035237084,0.00035237084,0.00035237084,0.00035237084,0.00035237084,0.00035237084,0.00035237084,0.00035237084,0.00035237084,0.00035237084,0.00035237084,0.00035237084,0.00035237084,0.00035237084,0.00035237084,0.00035237084,0.00035237084,0.00035237084,0.00035237084,0.00035237084,0.00035237084,0.00035237084,0.00035237084,0.00035237084,0.00035237084,0.00035237084,0.00035237084,0.00035237084,0.00035237084,0.00035237084,0.00035237084,0.00035237084,0.00035237084,0.00035237084,0.00035237084,0.00035237084,0.00035237084
10100328,108,0,0.00016852774,0.00016852774,0.00016852774,0.00016852774,0.00016852774,0.00016852774,0.00016852774,0.00016852774,0.00016852774,0.00016852774,0.00016852774,0.00016852774,0.00016852774,0.00016852774,0.00016852774,0.00016852774,0.00016852774,0.00016852774,0.00016852774,0.00016852774,0.00016852774,0.00016852774,0.00016852774,0.00016852774,0.00016852774,0.00016852774,0.00016852774,0.00016852774,0.00016852774,0.00016852774,0.00016852774,0.00016852774,0.00016852774,0.00016852774,0.00016852774,0.00016852774,0.00016852774,0.9856757,0.00016852774,0.00016852774,0.00016852774,0.00016852774,0.00016852774,0.00016852774,0.00016852774,0.00016852774,0.00016852774,0.00016852774,0.00016852774,0.00016852774,0.00016852774,0.00016852774,0.00016852774,0.00016852774,0.00016852774,0.00016852774,0.00016852774,0.00016852774,0.00016852774,0.00016852774,0.00016852774,0.00016852774,0.00016852774,0.00016852774,0.00016852774,0.00016852774,0.00016852774,0.00016852774,0.00016852774,0.00016852774,0.00016852774,0.00016852774,0.00016852774,0.00016852774,0.00016852774,0.00016852774,0.00016852774,0.00016852774,0.00016852774,0.00016852774,0.00016852774,0.00016852774,0.00016852774,0.00016852774,0.00016852774,0.00016852774
