DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9
8042410,108,0,0.0015668089,0.0015665197,0.0015663885,0.3696768,0.0015658537,0.0015660143,0.14333335,0.47759137,0.0015668154
8132718,108,0,0.0012349051,0.0012351226,0.0012355213,0.99011976,0.001234835,0.0012349975,0.0012348555,0.0012350326,0.0012350325
8673465,108,0,0.0012487394,0.0012488771,0.9900088,0.0012488593,0.001248745,0.0012487515,0.0012492771,0.0012491792,0.0012487693
8707050,108,0,0.0019499328,0.0019502809,0.7642472,0.0019502554,0.0019518633,0.0019502147,0.22209977,0.001950499,0.001950045
9346876,108,0,0.0013560802,0.001356138,0.6692773,0.001356066,0.13204715,0.0013557471,0.0013554716,0.19053826,0.0013578518
9352931,108,0,0.0013722415,0.001372506,0.9890215,0.001372496,0.0013720803,0.0013722677,0.0013720865,0.0013726664,0.0013722286
9591694,108,0,0.0012629672,0.0012629918,0.10328418,0.88787466,0.0012629282,0.0012629553,0.0012627754,0.0012630863,0.0012634123
10051610,108,0,0.00258463,0.002585385,0.9793198,0.0025853387,0.0025849685,0.0025847917,0.0025848104,0.0025853252,0.002584941
10087618,108,0,0.0033679907,0.0033674454,0.9730579,0.0033681346,0.0033679204,0.00336766,0.0033672054,0.0033679202,0.0033677781
10100328,108,0,0.0016109123,0.001611097,0.9871128,0.0016110828,0.0016106725,0.0016109693,0.0016109371,0.0016109338,0.0016105421
10320929,108,0,0.0023648858,0.0023646168,0.0023656236,0.98108155,0.0023648764,0.002364494,0.0023643803,0.0023647845,0.002364727
10531012,108,0,0.0012921978,0.0012929256,0.98966086,0.0012925884,0.0012921486,0.0012922551,0.0012922329,0.0012924115,0.0012922938
10725388,108,0,0.0012215753,0.0012220282,0.5864677,0.0012219875,0.40497917,0.0012218527,0.0012213634,0.0012218223,0.0012225795
10806067,108,0,0.0013895074,0.0013903335,0.4672494,0.23661965,0.0013900793,0.0013898475,0.0013897561,0.28779176,0.0013896539
10946305,108,0,0.001853224,0.0018537205,0.2737199,0.1433456,0.0018531446,0.30080342,0.0018530063,0.27286422,0.0018537607
10969025,108,0,0.0016842519,0.0016855444,0.35475677,0.16000074,0.0016851482,0.33881482,0.1380024,0.001684557,0.0016857793
11950889,108,0,0.0010484698,0.001049084,0.30161116,0.35862613,0.33346996,0.0010486676,0.001048774,0.0010488033,0.0010489845
12217649,108,0,0.0017643437,0.0017651367,0.7786157,0.0017652656,0.20903163,0.0017647153,0.0017642691,0.0017643078,0.0017646328
12297500,108,0,0.0012085169,0.001209012,0.65515065,0.0012088275,0.22201967,0.115577534,0.0012085424,0.0012087277,0.0012084518
12415118,108,0,0.0015226618,0.0015226259,0.0015232355,0.9878186,0.0015224845,0.0015224603,0.0015222235,0.0015227615,0.00152289
12417022,108,0,0.0017935506,0.12344923,0.6727973,0.0017934268,0.001793569,0.0017943324,0.0017943152,0.19299072,0.0017935785
12461557,108,0,0.0032692743,0.003269722,0.97384024,0.0032699706,0.0032688896,0.0032690493,0.003269795,0.0032706193,0.0032723087
12511612,108,0,0.0011577776,0.11519365,0.5156368,0.16405189,0.0011583521,0.0011583808,0.0011581841,0.19932696,0.0011580267
12516859,108,0,0.0022680685,0.0022682939,0.9818512,0.002270165,0.0022681386,0.0022681418,0.0022686846,0.0022684806,0.002268741
8908519,109,1,0.0016351652,0.0016348163,0.2790518,0.0016350693,0.0016350477,0.0016347646,0.0016341954,0.0016346474,0.7095044
8940425,109,1,0.0013075884,0.0013082494,0.023711795,0.0013081621,0.015719842,0.02111177,0.0013077708,0.0013077034,0.9329171
9149812,109,1,0.0013557939,0.001355767,0.0013559083,0.0013561323,0.33169198,0.0013555591,0.0013563036,0.00135574,0.6588168
9187765,109,1,0.12573698,0.003175101,0.003176173,0.0031758905,0.03556842,0.0031752489,0.003175452,0.0031756468,0.8196411
9666006,109,1,0.0029246837,0.002924616,0.0029251208,0.0029244996,0.09280431,0.0029243324,0.0029241573,0.0029244025,0.8867238
9836710,109,1,0.0034737599,0.34169924,0.003472866,0.0034730898,0.0034733494,0.0034734567,0.0034756598,0.0034749254,0.6339837
10029323,109,1,0.08354671,0.0010792181,0.16852193,0.0010793499,0.07709672,0.0010801426,0.001079121,0.0010791497,0.66543764
10084106,109,1,0.0015024814,0.0015021258,0.06571922,0.0015020904,0.21519502,0.028464857,0.0015018156,0.0015021452,0.6831102
10224010,109,1,0.0021799107,0.0021810182,0.0021797419,0.0021801207,0.3218903,0.0021796825,0.0021820834,0.0021804192,0.6628467
10419204,109,1,0.0013892283,0.001389189,0.001389234,0.0013892265,0.0013891453,0.0013891994,0.001389167,0.0013896036,0.98888606
10440566,109,1,0.0022689924,0.002268167,0.0022682159,0.0022683106,0.0022683379,0.1541089,0.002268031,0.0022682655,0.83001274
10457842,109,1,0.26724857,0.001736761,0.0017371904,0.0017367925,0.0017377043,0.0017370872,0.0017363505,0.0017368377,0.72059274
10574095,109,1,0.0028492997,0.0028499798,0.039759655,0.0028509493,0.0028498394,0.0028499616,0.002849614,0.0028506184,0.9402901
10599890,109,1,0.001462714,0.0014624911,0.0014633518,0.0014626157,0.28501725,0.0014633796,0.0014626117,0.0014624522,0.7047432
10713370,109,1,0.0014248922,0.0014258097,0.0014250756,0.0014249908,0.0014250425,0.0014250971,0.0014247553,0.0014252085,0.9885992
10742226,109,1,0.0009668346,0.00096734293,0.0009664737,0.0009665471,0.03465344,0.00096710597,0.00096661894,0.04555406,0.9139916
10769755,109,1,0.055024553,0.0015658904,0.21091987,0.0015657475,0.0015656641,0.0015668095,0.058245998,0.0015657285,0.66797984
10877778,109,1,0.0014067582,0.0014072272,0.001406912,0.0014071984,0.0014067244,0.0014068242,0.0014066335,0.0014069722,0.9887448
10966441,109,1,0.0018521247,0.001852178,0.0018523223,0.0018525057,0.0018525125,0.0018521769,0.0018521348,0.0018521862,0.98518187
12144770,109,1,0.0016846668,0.0016839808,0.0016843964,0.0016841503,0.0016840303,0.0016839667,0.001683848,0.0016840226,0.98652697
12211279,109,1,0.00091212924,0.00091097254,0.0009109383,0.00091115374,0.0009108546,0.0009108997,0.00091098977,0.0009109625,0.9927111
12218656,109,1,0.0020213302,0.0020208978,0.15777004,0.0020212212,0.18550846,0.17014721,0.0020207418,0.0020207698,0.47646934
12374402,109,1,0.001634474,0.0016348342,0.09790705,0.0016353499,0.0016343831,0.0016345957,0.0016351517,0.0016344684,0.8906497
12454166,109,1,0.0012629565,0.0012632175,0.0012632015,0.0012629429,0.0012632878,0.0012635186,0.0012633561,0.0012633092,0.98989415
1669719,111,2,0.39287147,0.0018839866,0.19961284,0.0018839197,0.39621222,0.0018841255,0.0018836028,0.0018841389,0.0018838337
7774117,111,2,0.0011005647,0.0011008808,0.0011006959,0.0011015272,0.69320655,0.030784171,0.0011009737,0.0011006509,0.26940402
7913756,111,2,0.0010586961,0.0010587225,0.001058698,0.0010587034,0.6282636,0.0010590487,0.0010589695,0.0010587015,0.36432493
7936296,111,2,0.0021794091,0.0021801058,0.0021830625,0.002180757,0.0021798897,0.9825576,0.0021797256,0.0021798527,0.002179621
7991124,111,2,0.0016346037,0.0016344714,0.0016342845,0.0016343761,0.33665574,0.6519026,0.0016344286,0.0016346489,0.0016347517
8137126,111,2,0.32703483,0.0018222188,0.26763165,0.0018228898,0.39439753,0.0018228217,0.001822769,0.0018223656,0.0018230121
8137132,111,2,0.097403236,0.0010020324,0.0010021438,0.0010019033,0.28066593,0.0010019272,0.0010019522,0.0010020826,0.61591876
8618678,111,2,0.002778609,0.0027800694,0.002778462,0.0027787783,0.97775906,0.002780203,0.0027851244,0.0027812659,0.0027784305
8657630,111,2,0.003087401,0.0030868496,0.0030868258,0.0030870156,0.97530156,0.0030876677,0.0030871714,0.0030872216,0.0030882906
8682199,111,2,0.23689017,0.0011231356,0.37619916,0.0011229365,0.38017282,0.0011231703,0.0011226584,0.0011229479,0.0011230373
8707291,111,2,0.00095866644,0.00095836987,0.0009584484,0.0009584896,0.13879132,0.8544997,0.00095826737,0.00095836405,0.00095836876
8797471,111,2,0.001658948,0.0016588864,0.0016595324,0.0016590086,0.14943242,0.5656256,0.0016595079,0.27498633,0.0016597463
8797472,111,2,0.0020209248,0.0020214173,0.0020210783,0.0020208328,0.19029713,0.614118,0.0020224187,0.18345663,0.0020215786
8841969,111,2,0.020090146,0.0015658409,0.0015665969,0.0015664061,0.5773921,0.08186305,0.033801846,0.0015659431,0.28058806
9128415,111,2,0.0009500792,0.0009501069,0.00095002406,0.0009500288,0.8330632,0.16028607,0.00095014216,0.00095013215,0.00095021055
9239743,111,2,0.9872961,0.0015878497,0.001587688,0.0015877234,0.0015886639,0.0015882906,0.0015877051,0.0015878052,0.001588025
9263413,111,2,0.07764019,0.0050532594,0.005053217,0.005051904,0.35532436,0.31180322,0.005054364,0.2299645,0.005055065
9629853,111,2,0.002469583,0.0024694968,0.0024695126,0.0024692582,0.14806166,0.83465046,0.0024704537,0.002469777,0.0024696954
