DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17
8042410,108,0,0.0008285482,0.0008285482,0.00082854833,0.0008285484,0.0008285485,0.00082854833,0.0008285489,0.00082854833,0.0008285482,0.0008285484,0.0008285482,0.0008285483,0.0008285483,0.9867432,0.0008285482,0.0008285483,0.0008285482
8132718,108,0,0.0006258561,0.36278117,0.00062585616,0.00062585616,0.00062585616,0.0006258563,0.5367967,0.00062585605,0.0006258562,0.00062585616,0.09166028,0.00062585616,0.00062585616,0.0006258563,0.00062585605,0.0006258561,0.00062585616
8707050,108,0,0.0010143887,0.0010143887,0.0010143886,0.0010143886,0.0010143887,0.001014389,0.0010143892,0.0010143891,0.52339435,0.001014389,0.0010143886,0.0010143891,0.001014389,0.001014389,0.0010143886,0.0010143889,0.46138987
9175625,108,0,0.0006536822,0.00065368216,0.0006536822,0.00065368216,0.00065368216,0.24480721,0.37555778,0.0006536823,0.12893619,0.0006536823,0.00065368216,0.00065368245,0.0006536822,0.00065368216,0.00065368216,0.00065368216,0.242201
9245791,108,0,0.0012788539,0.0012788537,0.0012788536,0.0012788539,0.0012788536,0.0012788536,0.97953856,0.0012788536,0.0012788539,0.0012788536,0.0012788535,0.0012788536,0.0012788536,0.0012788537,0.0012788536,0.0012788537,0.0012788537
9346876,108,0,0.0007353318,0.0007353318,0.00073533185,0.00073533173,0.0007353317,0.98823476,0.00073533173,0.0007353317,0.00073533185,0.0007353318,0.00073533173,0.00073533173,0.00073533173,0.00073533173,0.00073533173,0.00073533185,0.00073533173
9352931,108,0,0.0007173983,0.0007173983,0.0007173983,0.0007173983,0.0007173984,0.9885217,0.00071739824,0.0007173983,0.0007173985,0.0007173983,0.0007173981,0.00071739824,0.00071739824,0.0007173983,0.0007173982,0.0007173983,0.0007173982
9591694,108,0,0.0007003681,0.000700368,0.00070036814,0.00070036796,0.0007003679,0.3306525,0.0007003682,0.0007003681,0.2465568,0.23542565,0.0007003681,0.08999848,0.088962205,0.00070036825,0.0007003681,0.00070036814,0.0007003681
10051610,108,0,0.001368165,0.0013681651,0.0013681649,0.0013681648,0.0013681647,0.0013681656,0.34481186,0.0013681648,0.0013681651,0.63466585,0.0013681648,0.0013681649,0.0013681649,0.0013681649,0.0013681647,0.0013681648,0.0013681648
10087618,108,0,0.0018383288,0.0018383289,0.0018383289,0.0018383288,0.0018383287,0.001838329,0.0018383294,0.97058696,0.001838331,0.0018383289,0.0018383288,0.0018383296,0.0018383289,0.0018383289,0.0018383288,0.0018383291,0.0018383288
10100328,108,0,0.0007950125,0.00079501246,0.0007950126,0.2025304,0.00079501234,0.36837026,0.311016,0.0007950124,0.107748315,0.0007950126,0.0007950123,0.0007950124,0.00079501234,0.0007950124,0.0007950123,0.00079501246,0.00079501315
10320929,108,0,0.001278868,0.5608926,0.0012788681,0.001278868,0.001278868,0.09277664,0.3284269,0.0012788681,0.0012788682,0.001278868,0.001278868,0.0012788682,0.001278868,0.0012788683,0.0012788683,0.001278868,0.001278868
10531012,108,0,0.00064649613,0.0006464961,0.00064649625,0.00064649613,0.0006464961,0.2597466,0.09377791,0.00064649613,0.33530313,0.30276802,0.000646496,0.00064649625,0.00064649613,0.00064649613,0.000646496,0.0006464961,0.0006464961
10700148,108,0,0.0017302268,0.0017302269,0.0017302268,0.0017302267,0.0017302268,0.0017302271,0.0017302275,0.001730227,0.5925703,0.0017302268,0.0017302266,0.0017302273,0.0017302269,0.3814764,0.0017302267,0.0017302268,0.0017302267
10806067,108,0,0.000684111,0.07687029,0.00068411115,0.00068411115,0.000684111,0.09669357,0.62351924,0.000684111,0.0006841113,0.0006841112,0.00068411103,0.00068411103,0.00068411115,0.0006841112,0.00068411103,0.00068411103,0.19402355
10946305,108,0,0.00096449483,0.0009644947,0.26598415,0.0009644947,0.000964495,0.19352402,0.000964495,0.00096449483,0.0009644947,0.18967451,0.0009644948,0.00096449483,0.0009644948,0.0009644949,0.0009644947,0.000964495,0.33827904
10969025,108,0,0.0008651294,0.00086512975,0.00086512946,0.00086512946,0.00086512964,0.00086512946,0.986158,0.0008651298,0.00086512946,0.0008651296,0.00086512946,0.0008651295,0.00086512946,0.00086512964,0.00086512946,0.00086512946,0.00086512946
11950889,108,0,0.0005656541,0.0005656541,0.0005656541,0.0005656541,0.0005656541,0.00056565413,0.99094963,0.0005656541,0.0005656541,0.00056565413,0.0005656541,0.00056565413,0.00056565413,0.000565654,0.0005656541,0.000565654,0.0005656541
12297500,108,0,0.00063254323,0.0006325433,0.00063254323,0.00063254323,0.00063254323,0.98987937,0.00063254323,0.0006325432,0.00063254323,0.00063254323,0.0006325432,0.0006325431,0.00063254323,0.0006325432,0.00063254323,0.00063254323,0.00063254323
12417022,108,0,0.0008913568,0.00089135696,0.000891357,0.0008913569,0.0008913568,0.00089135696,0.38897723,0.00089135714,0.00089135725,0.5976525,0.0008913567,0.0008913567,0.00089135696,0.00089135685,0.0008913567,0.00089135685,0.0008913569
