DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20,Topic_21
8042410,108,0,0.0006901774,0.0006901774,0.0006901774,0.0006901774,0.0006901774,0.0006901774,0.0006901774,0.0006901774,0.0006901774,0.0006901774,0.0006901774,0.0006901774,0.0006901774,0.0006901774,0.0006901774,0.0006901774,0.0006901774,0.0006901774,0.0006901774,0.9861964,0.0006901774
8673465,108,0,0.0005411465,0.9891763,0.0005411465,0.0005411465,0.00054114655,0.0005411465,0.0005411465,0.0005411465,0.0005411465,0.0005411465,0.0005411465,0.0005411465,0.0005411465,0.0005411465,0.0005411465,0.0005411465,0.0005411465,0.0005411465,0.0005411465,0.0005411465,0.0005411465
9175625,108,0,0.0006105228,0.00061052287,0.0006105228,0.0006105228,0.9877888,0.0006105228,0.0006105228,0.0006105228,0.0006105228,0.0006105228,0.0006105228,0.0006105228,0.0006105228,0.0006105228,0.0006105228,0.0006105228,0.0006105228,0.0006105228,0.0006105228,0.0006105228,0.0006105228
9245791,108,0,0.0011074794,0.9778505,0.0011074794,0.0011074794,0.0011074794,0.0011074794,0.0011074794,0.0011074794,0.0011074794,0.0011074794,0.0011074794,0.0011074794,0.0011074794,0.0011074794,0.0011074794,0.0011074794,0.0011074794,0.0011074794,0.0011074794,0.0011074794,0.0011074794
9346876,108,0,0.988524,0.00057375594,0.00057375594,0.00057375594,0.00057375594,0.00057375594,0.00057375594,0.00057375594,0.00057375594,0.00057375594,0.00057375594,0.00057375594,0.00057375594,0.00057375594,0.00057375594,0.00057375594,0.00057375594,0.00057375594,0.00057375606,0.00057375594,0.00057375594
9352931,108,0,0.00058794906,0.20093785,0.00058794906,0.00058794906,0.078885704,0.00058794906,0.15000765,0.00058794906,0.00058794906,0.00058794906,0.00058794906,0.00058794906,0.00058794906,0.00058794906,0.00058794906,0.00058794906,0.00058794906,0.00058794906,0.5601736,0.00058794906,0.00058794906
10051610,108,0,0.001133828,0.001133828,0.97732353,0.001133828,0.001133828,0.001133828,0.001133828,0.001133828,0.001133828,0.001133828,0.001133828,0.001133828,0.001133828,0.001133828,0.001133828,0.001133828,0.001133828,0.001133828,0.001133828,0.001133828,0.001133828
10087618,108,0,0.0016421144,0.96715784,0.0016421144,0.0016421144,0.0016421144,0.0016421144,0.0016421144,0.0016421144,0.0016421144,0.0016421144,0.0016421144,0.0016421144,0.0016421144,0.0016421144,0.0016421144,0.0016421144,0.0016421144,0.0016421144,0.0016421144,0.0016421144,0.0016421144
10320929,108,0,0.001013236,0.001013236,0.001013236,0.001013236,0.001013236,0.001013236,0.001013236,0.001013236,0.001013236,0.001013236,0.001013236,0.001013236,0.001013236,0.001013236,0.001013236,0.001013236,0.001013236,0.001013236,0.97973526,0.001013236,0.001013236
10700148,108,0,0.0013228194,0.0013228194,0.0013228194,0.0013228194,0.0013228194,0.0013228194,0.0013228194,0.0013228194,0.0013228194,0.0013228194,0.0013228194,0.0013228194,0.0013228194,0.0013228194,0.9735436,0.0013228194,0.0013228194,0.0013228194,0.0013228194,0.0013228194,0.0013228194
