DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20,Topic_21,Topic_22,Topic_23,Topic_24,Topic_25,Topic_26,Topic_27,Topic_28,Topic_29,Topic_30,Topic_31,Topic_32,Topic_33,Topic_34,Topic_35,Topic_36,Topic_37,Topic_38,Topic_39,Topic_40,Topic_41,Topic_42,Topic_43,Topic_44,Topic_45,Topic_46,Topic_47,Topic_48,Topic_49,Topic_50,Topic_51,Topic_52
8042410,108,0,0.00027873757,0.00027873757,0.00027873757,0.00027873757,0.00027873757,0.00027873757,0.00027873757,0.00027873757,0.00027873757,0.00027873757,0.00027873757,0.00027873757,0.00027873757,0.00027873757,0.00027873757,0.00027873757,0.50533813,0.00027873757,0.00027873757,0.00027873757,0.00027873757,0.24287242,0.00027873757,0.00027873757,0.00027873757,0.00027873757,0.00027873757,0.00027873757,0.00027873757,0.00027873757,0.00027873757,0.00027873757,0.00027873757,0.00027873757,0.00027873757,0.00027873757,0.00027873757,0.00027873757,0.00027873757,0.23813103,0.00027873757,0.00027873757,0.00027873757,0.00027873757,0.00027873757,0.00027873757,0.00027873757,0.00027873757,0.00027873757,0.00027873757,0.00027873757,0.00027873757
8673465,108,0,0.00021853688,0.00021853688,0.00021853688,0.00021853688,0.9247228,0.00021853688,0.00021853688,0.00021853688,0.00021853688,0.00021853688,0.00021853688,0.00021853688,0.00021853688,0.00021853688,0.00021853688,0.00021853688,0.00021853688,0.00021853688,0.00021853688,0.00021853688,0.00021853688,0.00021853688,0.00021853688,0.00021853688,0.00021853688,0.00021853688,0.00021853688,0.00021853688,0.00021853688,0.00021853688,0.00021853688,0.00021853688,0.00021853688,0.06434889,0.00021853688,0.00021853688,0.00021853688,0.00021853688,0.00021853688,0.00021853688,0.00021853688,0.00021853688,0.00021853688,0.00021853688,0.00021853688,0.00021853688,0.00021853688,0.00021853688,0.00021853688,0.00021853688,0.00021853688,0.00021853688
9175625,108,0,0.00024655365,0.00024655365,0.00024655365,0.00024655365,0.00024655365,0.00024655365,0.00024655365,0.00024655365,0.00024655365,0.00024655365,0.00024655365,0.00024655365,0.00024655365,0.00024655365,0.00024655365,0.00024655365,0.00024655365,0.00024655365,0.00024655365,0.00024655365,0.00024655365,0.00024655365,0.00024655365,0.00024655365,0.00024655365,0.00024655365,0.00024655365,0.00024655365,0.00024655365,0.00024655365,0.00024655365,0.00024655365,0.00024655365,0.00024655365,0.00024655365,0.00024655365,0.00024655365,0.00024655365,0.00024655365,0.9874253,0.00024655365,0.00024655365,0.00024655365,0.00024655365,0.00024655365,0.00024655365,0.00024655365,0.00024655365,0.00024655365,0.00024655365,0.00024655365,0.00024655365
9245791,108,0,0.00044726153,0.5231992,0.00044726153,0.00044726153,0.1339622,0.00044726153,0.00044726153,0.00044726153,0.00044726153,0.00044726153,0.00044726153,0.00044726153,0.00044726153,0.00044726153,0.00044726153,0.00044726153,0.00044726153,0.00044726153,0.00044726153,0.00044726153,0.00044726153,0.00044726153,0.00044726153,0.00044726153,0.00044726153,0.00044726153,0.00044726153,0.00044726153,0.00044726153,0.00044726153,0.00044726153,0.00044726153,0.00044726153,0.3209238,0.00044726153,0.00044726153,0.00044726153,0.00044726153,0.00044726153,0.00044726153,0.00044726153,0.00044726153,0.00044726153,0.00044726153,0.00044726153,0.00044726153,0.00044726153,0.00044726153,0.00044726153,0.00044726153,0.00044726153,0.00044726153
9346876,108,0,0.7555161,0.00023170872,0.00023170872,0.00023170872,0.00023170872,0.00023170872,0.00023170872,0.00023170872,0.00023170872,0.00023170872,0.00023170872,0.00023170872,0.00023170872,0.00023170872,0.00023170872,0.00023170872,0.00023170872,0.00023170872,0.00023170872,0.00023170872,0.00023170872,0.00023170872,0.00023170872,0.00023170872,0.00023170872,0.00023170872,0.00023170872,0.00023170872,0.00023170872,0.00023170872,0.00023170872,0.00023170872,0.00023170872,0.23289819,0.00023170872,0.00023170872,0.00023170872,0.00023170872,0.00023170872,0.00023170872,0.00023170872,0.00023170872,0.00023170872,0.00023170872,0.00023170872,0.00023170872,0.00023170872,0.00023170872,0.00023170872,0.00023170872,0.00023170872,0.00023170872
9352931,108,0,0.00023743065,0.00023743065,0.00023743065,0.00023743065,0.00023743065,0.00023743065,0.77652526,0.00023743065,0.00023743065,0.00023743065,0.00023743065,0.00023743065,0.00023743065,0.00023743065,0.00023743065,0.00023743065,0.00023743065,0.00023743065,0.00023743065,0.00023743065,0.00023743065,0.00023743065,0.00023743065,0.00023743065,0.00023743065,0.00023743065,0.00023743065,0.00023743065,0.00023743065,0.00023743065,0.00023743065,0.00023743065,0.00023743065,0.21160282,0.00023743065,0.00023743065,0.00023743065,0.00023743065,0.00023743065,0.00023743065,0.00023743065,0.00023743065,0.00023743065,0.00023743065,0.00023743065,0.00023743065,0.00023743065,0.00023743065,0.00023743065,0.00023743065,0.00023743065,0.00023743065
10051610,108,0,0.0004579103,0.0004579103,0.0004579103,0.0004579103,0.0004579103,0.0004579103,0.0004579103,0.0004579103,0.0004579103,0.0004579103,0.0004579103,0.0004579103,0.0004579103,0.0004579103,0.0004579103,0.0004579103,0.0004579103,0.0004579103,0.0004579103,0.0004579103,0.0004579103,0.0004579103,0.0004579103,0.0004579103,0.0004579103,0.80997187,0.0004579103,0.0004579103,0.0004579103,0.0004579103,0.0004579103,0.0004579103,0.0004579103,0.16713317,0.0004579103,0.0004579103,0.0004579103,0.0004579103,0.0004579103,0.0004579103,0.0004579103,0.0004579103,0.0004579103,0.0004579103,0.0004579103,0.0004579103,0.0004579103,0.0004579103,0.0004579103,0.0004579103,0.0004579103,0.0004579103
10087618,108,0,0.000663155,0.000663155,0.000663155,0.000663155,0.77313155,0.000663155,0.000663155,0.000663155,0.000663155,0.000663155,0.000663155,0.000663155,0.000663155,0.000663155,0.000663155,0.000663155,0.000663155,0.000663155,0.000663155,0.000663155,0.000663155,0.000663155,0.000663155,0.000663155,0.000663155,0.000663155,0.000663155,0.000663155,0.000663155,0.000663155,0.000663155,0.000663155,0.000663155,0.19371212,0.000663155,0.000663155,0.000663155,0.000663155,0.000663155,0.000663155,0.000663155,0.000663155,0.000663155,0.000663155,0.000663155,0.000663155,0.000663155,0.000663155,0.000663155,0.000663155,0.000663155,0.000663155
10320929,108,0,0.00040918458,0.00040918458,0.00040918458,0.00040918458,0.00040918458,0.00040918458,0.00040918458,0.00040918458,0.00040918458,0.00040918458,0.00040918458,0.00040918458,0.00040918458,0.00040918458,0.00040918458,0.00040918458,0.00040918458,0.00040918458,0.00040918458,0.00040918458,0.00040918458,0.00040918458,0.00040918458,0.00040918458,0.00040918458,0.00040918458,0.00040918458,0.00040918458,0.00040918458,0.00040918458,0.00040918458,0.00040918458,0.00040918458,0.00040918458,0.00040918458,0.00040918458,0.00040918458,0.00040918458,0.00040918458,0.00040918458,0.9791318,0.00040918458,0.00040918458,0.00040918458,0.00040918458,0.00040918458,0.00040918458,0.00040918458,0.00040918458,0.00040918458,0.00040918458,0.00040918458
10700148,108,0,0.0005342022,0.0005342022,0.0005342022,0.0005342022,0.0005342022,0.0005342022,0.0005342022,0.0005342022,0.0005342022,0.0005342022,0.0005342022,0.0005342022,0.0005342022,0.0005342022,0.0005342022,0.0005342022,0.0005342022,0.0005342022,0.0005342022,0.0005342022,0.0005342022,0.0005342022,0.0005342022,0.0005342022,0.0005342022,0.0005342022,0.0005342022,0.0005342022,0.0005342022,0.0005342022,0.0005342022,0.0005342022,0.0005342022,0.9727561,0.0005342022,0.0005342022,0.0005342022,0.0005342022,0.0005342022,0.0005342022,0.0005342022,0.0005342022,0.0005342022,0.0005342022,0.0005342022,0.0005342022,0.0005342022,0.0005342022,0.0005342022,0.0005342022,0.0005342022,0.0005342022
