DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20,Topic_21,Topic_22,Topic_23,Topic_24,Topic_25,Topic_26,Topic_27,Topic_28,Topic_29,Topic_30,Topic_31,Topic_32,Topic_33,Topic_34,Topic_35,Topic_36,Topic_37,Topic_38,Topic_39,Topic_40,Topic_41
8042410,108,0,0.0003695623,0.0003695623,0.0003695623,0.0003695623,0.0003695623,0.0003695623,0.0003695623,0.0003695623,0.0003695623,0.0003695623,0.98521703,0.0003695623,0.0003695623,0.0003695623,0.0003695623,0.0003695623,0.0003695623,0.0003695623,0.0003695623,0.0003695623,0.0003695623,0.0003695623,0.0003695623,0.0003695623,0.0003695623,0.0003695623,0.0003695623,0.0003695623,0.0003695623,0.0003695623,0.0003695623,0.0003695623,0.0003695623,0.0003695623,0.0003695623,0.0003695623,0.0003695623,0.0003695623,0.0003695623,0.0003695623,0.0003695623
8132718,108,0,0.00025947765,0.9896205,0.00025947765,0.00025947765,0.00025947765,0.00025947765,0.00025947765,0.00025947765,0.00025947765,0.00025947765,0.00025947765,0.00025947765,0.00025947765,0.00025947765,0.00025947765,0.00025947765,0.00025947765,0.00025947765,0.00025947765,0.00025947765,0.00025947765,0.00025947765,0.00025947765,0.00025947765,0.00025947765,0.00025947765,0.00025947765,0.00025947765,0.00025947765,0.00025947765,0.00025947765,0.00025947765,0.00025947765,0.00025947765,0.00025947765,0.00025947765,0.00025947765,0.00025947765,0.00025947765,0.00025947765,0.00025947765
8673465,108,0,0.00027716978,0.00027716978,0.00027716978,0.00027716978,0.00027716978,0.00027716978,0.00027716978,0.00027716978,0.00027716978,0.00027716978,0.00027716978,0.00027716978,0.00027716978,0.00027716978,0.00027716978,0.00027716978,0.00027716978,0.98891294,0.00027716978,0.00027716978,0.00027716978,0.00027716978,0.00027716978,0.00027716978,0.00027716978,0.00027716978,0.00027716978,0.00027716978,0.00027716978,0.00027716978,0.00027716978,0.00027716978,0.00027716978,0.00027716978,0.00027716978,0.00027716978,0.00027716978,0.00027716978,0.00027716978,0.00027716978,0.00027716978
8707050,108,0,0.00042054552,0.00042054552,0.7859769,0.00042054552,0.00042054552,0.00042054552,0.00042054552,0.00042054552,0.00042054552,0.00042054552,0.00042054552,0.00042054552,0.00042054552,0.00042054552,0.00042054552,0.00042054552,0.00042054552,0.00042054552,0.00042054552,0.00042054552,0.00042054552,0.00042054552,0.00042054552,0.00042054552,0.00042054552,0.00042054552,0.00042054552,0.00042054552,0.00042054552,0.00042054552,0.00042054552,0.00042054552,0.19762121,0.00042054552,0.00042054552,0.00042054552,0.00042054552,0.00042054552,0.00042054552,0.00042054552,0.00042054552
9175625,108,0,0.0002771743,0.0002771743,0.0002771743,0.0002771743,0.0002771743,0.0002771743,0.0002771743,0.0002771743,0.0002771743,0.0002771743,0.0002771743,0.0002771743,0.0002771743,0.0002771743,0.0002771743,0.0002771743,0.0002771743,0.0002771743,0.0002771743,0.98891276,0.0002771743,0.0002771743,0.0002771743,0.0002771743,0.0002771743,0.0002771743,0.0002771743,0.0002771743,0.0002771743,0.0002771743,0.0002771743,0.0002771743,0.0002771743,0.0002771743,0.0002771743,0.0002771743,0.0002771743,0.0002771743,0.0002771743,0.0002771743,0.0002771743
9245791,108,0,0.00055435905,0.00055435905,0.00055435905,0.00055435905,0.00055435905,0.00055435905,0.00055435905,0.00055435905,0.00055435905,0.00055435905,0.00055435905,0.00055435905,0.00055435905,0.00055435905,0.00055435905,0.00055435905,0.00055435905,0.3890862,0.00055435905,0.00055435905,0.00055435905,0.00055435905,0.00055435905,0.00055435905,0.00055435905,0.00055435905,0.00055435905,0.00055435905,0.00055435905,0.00055435905,0.58929336,0.00055435905,0.00055435905,0.00055435905,0.00055435905,0.00055435905,0.00055435905,0.00055435905,0.00055435905,0.00055435905,0.00055435905
9346876,108,0,0.00028696255,0.00028696255,0.00028696255,0.00028696255,0.00028696255,0.00028696255,0.00028696255,0.00028696255,0.00028696255,0.00028696255,0.00028696255,0.00028696255,0.00028696255,0.00028696255,0.00028696255,0.00028696255,0.00028696255,0.00028696255,0.00028696255,0.00028696255,0.00028696255,0.00028696255,0.00028696255,0.00028696255,0.00028696255,0.00028696255,0.00028696255,0.00028696255,0.00028696255,0.00028696255,0.00028696255,0.00028696255,0.00028696255,0.00028696255,0.9885214,0.00028696255,0.00028696255,0.00028696255,0.00028696255,0.00028696255,0.00028696255
9352931,108,0,0.0003087529,0.0003087529,0.95062333,0.0003087529,0.0003087529,0.0003087529,0.0003087529,0.0003087529,0.0003087529,0.0003087529,0.0003087529,0.0003087529,0.0003087529,0.0003087529,0.0003087529,0.0003087529,0.0003087529,0.0003087529,0.0003087529,0.0003087529,0.0003087529,0.0003087529,0.0003087529,0.0003087529,0.0003087529,0.0003087529,0.0003087529,0.0003087529,0.037334803,0.0003087529,0.0003087529,0.0003087529,0.0003087529,0.0003087529,0.0003087529,0.0003087529,0.0003087529,0.0003087529,0.0003087529,0.0003087529,0.0003087529
9591694,108,0,0.00026227502,0.00026227502,0.00026227502,0.00026227502,0.00026227502,0.00026227502,0.00026227502,0.00026227502,0.00026227502,0.00026227502,0.00026227502,0.00026227502,0.00026227502,0.00026227502,0.00026227502,0.00026227502,0.00026227502,0.00026227502,0.00026227502,0.00026227502,0.00026227502,0.5225419,0.00026227502,0.00026227502,0.00026227502,0.00026227502,0.00026227502,0.00026227502,0.00026227502,0.00026227502,0.00026227502,0.00026227502,0.4672292,0.00026227502,0.00026227502,0.00026227502,0.00026227502,0.00026227502,0.00026227502,0.00026227502,0.00026227502
10100328,108,0,0.00034354284,0.00034354284,0.00034354284,0.00034354284,0.00034354284,0.00034354284,0.00034354284,0.00034354284,0.00034354284,0.00034354284,0.00034354284,0.00034354284,0.00034354284,0.00034354284,0.00034354284,0.00034354284,0.00034354284,0.00034354284,0.00034354284,0.00034354284,0.00034354284,0.00034354284,0.00034354284,0.00034354284,0.00034354284,0.00034354284,0.00034354284,0.00034354284,0.00034354284,0.00034354284,0.00034354284,0.9862582,0.00034354284,0.00034354284,0.00034354284,0.00034354284,0.00034354284,0.00034354284,0.00034354284,0.00034354284,0.00034354284
10531012,108,0,0.00027101865,0.00027101865,0.00027101865,0.00027101865,0.00027101865,0.00027101865,0.00027101865,0.00027101865,0.00027101865,0.00027101865,0.00027101865,0.00027101865,0.00027101865,0.00027101865,0.00027101865,0.00027101865,0.00027101865,0.00027101865,0.00027101865,0.00027101865,0.00027101865,0.00027101865,0.00027101865,0.00027101865,0.00027101865,0.00027101865,0.00027101865,0.00027101865,0.00027101865,0.00027101865,0.00027101865,0.00027101865,0.27350372,0.00027101865,0.7159265,0.00027101865,0.00027101865,0.00027101865,0.00027101865,0.00027101865,0.00027101865
10700148,108,0,0.00073910964,0.00073910964,0.00073910964,0.00073910964,0.00073910964,0.00073910964,0.00073910964,0.00073910964,0.00073910964,0.00073910964,0.00073910964,0.00073910964,0.00073910964,0.00073910964,0.97043484,0.00073910964,0.00073910964,0.00073910964,0.00073910964,0.00073910964,0.00073910964,0.00073910964,0.00073910964,0.00073910964,0.00073910964,0.00073910964,0.00073910964,0.00073910964,0.00073910964,0.00073910964,0.00073910964,0.00073910964,0.00073910964,0.00073910964,0.00073910964,0.00073910964,0.00073910964,0.00073910964,0.00073910964,0.00073910964,0.00073910964
10725388,108,0,0.0002651261,0.0002651261,0.0002651261,0.0002651261,0.0002651261,0.0002651261,0.0002651261,0.0002651261,0.0002651261,0.0002651261,0.0002651261,0.0002651261,0.0002651261,0.0002651261,0.0002651261,0.0002651261,0.0002651261,0.0002651261,0.0002651261,0.0002651261,0.0002651261,0.0002651261,0.0002651261,0.0002651261,0.0002651261,0.0002651261,0.0002651261,0.0002651261,0.0002651261,0.0002651261,0.0002651261,0.0002651261,0.07446533,0.0002651261,0.91519475,0.0002651261,0.0002651261,0.0002651261,0.0002651261,0.0002651261,0.0002651261
10969025,108,0,0.00034844564,0.00034844564,0.00034844564,0.00034844564,0.00034844564,0.00034844564,0.98606175,0.00034844564,0.00034844564,0.00034844564,0.00034844564,0.00034844564,0.00034844564,0.00034844564,0.00034844564,0.00034844564,0.00034844564,0.00034844564,0.00034844564,0.00034844564,0.00034844564,0.00034844564,0.00034844564,0.00034844564,0.00034844564,0.00034844564,0.00034844564,0.00034844564,0.00034844564,0.00034844564,0.00034844564,0.00034844564,0.00034844564,0.00034844564,0.00034844564,0.00034844564,0.00034844564,0.00034844564,0.00034844564,0.00034844564,0.00034844564
12217649,108,0,0.00036956833,0.00036956833,0.00036956833,0.00036956833,0.00036956833,0.00036956833,0.00036956833,0.00036956833,0.00036956833,0.00036956833,0.00036956833,0.00036956833,0.6465968,0.00036956833,0.00036956833,0.00036956833,0.00036956833,0.00036956833,0.00036956833,0.00036956833,0.00036956833,0.00036956833,0.00036956833,0.00036956833,0.00036956833,0.00036956833,0.00036956833,0.00036956833,0.00036956833,0.00036956833,0.00036956833,0.00036956833,0.3389897,0.00036956833,0.00036956833,0.00036956833,0.00036956833,0.00036956833,0.00036956833,0.00036956833,0.00036956833
12297500,108,0,0.00025675914,0.00025675914,0.00025675914,0.00025675914,0.00025675914,0.00025675914,0.00025675914,0.00025675914,0.00025675914,0.00025675914,0.00025675914,0.00025675914,0.00025675914,0.00025675914,0.00025675914,0.00025675914,0.00025675914,0.00025675914,0.00025675914,0.00025675914,0.00025675914,0.00025675914,0.00025675914,0.00025675914,0.00025675914,0.00025675914,0.00025675914,0.00025675914,0.00025675914,0.00025675914,0.00025675914,0.27815327,0.00025675914,0.00025675914,0.71183306,0.00025675914,0.00025675914,0.00025675914,0.00025675914,0.00025675914,0.00025675914
