DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19
8042410,108,0,0.00079751655,0.0007975165,0.00079751655,0.00079751655,0.0007975165,0.00079751655,0.0007975165,0.00079751655,0.00079751655,0.00079751655,0.85679984,0.00079751655,0.00079751655,0.00079751655,0.0007975165,0.12964225,0.00079751655,0.0007975165,0.00079751655
8132718,108,0,0.0005599468,0.98992026,0.0005599468,0.00055994675,0.00055994675,0.00055994675,0.00055994675,0.00055994675,0.00055994675,0.00055994675,0.0005599468,0.00055994675,0.00055994675,0.00055994675,0.00055994675,0.0005599468,0.00055994675,0.00055994675,0.00055994675
8673465,108,0,0.0005981429,0.00059814285,0.7027456,0.00059814285,0.00059814285,0.00059814285,0.00059814285,0.00059814285,0.00059814285,0.00059814285,0.0005981429,0.0005981429,0.00059814285,0.0005981429,0.0005981429,0.12344569,0.00059814285,0.16423836,0.0005981429
8707050,108,0,0.0009075216,0.14807703,0.83649516,0.0009075217,0.0009075216,0.0009075216,0.0009075217,0.0009075216,0.0009075217,0.0009075216,0.0009075216,0.0009075216,0.0009075216,0.0009075216,0.0009075217,0.0009075217,0.0009075216,0.0009075216,0.0009075216
9175625,108,0,0.0005981527,0.0005981527,0.38908333,0.0005981527,0.0005981527,0.0005981527,0.0005981527,0.0005981527,0.0005981527,0.0005981527,0.0005981527,0.0005981527,0.0005981527,0.0005981527,0.0005981527,0.14951344,0.0005981527,0.45183283,0.0005981527
9245791,108,0,0.0011963513,0.0011963513,0.54904234,0.0011963511,0.0011963511,0.0011963513,0.0011963513,0.0011963513,0.25865072,0.0011963513,0.0011963513,0.0011963513,0.0011963513,0.0011963511,0.0011963513,0.0011963513,0.0011963513,0.17316543,0.0011963511
9346876,108,0,0.0006192616,0.0006192616,0.9013432,0.0006192616,0.0006192615,0.0006192616,0.0006192615,0.0006192616,0.0006192615,0.0006192615,0.0006192616,0.0006192615,0.0006192616,0.0006192616,0.08812872,0.0006192615,0.0006192615,0.0006192615,0.0006192615
9352931,108,0,0.0006662728,0.0006662729,0.98800635,0.0006662728,0.0006662728,0.0006662729,0.0006662728,0.0006662728,0.0006662729,0.0006662728,0.0006662729,0.0006662729,0.0006662729,0.0006662728,0.0006662729,0.0006662729,0.0006662728,0.0006662728,0.0006662728
9591694,108,0,0.13440293,0.00056597596,0.85597485,0.0005659759,0.0005659759,0.0005659759,0.0005659759,0.0005659759,0.00056597596,0.0005659759,0.0005659759,0.0005659759,0.0005659759,0.00056597596,0.00056597596,0.00056597596,0.0005659759,0.0005659759,0.0005659759
10100328,108,0,0.00074136665,0.0007413667,0.9866546,0.0007413667,0.0007413667,0.00074136665,0.0007413667,0.00074136665,0.0007413667,0.0007413667,0.0007413667,0.0007413667,0.0007413667,0.00074136665,0.00074136665,0.0007413667,0.0007413667,0.0007413667,0.0007413667
