DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4
8042410,108,0,0.3306112,0.0040166276,0.46323493,0.20213716
8132718,108,0,0.002870603,0.022398734,0.97192216,0.002808511
8673465,108,0,0.002923474,0.0029308142,0.99121493,0.0029307457
8707050,108,0,0.004580146,0.004714976,0.98619634,0.004508564
9175625,108,0,0.002976466,0.0029042137,0.991173,0.002946215
9245791,108,0,0.005991522,0.0061791018,0.9819427,0.0058867107
9346876,108,0,0.0030380324,0.003042013,0.99080867,0.0031113608
9352931,108,0,0.0032928528,0.0033225014,0.9900958,0.0032888313
9591694,108,0,0.0027714353,0.002789609,0.99145705,0.0029819242
10100328,108,0,0.0036690766,0.003622687,0.98893493,0.0037732471
10531012,108,0,0.0028793537,0.0028210795,0.99146754,0.0028320858
10700148,108,0,0.007924045,0.0077915043,0.9763101,0.007974319
10725388,108,0,0.0028422982,0.0028509372,0.99140567,0.0029011166
10969025,108,0,0.3954479,0.0036873606,0.5970836,0.0037811445
12217649,108,0,0.003922515,0.003869935,0.9883015,0.0039059827
12297500,108,0,0.0027454253,0.0027945838,0.99172455,0.002735448
12415118,108,0,0.0033420091,0.003434508,0.98966926,0.0035542094
12417022,108,0,0.0040054773,0.0040033497,0.9881432,0.0038479315
12461557,108,0,0.0074892486,0.007307549,0.8843954,0.10080774
12496124,108,0,0.0050737406,0.0049977824,0.9845854,0.0053431517
12496132,108,0,0.0024446852,0.0024331426,0.992595,0.0025271566
12511612,108,0,0.002336553,0.0023234468,0.9930323,0.0023077142
12516859,108,0,0.06799685,0.0053537595,0.9211422,0.005507135
12516860,108,0,0.0052278005,0.0051304074,0.9842913,0.00535049
9149812,109,1,0.0032826972,0.0032207903,0.003242344,0.99025416
9187765,109,1,0.006874161,0.006982643,0.0071665077,0.9789767
9666006,109,1,0.02797394,0.0067005777,0.006882671,0.9584428
9676381,109,1,0.0038700262,0.003926361,0.004076721,0.9881269
9836710,109,1,0.5272009,0.007876955,0.008088678,0.45683342
9889212,109,1,0.15786086,0.002584475,0.0027726192,0.83678204
