DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20,Topic_21,Topic_22,Topic_23,Topic_24,Topic_25,Topic_26
8132718,108,0,0.00039654307,0.00039654307,0.34765074,0.64283264,0.00039654307,0.00039654307,0.00039654307,0.00039654307,0.00039654307,0.00039654307,0.00039654307,0.00039654307,0.00039654307,0.00039654307,0.00039654307,0.00039654307,0.00039654307,0.00039654307,0.00039654307,0.00039654307,0.00039654307,0.00039654307,0.00039654307,0.00039654307,0.00039654307,0.00039654307
8673465,108,0,0.0004226624,0.0004226624,0.0004226624,0.0004226624,0.0004226624,0.0004226624,0.0004226624,0.0004226624,0.0004226624,0.0004226624,0.0004226624,0.0004226624,0.0004226624,0.98943365,0.0004226624,0.0004226624,0.0004226624,0.0004226624,0.0004226624,0.0004226624,0.0004226624,0.0004226624,0.0004226624,0.0004226624,0.0004226624,0.0004226624
8707050,108,0,0.00066316646,0.00066316646,0.00066316646,0.00066316646,0.00066316646,0.00066316646,0.00066316646,0.00066316646,0.00066316646,0.00066316646,0.00066316646,0.00066316646,0.00066316646,0.00066316646,0.00066316646,0.00066316646,0.00066316646,0.00066316646,0.00066316646,0.00066316646,0.00066316646,0.98342097,0.00066316646,0.00066316646,0.00066316646,0.00066316646
9175625,108,0,0.00045250892,0.00045250892,0.9886878,0.00045250892,0.00045250892,0.00045250892,0.00045250892,0.00045250892,0.00045250892,0.00045250892,0.00045250892,0.00045250892,0.00045250892,0.00045250892,0.00045250892,0.00045250892,0.00045250892,0.00045250892,0.00045250892,0.00045250892,0.00045250892,0.00045250892,0.00045250892,0.00045250892,0.00045250892,0.00045250892
9245791,108,0,0.000725717,0.000725717,0.98185784,0.000725717,0.000725717,0.000725717,0.000725717,0.000725717,0.000725717,0.000725717,0.000725717,0.000725717,0.000725717,0.000725717,0.000725717,0.000725717,0.000725717,0.000725717,0.000725717,0.000725717,0.000725717,0.000725717,0.000725717,0.000725717,0.000725717,0.000725717
9591694,108,0,0.00040918004,0.00040918004,0.00040918004,0.00040918004,0.00040918004,0.00040918004,0.00040918004,0.00040918004,0.00040918004,0.00040918004,0.00040918004,0.00040918004,0.00040918004,0.00040918004,0.00040918004,0.00040918004,0.00040918004,0.00040918004,0.00040918004,0.00040918004,0.00040918004,0.9897706,0.00040918004,0.00040918004,0.00040918004,0.00040918004
10051610,108,0,0.0009616133,0.0009616133,0.33768782,0.0009616133,0.0009616133,0.0009616133,0.0009616133,0.0009616133,0.0009616133,0.0009616133,0.0009616133,0.0009616133,0.0009616133,0.0009616133,0.0009616133,0.0009616133,0.0009616133,0.0009616133,0.0009616133,0.0009616133,0.0009616133,0.0009616133,0.6392335,0.0009616133,0.0009616133,0.0009616133
10087618,108,0,0.0012019882,0.0012019882,0.0012019882,0.0012019882,0.0012019882,0.0012019882,0.0012019882,0.0012019882,0.0012019882,0.0012019882,0.0012019882,0.0012019882,0.0012019882,0.3435695,0.0012019882,0.0012019882,0.0012019882,0.0012019882,0.0012019882,0.0012019882,0.0012019882,0.6275827,0.0012019882,0.0012019882,0.0012019882,0.0012019882
10100328,108,0,0.0005656672,0.0005656672,0.4339999,0.0005656672,0.0005656672,0.0005656672,0.0005656672,0.0005656672,0.42764565,0.0005656672,0.0005656672,0.0005656672,0.0005656672,0.0005656672,0.0005656672,0.0005656672,0.0005656672,0.0005656672,0.0005656672,0.0005656672,0.0005656672,0.12534443,0.0005656672,0.0005656672,0.0005656672,0.0005656672
10320929,108,0,0.0008184179,0.0008184179,0.17551592,0.16556077,0.0008184179,0.0008184179,0.0008184179,0.030063802,0.3117981,0.0008184179,0.0008184179,0.0008184179,0.0008184179,0.0008184179,0.0008184179,0.0008184179,0.0008184179,0.0008184179,0.0008184179,0.0008184179,0.0008184179,0.29987523,0.0008184179,0.0008184179,0.0008184179,0.0008184179
10531012,108,0,0.00044209708,0.00044209708,0.00044209708,0.00044209708,0.00044209708,0.00044209708,0.00044209708,0.00044209708,0.00044209708,0.00044209708,0.00044209708,0.00044209708,0.00044209708,0.00044209708,0.00044209708,0.9889478,0.00044209708,0.00044209708,0.00044209708,0.00044209708,0.00044209708,0.00044209708,0.00044209708,0.00044209708,0.00044209708,0.00044209708
10700148,108,0,0.001068443,0.001068443,0.001068443,0.001068443,0.001068443,0.001068443,0.001068443,0.001068443,0.001068443,0.001068443,0.001068443,0.001068443,0.001068443,0.001068443,0.001068443,0.0010684431,0.001068443,0.001068443,0.001068443,0.001068443,0.001068443,0.9732891,0.001068443,0.001068443,0.001068443,0.001068443
10725388,108,0,0.0004421074,0.0004421074,0.9889478,0.0004421074,0.0004421074,0.0004421074,0.0004421074,0.0004421074,0.0004421074,0.0004421074,0.0004421074,0.0004421074,0.0004421074,0.0004421074,0.0004421074,0.0004421074,0.0004421074,0.0004421074,0.0004421074,0.0004421074,0.0004421074,0.0004421074,0.0004421074,0.0004421074,0.0004421074,0.0004421074
10806067,108,0,0.00046907974,0.00046907974,0.52212644,0.00046907974,0.00046907974,0.00046907974,0.00046907974,0.00046907974,0.00046907974,0.00046907974,0.00046907974,0.00046907974,0.00046907974,0.00046907974,0.00046907974,0.00046907974,0.00046907974,0.46661615,0.00046907974,0.00046907974,0.00046907974,0.00046907974,0.00046907974,0.00046907974,0.00046907974,0.00046907974
10946305,108,0,0.00063055597,0.00063055597,0.00063055597,0.00063055597,0.00063055597,0.00063055597,0.00063055597,0.00063055597,0.00063055597,0.00063055597,0.00063055597,0.00063055597,0.00063055597,0.00063055597,0.00063055597,0.00063055597,0.00063055597,0.00063055597,0.00063055597,0.00063055597,0.00063055597,0.00063055597,0.00063055597,0.00063055597,0.9842361,0.00063055597
11950889,108,0,0.00039653352,0.00039653352,0.00039653352,0.00039653352,0.99008703,0.00039653352,0.00039653352,0.00039653352,0.00039653352,0.00039653352,0.00039653352,0.00039653352,0.00039653352,0.00039653352,0.00039653352,0.00039653352,0.00039653352,0.00039653352,0.00039653352,0.00039653352,0.00039653352,0.00039653352,0.00039653352,0.00039653352,0.00039653352,0.00039653352
12217649,108,0,0.0005827734,0.0005827734,0.6708393,0.0005827734,0.0005827734,0.0005827734,0.0005827734,0.0005827734,0.0005827734,0.0005827734,0.0005827734,0.0005827734,0.0005827734,0.0005827734,0.0005827734,0.0005827734,0.0005827734,0.0005827734,0.0005827734,0.0005827734,0.0005827734,0.31517473,0.0005827734,0.0005827734,0.0005827734,0.0005827734
12415118,108,0,0.0004995321,0.0004995321,0.0004995321,0.0004995321,0.0004995321,0.0004995321,0.0004995321,0.0004995321,0.0004995321,0.0004995321,0.0004995321,0.0004995321,0.987512,0.0004995321,0.0004995321,0.0004995321,0.0004995321,0.0004995321,0.0004995321,0.0004995321,0.0004995321,0.0004995321,0.0004995321,0.0004995321,0.0004995321,0.0004995321
12461557,108,0,0.0010990404,0.0010990404,0.0010990404,0.0010990404,0.0010990404,0.0010990404,0.0010990404,0.0010990404,0.0010990404,0.0010990404,0.0010990404,0.0010990404,0.0010990404,0.0010990404,0.0010990404,0.0010990404,0.0010990404,0.0010990404,0.0010990404,0.0010990404,0.0010990404,0.5541242,0.0010990404,0.0010990404,0.0010990404,0.4194989
12496124,108,0,0.0008013169,0.0008013169,0.0008013169,0.0008013169,0.0008013169,0.0008013169,0.0008013169,0.0008013169,0.0008013169,0.0008013169,0.0008013169,0.0008013169,0.0008013169,0.0008013169,0.0008013169,0.0008013169,0.0008013169,0.0008013169,0.0008013169,0.0008013169,0.0008013169,0.9799672,0.0008013169,0.0008013169,0.0008013169,0.0008013169
