DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10
8132718,108,0,0.0010312573,0.0010313275,0.64319474,0.34855458,0.0010311896,0.0010314327,0.0010312472,0.0010314028,0.0010313743,0.0010314484
8673465,108,0,0.0010991327,0.0010991954,0.73874044,0.001099283,0.0010991174,0.0010991773,0.0010991095,0.25246608,0.0010991015,0.0010992506
8707050,108,0,0.0017248332,0.0017246146,0.6815037,0.0017248471,0.23798284,0.0017250882,0.0017250086,0.06843942,0.0017249023,0.0017246471
9175625,108,0,0.0011766107,0.0011766545,0.98940957,0.0011767864,0.0011766164,0.0011768447,0.0011766154,0.0011768583,0.0011767864,0.0011766241
9245791,108,0,0.0018872215,0.0018874989,0.9830145,0.0018874612,0.0018872148,0.0018870686,0.001887212,0.0018871598,0.0018872636,0.0018873981
9591694,108,0,0.0010641428,0.0010640253,0.6582495,0.0010641585,0.0010641678,0.25035435,0.0010642118,0.00106408,0.0010640979,0.0839472
10051610,108,0,0.002500528,0.5114271,0.4685667,0.002500815,0.0025007543,0.0025006735,0.0025006644,0.0025004426,0.0025006912,0.0025016826
10087618,108,0,0.0031262005,0.0031256864,0.7702693,0.0031256787,0.0031257165,0.078840844,0.0031260138,0.12900935,0.0031256073,0.0031255402
10100328,108,0,0.21636479,0.0014711318,0.77186674,0.0014711702,0.0014709657,0.0014709318,0.0014709464,0.001471164,0.001471098,0.0014710499
10320929,108,0,0.0021282218,0.0021281014,0.66782755,0.0021285778,0.0021282355,0.0021285922,0.002128057,0.16864756,0.14862666,0.0021283925
10531012,108,0,0.0011496501,0.0011496698,0.7428728,0.0011496826,0.0011495813,0.0011496841,0.0011496024,0.0011498915,0.0011499308,0.24792951
10700148,108,0,0.002778235,0.0027782237,0.974994,0.002778683,0.0027782626,0.0027786358,0.0027783478,0.0027786016,0.002778638,0.0027783513
10725388,108,0,0.0011498766,0.0011497634,0.9896525,0.001149659,0.0011497145,0.0011497503,0.0011497122,0.0011496833,0.0011497256,0.001149591
10806067,108,0,0.0012197022,0.0012197382,0.9890223,0.0012198339,0.0012196865,0.001219719,0.0012197498,0.0012198231,0.0012197501,0.0012196997
10946305,108,0,0.0016402,0.0016400483,0.30109826,0.62804955,0.0016399976,0.025709072,0.0353031,0.0016399809,0.0016400074,0.0016398365
11950889,108,0,0.0010315056,0.0010316812,0.58067626,0.0010314987,0.19658323,0.0010316387,0.0010313109,0.0010314354,0.21552,0.0010314637
12217649,108,0,0.0015153644,0.0015153495,0.98636186,0.0015153325,0.0015152702,0.0015153561,0.0015152652,0.0015153314,0.001515462,0.0015153657
12415118,108,0,0.0012992105,0.0012989017,0.98830926,0.0012990149,0.0012989801,0.0012989944,0.0012990492,0.0012989157,0.0012989319,0.0012989311
