DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20,Topic_21,Topic_22,Topic_23,Topic_24,Topic_25,Topic_26,Topic_27,Topic_28,Topic_29,Topic_30,Topic_31,Topic_32,Topic_33,Topic_34,Topic_35,Topic_36,Topic_37,Topic_38,Topic_39,Topic_40,Topic_41,Topic_42,Topic_43,Topic_44,Topic_45,Topic_46,Topic_47,Topic_48,Topic_49,Topic_50,Topic_51,Topic_52,Topic_53,Topic_54,Topic_55,Topic_56,Topic_57,Topic_58,Topic_59,Topic_60,Topic_61,Topic_62,Topic_63
8132718,108,0,0.00016364428,0.00016364428,0.00016364428,0.00016364428,0.00016364428,0.00016364428,0.00016364428,0.00016364428,0.00016364428,0.00016364428,0.00016364428,0.00016364428,0.00016364428,0.00016364428,0.00016364428,0.00016364428,0.00016364428,0.00016364428,0.00016364428,0.00016364428,0.00016364428,0.00016364428,0.00016364428,0.00016364428,0.00016364428,0.00016364428,0.00016364428,0.00016364428,0.00016364428,0.00016364428,0.00016364428,0.00016364428,0.00016364428,0.00016364428,0.00016364428,0.00016364428,0.00016364428,0.00016364428,0.00016364428,0.00016364428,0.00016364428,0.00016364428,0.00016364428,0.00016364428,0.00016364428,0.00016364428,0.00016364428,0.98985344,0.00016364428,0.00016364428,0.00016364428,0.00016364428,0.00016364428,0.00016364428,0.00016364428,0.00016364428,0.00016364428,0.00016364428,0.00016364428,0.00016364428,0.00016364428,0.00016364428,0.00016364428
8673465,108,0,0.00017443072,0.00017443072,0.00017443072,0.00017443072,0.00017443072,0.00017443072,0.00017443072,0.00017443072,0.00017443072,0.00017443072,0.00017443072,0.00017443072,0.00017443072,0.98918325,0.00017443072,0.00017443072,0.00017443072,0.00017443072,0.00017443072,0.00017443072,0.00017443072,0.00017443072,0.00017443072,0.00017443072,0.00017443072,0.00017443072,0.00017443072,0.00017443072,0.00017443072,0.00017443072,0.00017443072,0.00017443072,0.00017443072,0.00017443072,0.00017443072,0.00017443072,0.00017443072,0.00017443072,0.00017443072,0.00017443072,0.00017443072,0.00017443072,0.00017443072,0.00017443072,0.00017443072,0.00017443072,0.00017443072,0.00017443072,0.00017443072,0.00017443072,0.00017443072,0.00017443072,0.00017443072,0.00017443072,0.00017443072,0.00017443072,0.00017443072,0.00017443072,0.00017443072,0.00017443072,0.00017443072,0.00017443072,0.00017443072
8707050,108,0,0.00027369155,0.00027369155,0.00027369155,0.00027369155,0.00027369155,0.00027369155,0.00027369155,0.00027369155,0.00027369155,0.00027369155,0.00027369155,0.00027369155,0.00027369155,0.21878923,0.00027369155,0.00027369155,0.00027369155,0.00027369155,0.00027369155,0.00027369155,0.00027369155,0.48919946,0.00027369155,0.00027369155,0.00027369155,0.00027369155,0.00027369155,0.00027369155,0.00027369155,0.00027369155,0.00027369155,0.00027369155,0.00027369155,0.00027369155,0.00027369155,0.00027369155,0.00027369155,0.00027369155,0.00027369155,0.00027369155,0.27558988,0.00027369155,0.00027369155,0.00027369155,0.00027369155,0.00027369155,0.00027369155,0.00027369155,0.00027369155,0.00027369155,0.00027369155,0.00027369155,0.00027369155,0.00027369155,0.00027369155,0.00027369155,0.00027369155,0.00027369155,0.00027369155,0.00027369155,0.00027369155,0.00027369155,0.00027369155
9175625,108,0,0.00018674806,0.00018674806,0.00018674806,0.00018674806,0.00018674806,0.00018674806,0.00018674806,0.00018674806,0.00018674806,0.00018674806,0.00018674806,0.00018674806,0.00018674806,0.22323245,0.00018674806,0.00018674806,0.00018674806,0.00018674806,0.00018674806,0.00018674806,0.00018674806,0.00018674806,0.00018674806,0.00018674806,0.00018674806,0.00018674806,0.00018674806,0.00018674806,0.00018674806,0.00018674806,0.00018674806,0.00018674806,0.00018674806,0.00018674806,0.00018674806,0.00018674806,0.00018674806,0.00018674806,0.00018674806,0.00018674806,0.00018674806,0.00018674806,0.00018674806,0.00018674806,0.00018674806,0.00018674806,0.00018674806,0.76537526,0.00018674806,0.00018674806,0.00018674806,0.00018674806,0.00018674806,0.00018674806,0.00018674806,0.00018674806,0.00018674806,0.00018674806,0.00018674806,0.00018674806,0.00018674806,0.00018674806,0.00018674806
9245791,108,0,0.00029950056,0.00029950056,0.8946452,0.00029950056,0.00029950056,0.00029950056,0.00029950056,0.00029950056,0.00029950056,0.00029950056,0.00029950056,0.00029950056,0.00029950056,0.08708533,0.00029950056,0.00029950056,0.00029950056,0.00029950056,0.00029950056,0.00029950056,0.00029950056,0.00029950056,0.00029950056,0.00029950056,0.00029950056,0.00029950056,0.00029950056,0.00029950056,0.00029950056,0.00029950056,0.00029950056,0.00029950056,0.00029950056,0.00029950056,0.00029950056,0.00029950056,0.00029950056,0.00029950056,0.00029950056,0.00029950056,0.00029950056,0.00029950056,0.00029950056,0.00029950056,0.00029950056,0.00029950056,0.00029950056,0.00029950056,0.00029950056,0.00029950056,0.00029950056,0.00029950056,0.00029950056,0.00029950056,0.00029950056,0.00029950056,0.00029950056,0.00029950056,0.00029950056,0.00029950056,0.00029950056,0.00029950056,0.00029950056
9591694,108,0,0.00016886972,0.00016886972,0.00016886972,0.00016886972,0.00016886972,0.00016886972,0.00016886972,0.00016886972,0.00016886972,0.00016886972,0.00016886972,0.00016886972,0.00016886972,0.00016886972,0.00016886972,0.00016886972,0.00016886972,0.00016886972,0.00016886972,0.00016886972,0.00016886972,0.45031273,0.00016886972,0.00016886972,0.00016886972,0.00016886972,0.00016886972,0.00016886972,0.00016886972,0.00016886972,0.00016886972,0.00016886972,0.00016886972,0.00016886972,0.00016886972,0.00016886972,0.00016886972,0.00016886972,0.00016886972,0.00016886972,0.00016886972,0.00016886972,0.00016886972,0.00016886972,0.00016886972,0.00016886972,0.00016886972,0.00016886972,0.00016886972,0.00016886972,0.46909338,0.00016886972,0.00016886972,0.00016886972,0.00016886972,0.00016886972,0.00016886972,0.00016886972,0.00016886972,0.00016886972,0.07046127,0.00016886972,0.00016886972
10051610,108,0,0.000396845,0.000396845,0.000396845,0.000396845,0.000396845,0.000396845,0.000396845,0.000396845,0.000396845,0.000396845,0.000396845,0.000396845,0.000396845,0.000396845,0.000396845,0.000396845,0.9753957,0.000396845,0.000396845,0.000396845,0.000396845,0.000396845,0.000396845,0.000396845,0.000396845,0.000396845,0.000396845,0.000396845,0.000396845,0.000396845,0.000396845,0.000396845,0.000396845,0.000396845,0.000396845,0.000396845,0.000396845,0.000396845,0.000396845,0.000396845,0.000396845,0.000396845,0.000396845,0.000396845,0.000396845,0.000396845,0.000396845,0.000396845,0.000396845,0.000396845,0.000396845,0.000396845,0.000396845,0.000396845,0.000396845,0.000396845,0.000396845,0.000396845,0.000396845,0.000396845,0.000396845,0.000396845,0.000396845
10087618,108,0,0.0004960626,0.0004960626,0.0004960626,0.0004960626,0.0004960626,0.0004960626,0.0004960626,0.0004960626,0.0004960626,0.0004960626,0.0004960626,0.0004960626,0.0004960626,0.4858926,0.0004960626,0.0004960626,0.0004960626,0.0004960626,0.0004960626,0.0004960626,0.0004960626,0.0004960626,0.0004960626,0.0004960626,0.0004960626,0.0004960626,0.0004960626,0.0004960626,0.0004960626,0.0004960626,0.0004960626,0.0004960626,0.0004960626,0.0004960626,0.0004960626,0.0004960626,0.0004960626,0.0004960626,0.0004960626,0.0004960626,0.3572542,0.0004960626,0.0004960626,0.0004960626,0.0004960626,0.0004960626,0.0004960626,0.0004960626,0.0004960626,0.0004960626,0.12708947,0.0004960626,0.0004960626,0.0004960626,0.0004960626,0.0004960626,0.0004960626,0.0004960626,0.0004960626,0.0004960626,0.0004960626,0.0004960626,0.0004960626
10100328,108,0,0.9855238,0.00023343161,0.00023343161,0.00023343161,0.00023343161,0.00023343161,0.00023343161,0.00023343161,0.00023343161,0.00023343161,0.00023343161,0.00023343161,0.00023343161,0.00023343161,0.00023343161,0.00023343161,0.00023343161,0.00023343161,0.00023343161,0.00023343161,0.00023343161,0.00023343161,0.00023343161,0.00023343161,0.00023343161,0.00023343161,0.00023343161,0.00023343161,0.00023343161,0.00023343161,0.00023343161,0.00023343161,0.00023343161,0.00023343161,0.00023343161,0.00023343161,0.00023343161,0.00023343161,0.00023343161,0.00023343161,0.00023343161,0.00023343161,0.00023343161,0.00023343161,0.00023343161,0.00023343161,0.00023343161,0.00023343161,0.00023343161,0.00023343161,0.00023343161,0.00023343161,0.00023343161,0.00023343161,0.00023343161,0.00023343161,0.00023343161,0.00023343161,0.00023343161,0.00023343161,0.00023343161,0.00023343161,0.00023343161
10320929,108,0,0.00033772714,0.00033772714,0.00033772714,0.00033772714,0.00033772714,0.00033772714,0.00033772714,0.00033772714,0.00033772714,0.00033772714,0.00033772714,0.00033772714,0.00033772714,0.00033772714,0.00033772714,0.00033772714,0.00033772714,0.00033772714,0.00033772714,0.00033772714,0.00033772714,0.00033772714,0.00033772714,0.00033772714,0.00033772714,0.00033772714,0.00033772714,0.00033772714,0.00033772714,0.00033772714,0.00033772714,0.00033772714,0.00033772714,0.00033772714,0.00033772714,0.00033772714,0.00033772714,0.00033772714,0.00033772714,0.00033772714,0.00033772714,0.00033772714,0.9790609,0.00033772714,0.00033772714,0.00033772714,0.00033772714,0.00033772714,0.00033772714,0.00033772714,0.00033772714,0.00033772714,0.00033772714,0.00033772714,0.00033772714,0.00033772714,0.00033772714,0.00033772714,0.00033772714,0.00033772714,0.00033772714,0.00033772714,0.00033772714
