DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3
8042410,108,0,0.41916665,0.006008709,0.57482463
8132718,108,0,0.003960382,0.003870325,0.99216926
8673465,108,0,0.0040925634,0.0041114693,0.991796
8707050,108,0,0.0066333837,0.0073979176,0.9859687
9175625,108,0,0.0041814907,0.004035591,0.99178296
9245791,108,0,0.008604635,0.008984701,0.98241067
9346876,108,0,0.004400236,0.0043363064,0.9912634
9352931,108,0,0.0046783937,0.0046312334,0.99069035
9591694,108,0,0.0042465525,0.0040821442,0.9916713
10100328,108,0,0.005129193,0.0055143316,0.98935646
10531012,108,0,0.00401274,0.0038215984,0.9921657
10700148,108,0,0.011516808,0.011112389,0.97737074
10725388,108,0,0.00417648,0.0041552493,0.9916683
10969025,108,0,0.41057545,0.0050888387,0.58433574
12217649,108,0,0.0055066394,0.0053519676,0.9891414
12297500,108,0,0.0038925288,0.0041969144,0.9919106
12415118,108,0,0.004831791,0.005401742,0.9897665
12417022,108,0,0.005680059,0.005754275,0.9885657
12461557,108,0,0.072037846,0.01007061,0.9178915
12496124,108,0,0.0076384507,0.007223602,0.98513794
12496132,108,0,0.0035747967,0.003340598,0.9930846
12511612,108,0,0.00327071,0.003324405,0.99340487
12516859,108,0,0.073761396,0.007493748,0.9187448
12516860,108,0,0.008175738,0.0070599252,0.98476434
9149812,109,1,0.8775818,0.11749533,0.0049229213
9187765,109,1,0.8124215,0.13682601,0.050752416
9666006,109,1,0.9813847,0.009260313,0.009354967
9676381,109,1,0.8932547,0.006003167,0.10074216
9836710,109,1,0.9774714,0.010869518,0.011659003
9889212,109,1,0.9925521,0.0035798748,0.0038680413
10029323,109,1,0.83183825,0.02258327,0.14557846
10084106,109,1,0.6448369,0.34991005,0.005253036
10224010,109,1,0.9858617,0.0070124054,0.0071258196
10419204,109,1,0.99055,0.004349448,0.0051005203
10440566,109,1,0.8537271,0.13978238,0.0064905477
10599890,109,1,0.90297216,0.09194457,0.0050832154
10620568,109,1,0.703636,0.17545399,0.120910004
10652180,109,1,0.99030507,0.0046436116,0.005051353
10713370,109,1,0.9426799,0.05263814,0.004681998
10877778,109,1,0.99092466,0.0044866637,0.004588685
10966386,109,1,0.98694736,0.006431673,0.006620992
10966441,109,1,0.9885098,0.0058196993,0.0056705293
12144770,109,1,0.98865783,0.0055945357,0.0057475977
12211279,109,1,0.9942955,0.0028435553,0.0028609706
12218656,109,1,0.6535041,0.33969265,0.0068033277
12374402,109,1,0.9893082,0.005196645,0.0054952423
12454166,109,1,0.96177864,0.034226052,0.003995303
12495014,109,1,0.83003825,0.036231697,0.13373002
7774117,111,2,0.003680821,0.9925736,0.0037455028
7856030,111,2,0.008138706,0.98425555,0.0076056607
7927332,111,2,0.0040477756,0.99190766,0.004044583
7936296,111,2,0.0078795,0.9826655,0.00945504
7991124,111,2,0.0050929957,0.9898409,0.005066125
8137126,111,2,0.0063164,0.98650724,0.00717631
8137132,111,2,0.0047354256,0.9423016,0.052963037
8618678,111,2,0.009583779,0.9813927,0.009023475
8657630,111,2,0.01017814,0.98063374,0.009188145
8682199,111,2,0.004040623,0.9918882,0.0040711486
8707291,111,2,0.0031347,0.99377877,0.0030865192
8797471,111,2,0.005281635,0.9893256,0.005392801
8797472,111,2,0.008549336,0.98458827,0.006862436
8841969,111,2,0.0052733687,0.98943526,0.005291345
8937783,111,2,0.0044463603,0.9913625,0.0041911355
9263413,111,2,0.015317335,0.9685567,0.01612593
9629853,111,2,0.0077688377,0.98465484,0.007576277
9681800,111,2,0.0055304226,0.9894211,0.0050484566
9864731,111,2,0.0048705353,0.99033767,0.004791805
10360778,111,2,0.009572585,0.98096913,0.009458252
10932276,111,2,0.0032886153,0.9931558,0.0035555793
12222676,111,2,0.005659112,0.98791105,0.006429859
12420099,111,2,0.0046612415,0.9906803,0.004658425
12464332,111,2,0.0064553013,0.9868973,0.0066473815
8522331,114,3,0.6459599,0.35012153,0.0039185667
8537055,114,3,0.9127832,0.006395486,0.08082131
8566954,114,3,0.5917018,0.3994781,0.008820071
8616874,114,3,0.7120768,0.004243675,0.28367954
9012588,114,3,0.88061124,0.11429461,0.0050941915
9156280,114,3,0.6752524,0.114836514,0.20991114
9196022,114,3,0.53179306,0.22184408,0.24636282
9220497,114,3,0.94622415,0.0034695736,0.050306298
9276697,114,3,0.99156135,0.0042403555,0.004198341
9399850,114,3,0.9527708,0.02597639,0.021252815
9536987,114,3,0.72222054,0.0045524505,0.273227
