DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20,Topic_21,Topic_22,Topic_23,Topic_24,Topic_25,Topic_26
8042410,108,0,0.0005417758,0.0005417758,0.0005417758,0.0005417758,0.0005417758,0.0005417758,0.0005417758,0.0005417758,0.0005417758,0.0005417758,0.0005417758,0.0005417758,0.0005417758,0.0005417758,0.0005417758,0.0005417758,0.22354755,0.0005417758,0.0005417758,0.0005417758,0.0973529,0.0005417758,0.0005417758,0.0005417758,0.0005417758,0.66663873
8132718,108,0,0.0004273665,0.0004273665,0.0004273665,0.0004273665,0.0004273665,0.0004273665,0.0004273665,0.0004273665,0.0004273665,0.0004273665,0.0004273665,0.98931605,0.0004273665,0.0004273665,0.0004273665,0.0004273665,0.0004273665,0.0004273665,0.0004273665,0.0004273665,0.0004273665,0.0004273665,0.0004273665,0.0004273665,0.0004273665,0.0004273665
8673465,108,0,0.00043216447,0.00043216447,0.98919636,0.00043216447,0.00043216447,0.00043216447,0.00043216447,0.00043216447,0.00043216447,0.00043216447,0.00043216447,0.00043216447,0.00043216447,0.00043216447,0.00043216447,0.00043216447,0.00043216447,0.00043216447,0.00043216447,0.00043216447,0.00043216447,0.00043216447,0.00043216447,0.00043216447,0.00043216447,0.00043216447
8707050,108,0,0.00067480485,0.00067480485,0.3206937,0.00067480485,0.00067480485,0.00067480485,0.00067480485,0.00067480485,0.00067480485,0.66311145,0.00067480485,0.00067480485,0.00067480485,0.00067480485,0.00067480485,0.00067480485,0.00067480485,0.00067480485,0.00067480485,0.00067480485,0.00067480485,0.00067480485,0.00067480485,0.00067480485,0.00067480485,0.00067480485
9346876,108,0,0.00046907083,0.00046907083,0.00046907083,0.00046907083,0.00046907083,0.00046907083,0.00046907083,0.00046907083,0.00046907083,0.98827356,0.00046907083,0.00046907083,0.00046907083,0.00046907083,0.00046907083,0.00046907083,0.00046907083,0.00046907083,0.00046907083,0.00046907083,0.00046907083,0.00046907083,0.00046907083,0.00046907083,0.00046907083,0.00046907083
9352931,108,0,0.00047485033,0.00047485033,0.98812926,0.00047485033,0.00047485033,0.00047485033,0.00047485033,0.00047485033,0.00047485033,0.00047485033,0.00047485033,0.00047485033,0.00047485033,0.00047485033,0.00047485033,0.00047485033,0.00047485033,0.00047485033,0.00047485033,0.00047485033,0.00047485033,0.00047485033,0.00047485033,0.00047485033,0.00047485033,0.00047485033
9591694,108,0,0.00043707492,0.00043707492,0.00043707492,0.9890735,0.00043707492,0.00043707492,0.00043707492,0.00043707492,0.00043707492,0.00043707492,0.00043707492,0.00043707492,0.00043707492,0.00043707492,0.00043707492,0.00043707492,0.00043707492,0.00043707492,0.00043707492,0.00043707492,0.00043707492,0.00043707492,0.00043707492,0.00043707492,0.00043707492,0.00043707492
10051610,108,0,0.0008944648,0.0008944648,0.0008944648,0.0008944648,0.0008944648,0.0008944648,0.0008944648,0.0008944648,0.0008944648,0.0008944648,0.0008944648,0.0008944648,0.0008944648,0.0008944648,0.0008944648,0.0008944648,0.0008944648,0.0008944648,0.0008944648,0.0008944648,0.0008944648,0.0008944648,0.0008944648,0.0008944648,0.9776384,0.0008944648
10087618,108,0,0.0011656454,0.0011656454,0.69615287,0.0011656454,0.0011656454,0.0011656454,0.0011656454,0.0011656454,0.0011656454,0.0011656454,0.0011656454,0.0011656454,0.0011656454,0.0011656454,0.0011656454,0.0011656454,0.0011656454,0.0011656454,0.0011656454,0.2758718,0.0011656454,0.0011656454,0.0011656454,0.0011656454,0.0011656454,0.0011656454
10100328,108,0,0.0005574709,0.0005574709,0.108551346,0.0005574709,0.0005574709,0.0005574709,0.0005574709,0.21768841,0.0005574709,0.6374392,0.0005574709,0.0005574709,0.0005574709,0.0005574709,0.0005574709,0.0005574709,0.0005574709,0.0005574709,0.0005574709,0.0005574709,0.0240571,0.0005574709,0.0005574709,0.0005574709,0.0005574709,0.0005574709
