DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20,Topic_21,Topic_22,Topic_23,Topic_24,Topic_25,Topic_26,Topic_27,Topic_28
8042410,108,0,0.0005176276,0.0005176276,0.0005176276,0.0005176276,0.0005176276,0.0005176276,0.0005176276,0.0005176276,0.0005176276,0.0005176276,0.0005176276,0.0005176276,0.0005176276,0.0005176276,0.0005176276,0.0005176276,0.0005176276,0.0005176276,0.0005176276,0.0005176276,0.0005176276,0.0005176276,0.0005176276,0.0005176276,0.0005176276,0.0005176276,0.986024,0.0005176276
8673465,108,0,0.0004058633,0.98904204,0.0004058633,0.0004058633,0.0004058633,0.0004058633,0.0004058633,0.0004058633,0.0004058633,0.0004058633,0.0004058633,0.0004058633,0.0004058633,0.0004058633,0.0004058633,0.0004058633,0.0004058633,0.0004058633,0.0004058633,0.0004058633,0.0004058633,0.0004058633,0.0004058633,0.0004058633,0.0004058633,0.0004058633,0.0004058633,0.0004058633
9175625,108,0,0.00045789123,0.00045789123,0.00045789123,0.00045789123,0.9876372,0.00045789123,0.00045789123,0.00045789123,0.00045789123,0.00045789123,0.00045789123,0.00045789123,0.00045789123,0.00045789123,0.00045789123,0.00045789123,0.00045789123,0.00045789123,0.00045789123,0.00045789123,0.00045789123,0.00045789123,0.00045789123,0.00045789123,0.00045789123,0.00045789123,0.00045789123,0.00045789123
9245791,108,0,0.0008306144,0.9775741,0.0008306144,0.0008306144,0.0008306144,0.0008306144,0.0008306144,0.0008306144,0.0008306144,0.0008306144,0.0008306144,0.0008306144,0.0008306144,0.0008306144,0.0008306144,0.0008306144,0.0008306144,0.0008306144,0.0008306144,0.0008306144,0.0008306144,0.0008306144,0.0008306144,0.0008306144,0.0008306144,0.0008306144,0.0008306144,0.0008306144
9346876,108,0,0.00043031955,0.00043031955,0.00043031955,0.00043031955,0.00043031955,0.00043031955,0.00043031955,0.00043031955,0.00043031955,0.00043031955,0.00043031955,0.00043031955,0.00043031955,0.00043031955,0.00043031955,0.00043031955,0.00043031955,0.00043031955,0.00043031955,0.00043031955,0.00043031955,0.00043031955,0.00043031955,0.00043031955,0.00043031955,0.00043031955,0.9883814,0.00043031955
9352931,108,0,0.00044095193,0.00044095193,0.00044095193,0.00044095193,0.00044095193,0.00044095193,0.5026294,0.00044095193,0.00044095193,0.00044095193,0.2596395,0.00044095193,0.00044095193,0.00044095193,0.00044095193,0.00044095193,0.00044095193,0.00044095193,0.00044095193,0.00044095193,0.00044095193,0.00044095193,0.00044095193,0.00044095193,0.00044095193,0.00044095193,0.00044095193,0.22670758
10051610,108,0,0.00085039285,0.00085039285,0.00085039285,0.00085039285,0.00085039285,0.00085039285,0.00085039285,0.00085039285,0.00085039285,0.00085039285,0.00085039285,0.00085039285,0.00085039285,0.00085039285,0.00085039285,0.00085039285,0.00085039285,0.00085039285,0.00085039285,0.00085039285,0.00085039285,0.00085039285,0.00085039285,0.00085039285,0.00085039285,0.00085039285,0.97703946,0.00085039285
10087618,108,0,0.0012315918,0.7171385,0.0012315918,0.0012315918,0.0012315918,0.0012315918,0.0012315918,0.0012315918,0.0012315918,0.0012315918,0.25083938,0.0012315918,0.0012315918,0.0012315918,0.0012315918,0.0012315918,0.0012315918,0.0012315918,0.0012315918,0.0012315918,0.0012315918,0.0012315918,0.0012315918,0.0012315918,0.0012315918,0.0012315918,0.0012315918,0.0012315918
10320929,108,0,0.00075990177,0.00075990177,0.00075990177,0.00075990177,0.00075990177,0.00075990177,0.00075990177,0.00075990177,0.00075990177,0.00075990177,0.979483,0.00075990177,0.00075990177,0.00075990177,0.00075990177,0.00075990177,0.00075990177,0.00075990177,0.00075990177,0.00075990177,0.00075990177,0.00075990177,0.00075990177,0.00075990177,0.00075990177,0.00075990177,0.00075990177,0.00075990177
10700148,108,0,0.0009921094,0.0009921094,0.0009921094,0.0009921094,0.0009921094,0.0009921094,0.0009921094,0.0009921094,0.0009921094,0.0009921094,0.0009921094,0.0009921094,0.0009921094,0.0009921094,0.0009921094,0.0009921094,0.0009921094,0.0009921094,0.0009921094,0.0009921094,0.97321326,0.0009921094,0.0009921094,0.0009921094,0.0009921094,0.0009921094,0.0009921094,0.0009921094
10725388,108,0,0.0003924779,0.0003924779,0.0003924779,0.0003924779,0.0003924779,0.0003924779,0.0003924779,0.0003924779,0.0003924779,0.0003924779,0.0003924779,0.0003924779,0.0003924779,0.0003924779,0.0003924779,0.0003924779,0.0003924779,0.0003924779,0.0003924779,0.0003924779,0.0003924779,0.0003924779,0.0003924779,0.0003924779,0.9894032,0.0003924779,0.0003924779,0.0003924779
10806067,108,0,0.0004355529,0.0004355529,0.9882404,0.0004355529,0.0004355529,0.0004355529,0.0004355529,0.0004355529,0.0004355529,0.0004355529,0.0004355529,0.0004355529,0.0004355529,0.0004355529,0.0004355529,0.0004355529,0.0004355529,0.0004355529,0.0004355529,0.0004355529,0.0004355529,0.0004355529,0.0004355529,0.0004355529,0.0004355529,0.0004355529,0.0004355529,0.0004355529
10946305,108,0,0.00058551104,0.00058551104,0.00058551104,0.00058551104,0.00058551104,0.00058551104,0.00058551104,0.00058551104,0.00058551104,0.00058551104,0.00058551104,0.00058551104,0.00058551104,0.00058551104,0.00058551104,0.00058551104,0.00058551104,0.00058551104,0.98419136,0.00058551104,0.00058551104,0.00058551104,0.00058551104,0.00058551104,0.00058551104,0.00058551104,0.00058551104,0.00058551104
10969025,108,0,0.0005330912,0.98560697,0.0005330912,0.0005330912,0.0005330912,0.0005330912,0.0005330912,0.0005330912,0.0005330912,0.0005330912,0.0005330912,0.0005330912,0.0005330912,0.0005330912,0.0005330912,0.0005330912,0.0005330912,0.0005330912,0.0005330912,0.0005330912,0.0005330912,0.0005330912,0.0005330912,0.0005330912,0.0005330912,0.0005330912,0.0005330912,0.0005330912
11950889,108,0,0.00035715682,0.00035715682,0.99035704,0.00035715682,0.00035715682,0.00035715682,0.00035715682,0.00035715682,0.00035715682,0.00035715682,0.00035715682,0.00035715682,0.00035715682,0.00035715682,0.00035715682,0.00035715682,0.00035715682,0.00035715682,0.00035715682,0.00035715682,0.00035715682,0.00035715682,0.00035715682,0.00035715682,0.00035715682,0.00035715682,0.00035715682,0.00035715682
12217649,108,0,0.00057606486,0.00057606486,0.00057606486,0.00057606486,0.00057606486,0.00057606486,0.00057606486,0.00057606486,0.00057606486,0.00057606486,0.00057606486,0.00057606486,0.00057606486,0.00057606486,0.00057606486,0.00057606486,0.00057606486,0.00057606486,0.00057606486,0.00057606486,0.00057606486,0.00057606486,0.00057606486,0.00057606486,0.00057606486,0.00057606486,0.00057606486,0.9844462
12297500,108,0,0.00038821663,0.00038821663,0.00038821663,0.00038821663,0.00038821663,0.00038821663,0.00038821663,0.00038821663,0.00038821663,0.00038821663,0.00038821663,0.00038821663,0.00038821663,0.00038821663,0.00038821663,0.00038821663,0.00038821663,0.00038821663,0.9895182,0.00038821663,0.00038821663,0.00038821663,0.00038821663,0.00038821663,0.00038821663,0.00038821663,0.00038821663,0.00038821663
12415118,108,0,0.0004892601,0.0004892601,0.0004892601,0.0004892601,0.0004892601,0.0004892601,0.0004892601,0.0004892601,0.0004892601,0.0004892601,0.0004892601,0.0004892601,0.0004892601,0.0004892601,0.0004892601,0.0004892601,0.0004892601,0.0004892601,0.98679006,0.0004892601,0.0004892601,0.0004892601,0.0004892601,0.0004892601,0.0004892601,0.0004892601,0.0004892601,0.0004892601
12417022,108,0,0.0005580647,0.0005580647,0.0005580647,0.0005580647,0.0005580647,0.0005580647,0.0005580647,0.0005580647,0.0005580647,0.0005580647,0.0005580647,0.0005580647,0.0005580647,0.0005580647,0.0005580647,0.0005580647,0.0005580647,0.0005580647,0.0005580647,0.0005580647,0.0005580647,0.0005580647,0.0005580647,0.0005580647,0.0005580647,0.0005580647,0.0005580647,0.98493224
12461557,108,0,0.0010823276,0.0010823276,0.0010823276,0.0010823276,0.0010823276,0.0010823276,0.0010823276,0.0010823276,0.0010823276,0.0010823276,0.0010823276,0.0010823276,0.0010823276,0.0010823276,0.0010823276,0.1464489,0.0010823276,0.0010823276,0.0010823276,0.0010823276,0.0010823276,0.0010823276,0.0010823276,0.0010823276,0.0010823276,0.0010823276,0.8254107,0.0010823276
12496124,108,0,0.00074408593,0.00074408593,0.00074408593,0.00074408593,0.00074408593,0.00074408593,0.00074408593,0.00074408593,0.00074408593,0.00074408593,0.00074408593,0.00074408593,0.00074408593,0.00074408593,0.00074408593,0.00074408593,0.00074408593,0.00074408593,0.00074408593,0.9799099,0.00074408593,0.00074408593,0.00074408593,0.00074408593,0.00074408593,0.00074408593,0.00074408593,0.00074408593
12496132,108,0,0.0004355713,0.0004355713,0.0004355713,0.0004355713,0.0004355713,0.0004355713,0.0004355713,0.0004355713,0.0004355713,0.0004355713,0.13300434,0.0004355713,0.0004355713,0.0004355713,0.0004355713,0.0004355713,0.0004355713,0.0004355713,0.09525227,0.68253106,0.0004355713,0.0004355713,0.0004355713,0.0004355713,0.0004355713,0.0004355713,0.0004355713,0.07875878
12516859,108,0,0.00074409565,0.00074409565,0.00074409565,0.00074409565,0.00074409565,0.00074409565,0.00074409565,0.00074409565,0.00074409565,0.00074409565,0.28121787,0.00074409565,0.00074409565,0.00074409565,0.00074409565,0.00074409565,0.00074409565,0.00074409565,0.00074409565,0.6994359,0.00074409565,0.00074409565,0.00074409565,0.00074409565,0.00074409565,0.00074409565,0.00074409565,0.00074409565
12516860,108,0,0.0007288867,0.0007288867,0.0007288867,0.0007288867,0.0007288867,0.0007288867,0.0007288867,0.0007288867,0.0007288867,0.0007288867,0.98032045,0.0007288867,0.0007288867,0.0007288867,0.0007288867,0.0007288867,0.0007288867,0.0007288867,0.0007288867,0.0007288867,0.0007288867,0.0007288867,0.0007288867,0.0007288867,0.0007288867,0.0007288867,0.0007288867,0.0007288867
8908519,109,1,0.0005580674,0.0005580674,0.0005580674,0.0005580674,0.0005580674,0.0005580674,0.0005580674,0.0005580674,0.0005580674,0.0005580674,0.0005580674,0.0005580674,0.0005580674,0.0005580674,0.0005580674,0.50775254,0.0005580674,0.0005580674,0.0005580674,0.0005580674,0.0005580674,0.0005580674,0.0005580674,0.0005580674,0.0005580674,0.4777379,0.0005580674,0.0005580674
8940425,109,1,0.00042519387,0.00042519387,0.00042519387,0.00042519387,0.00042519387,0.00042519387,0.00042519387,0.00042519387,0.00042519387,0.00042519387,0.00042519387,0.00042519387,0.00042519387,0.43382174,0.00042519387,0.34981444,0.00042519387,0.00042519387,0.00042519387,0.00042519387,0.00042519387,0.00042519387,0.00042519387,0.00042519387,0.00042519387,0.00042519387,0.00042519387,0.20573412
9149812,109,1,0.00045788998,0.00045788998,0.00045788998,0.00045788998,0.00045788998,0.00045788998,0.00045788998,0.00045788998,0.00045788998,0.00045788998,0.00045788998,0.00045788998,0.00045788998,0.00045788998,0.00045788998,0.98763716,0.00045788998,0.00045788998,0.00045788998,0.00045788998,0.00045788998,0.00045788998,0.00045788998,0.00045788998,0.00045788998,0.00045788998,0.00045788998,0.00045788998
9187765,109,1,0.0009921176,0.0009921176,0.0009921176,0.0009921176,0.4468276,0.0009921176,0.0009921176,0.0009921176,0.0009921176,0.0009921176,0.0009921176,0.0009921176,0.0009921176,0.0009921176,0.0009921176,0.52737755,0.0009921176,0.0009921176,0.0009921176,0.0009921176,0.0009921176,0.0009921176,0.0009921176,0.0009921176,0.0009921176,0.0009921176,0.0009921176,0.0009921176
9676381,109,1,0.0005494725,0.0005494725,0.0005494725,0.0005494725,0.6352213,0.0005494725,0.0005494725,0.0005494725,0.0005494725,0.0005494725,0.0005494725,0.0005494725,0.0005494725,0.0005494725,0.0005494725,0.35049275,0.0005494725,0.0005494725,0.0005494725,0.0005494725,0.0005494725,0.0005494725,0.0005494725,0.0005494725,0.0005494725,0.0005494725,0.0005494725,0.0005494725
9836710,109,1,0.0010823507,0.0010823507,0.0010823507,0.0010823507,0.0010823507,0.0010823507,0.0010823507,0.0010823507,0.0010823507,0.0010823507,0.0010823507,0.0010823507,0.0010823507,0.35608318,0.0010823507,0.21207383,0.0010823507,0.0010823507,0.0010823507,0.0010823507,0.0010823507,0.08358685,0.0010823507,0.0010823507,0.0010823507,0.3222795,0.0010823507,0.0010823507
9889212,109,1,0.0003571575,0.0003571575,0.0003571575,0.0003571575,0.0003571575,0.0003571575,0.0003571575,0.0003571575,0.0003571575,0.0003571575,0.0003571575,0.0003571575,0.61286443,0.0003571575,0.0003571575,0.37784964,0.0003571575,0.0003571575,0.0003571575,0.0003571575,0.0003571575,0.0003571575,0.0003571575,0.0003571575,0.0003571575,0.0003571575,0.0003571575,0.0003571575
10084106,109,1,0.0004762287,0.0004762287,0.0004762287,0.0004762287,0.0004762287,0.0004762287,0.0004762287,0.0004762287,0.0004762287,0.0004762287,0.0004762287,0.0004762287,0.0004762287,0.0004762287,0.0004762287,0.5680094,0.0004762287,0.0004762287,0.3591537,0.0004762287,0.0004762287,0.0004762287,0.0004762287,0.060931277,0.0004762287,0.0004762287,0.0004762287,0.0004762287
10224010,109,1,0.0007289204,0.0007289204,0.0007289204,0.0007289204,0.0007289204,0.0007289204,0.0007289204,0.0007289204,0.0007289204,0.0007289204,0.0007289204,0.0007289204,0.0007289204,0.0007289204,0.0007289204,0.44479674,0.0007289204,0.0007289204,0.0007289204,0.47410613,0.0007289204,0.0007289204,0.0007289204,0.0007289204,0.0007289204,0.0007289204,0.0007289204,0.06287417
10419204,109,1,0.00044095874,0.13048407,0.00044095874,0.00044095874,0.00044095874,0.00044095874,0.00044095874,0.00044095874,0.00044095874,0.00044095874,0.00044095874,0.00044095874,0.00044095874,0.13392521,0.00044095874,0.41987905,0.00044095874,0.00044095874,0.00044095874,0.00044095874,0.00044095874,0.00044095874,0.00044095874,0.00044095874,0.00044095874,0.00044095874,0.00044095874,0.3051288
10457842,109,1,0.00059529406,0.39152732,0.00059529406,0.00059529406,0.00059529406,0.00059529406,0.00059529406,0.00059529406,0.00059529406,0.00059529406,0.00059529406,0.00059529406,0.00059529406,0.00059529406,0.00059529406,0.38408703,0.00059529406,0.00059529406,0.00059529406,0.00059529406,0.00059529406,0.00059529406,0.00059529406,0.00059529406,0.00059529406,0.00059529406,0.00059529406,0.2095033
10574095,109,1,0.0008711624,0.0008711624,0.0008711624,0.0008711624,0.0008711624,0.0008711624,0.0008711624,0.0008711624,0.0008711624,0.0008711624,0.0008711624,0.0008711624,0.0008711624,0.0008711624,0.0008711624,0.5207557,0.0008711624,0.0008711624,0.0008711624,0.0008711624,0.0008711624,0.0008711624,0.0008711624,0.0008711624,0.0008711624,0.0008711624,0.4565939,0.0008711624
10620568,109,1,0.0004762233,0.0004762233,0.0004762233,0.0004762233,0.0004762233,0.0004762233,0.0004762233,0.0004762233,0.0004762233,0.0004762233,0.0004762233,0.0004762233,0.0004762233,0.6126974,0.056696936,0.31870022,0.0004762233,0.0004762233,0.0004762233,0.0004762233,0.0004762233,0.0004762233,0.0004762233,0.0004762233,0.0004762233,0.0004762233,0.0004762233,0.0004762233
10652180,109,1,0.000503047,0.000503047,0.000503047,0.000503047,0.000503047,0.000503047,0.000503047,0.000503047,0.000503047,0.000503047,0.000503047,0.000503047,0.000503047,0.000503047,0.000503047,0.44781572,0.000503047,0.000503047,0.000503047,0.53910524,0.000503047,0.000503047,0.000503047,0.000503047,0.000503047,0.000503047,0.000503047,0.000503047
