DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12
8042410,108,0,0.14462726,0.0012079927,0.26892135,0.0012080448,0.13660182,0.001207989,0.0012080327,0.0012079799,0.12770051,0.0012080038,0.0012080019,0.31369305
8673465,108,0,0.00094704586,0.9895825,0.000947043,0.0009470272,0.0009470374,0.00094703154,0.0009470365,0.00094703597,0.0009470242,0.00094703014,0.0009470443,0.0009470401
9175625,108,0,0.0010685193,0.40130803,0.42982477,0.0010685186,0.15925038,0.0010685871,0.0010685477,0.0010685659,0.0010685229,0.0010685122,0.0010685511,0.0010685582
9245791,108,0,0.0019381469,0.97868025,0.0019381566,0.0019381305,0.0019381192,0.0019381457,0.0019381488,0.0019381224,0.0019381682,0.0019381294,0.0019381566,0.0019381846
9346876,108,0,0.1905108,0.42178524,0.176928,0.0010042153,0.0010042655,0.0010042402,0.0010042617,0.0010042043,0.0010042306,0.0010042373,0.20274217,0.0010042466
9352931,108,0,0.0010289241,0.2628814,0.2186886,0.0010289075,0.0010289135,0.0010289202,0.5091697,0.0010289095,0.001028914,0.0010289293,0.0010289433,0.0010289254
10051610,108,0,0.0019843772,0.37654623,0.35953462,0.00198436,0.001984371,0.0019843858,0.0019843876,0.0019843616,0.0019843776,0.0019843897,0.0019844144,0.2460598
10087618,108,0,0.0028738917,0.5241611,0.0028740056,0.0028741315,0.4470992,0.0028739609,0.0028739166,0.0028739504,0.0028740065,0.0028739332,0.0028739616,0.0028739218
10320929,108,0,0.0017731983,0.0017732519,0.30483773,0.0017731951,0.0017732381,0.0017731994,0.0017732205,0.001773198,0.0017732175,0.0017731877,0.67743015,0.0017731993
10700148,108,0,0.00231515,0.18253805,0.24881949,0.06470754,0.15563853,0.14480461,0.18960093,0.0023151094,0.002315117,0.0023150844,0.0023151222,0.002315156
10725388,108,0,0.00091581856,0.98992586,0.0009158242,0.00091582036,0.0009158455,0.00091583375,0.00091583346,0.0009158159,0.00091583154,0.0009158173,0.00091584545,0.00091583416
10806067,108,0,0.0010163224,0.0010163332,0.9888203,0.0010163109,0.0010163155,0.0010163088,0.0010163265,0.0010163164,0.0010163132,0.001016318,0.0010163219,0.0010163232
10946305,108,0,0.0013662428,0.001366263,0.9849712,0.0013662289,0.0013662378,0.0013662891,0.0013662677,0.0013662417,0.0013662454,0.001366245,0.0013662569,0.0013662361
10969025,108,0,0.0012439337,0.9863168,0.0012439308,0.0012438936,0.0012439591,0.001243937,0.0012439168,0.0012439085,0.0012439021,0.0012439175,0.0012439319,0.0012439215
11950889,108,0,0.000833393,0.00083339703,0.99083257,0.0008333953,0.00083339115,0.00083340215,0.00083339756,0.0008333933,0.00083338545,0.00083338795,0.00083339214,0.00083339517
12217649,108,0,0.0013441888,0.55561197,0.0013442424,0.0013441703,0.001344206,0.430946,0.0013441953,0.0013441864,0.0013441904,0.0013441906,0.0013442015,0.0013441968
12297500,108,0,0.0009058722,0.00090588303,0.00090587436,0.00090585544,0.0009058507,0.0009058827,0.0009058778,0.00090585096,0.0009058619,0.00090585614,0.9900355,0.0009058679
12415118,108,0,0.0011416279,0.001141638,0.98744196,0.0011416147,0.0011416608,0.001141627,0.0011416455,0.0011416195,0.0011416303,0.0011416171,0.0011416444,0.0011416336
12417022,108,0,0.0013022352,0.127159,0.0013022658,0.0013022138,0.0013022134,0.001302218,0.8598187,0.0013022077,0.0013022223,0.0013022224,0.0013022387,0.0013022335
12461557,108,0,0.26931557,0.0025257394,0.2974873,0.002525661,0.24567236,0.0025256553,0.0025256688,0.0025256185,0.0025256202,0.0025256702,0.16731949,0.0025256982
12496124,108,0,0.0017363686,0.29341748,0.0017363919,0.0017363142,0.17424183,0.2587029,0.0017363912,0.0017363579,0.0017363615,0.0017363258,0.00173641,0.25974685
12496132,108,0,0.0010163245,0.0010163506,0.0010163813,0.0010163194,0.0010163529,0.9888202,0.001016328,0.0010163254,0.0010163282,0.0010163217,0.0010163407,0.0010163238
12516859,108,0,0.001736513,0.0017365142,0.12337363,0.001736466,0.090689465,0.18225819,0.07278948,0.001736513,0.0017364878,0.0017364713,0.4628818,0.057588384
12516860,108,0,0.0017008268,0.0017008389,0.0017008362,0.0017007898,0.0017010503,0.0017008185,0.0017008269,0.0017008024,0.0017007932,0.0017008049,0.98129076,0.0017008188
8908519,109,1,0.0013022798,0.0013023291,0.0013023025,0.0013022971,0.78671086,0.0013023131,0.1383273,0.0013022943,0.0013023169,0.0013022933,0.04339318,0.021150311
8940425,109,1,0.000992156,0.25666723,0.0009921668,0.0009921369,0.73341113,0.0009921589,0.0009921676,0.0009921636,0.0009921612,0.0009921537,0.0009921468,0.0009921597
9149812,109,1,0.0010684468,0.0010684561,0.001068449,0.0010684421,0.9882469,0.0010684383,0.0010684454,0.0010684425,0.0010684617,0.0010684422,0.001068486,0.0010684503
9187765,109,1,0.0023149734,0.0023150148,0.002314969,0.0023150197,0.97453517,0.0023149746,0.002314981,0.0023149722,0.0023149606,0.002314962,0.0023149662,0.002314974
9676381,109,1,0.0012821864,0.0012821846,0.0012821837,0.0012821852,0.64865094,0.0012821739,0.0012821745,0.0012822003,0.001282192,0.001282182,0.3385272,0.0012821775
9836710,109,1,0.26875255,0.0025255838,0.14464962,0.0025255776,0.56386745,0.0025255757,0.0025256425,0.0025255207,0.0025255394,0.002525734,0.0025255524,0.002525604
9889212,109,1,0.000833396,0.0008333974,0.0008333963,0.00083339104,0.99083257,0.0008333987,0.0008333945,0.0008333897,0.00083339075,0.0008334012,0.0008333976,0.0008334182
10084106,109,1,0.11407683,0.0011113865,0.055985853,0.0011113755,0.6924382,0.0011113702,0.0011113556,0.0011113819,0.12860824,0.0011113469,0.0011113501,0.001111364
10224010,109,1,0.21002257,0.0017009598,0.0017009603,0.0017009348,0.67831725,0.0017009691,0.096351385,0.0017009487,0.0017009894,0.0017009482,0.0017010332,0.0017009566
10419204,109,1,0.0010289291,0.22517179,0.0010289276,0.001028912,0.76453876,0.0010289298,0.001028941,0.001028933,0.0010289261,0.0010289326,0.0010289305,0.0010289962
10457842,109,1,0.001389065,0.37756336,0.0013891144,0.0013891325,0.6085458,0.0013890711,0.0013890588,0.0013890688,0.0013890917,0.001389058,0.001389064,0.0013890493
10574095,109,1,0.002032654,0.0020326525,0.002032652,0.0020326613,0.97764057,0.0020326416,0.002032653,0.00203265,0.0020326572,0.0020326588,0.0020326509,0.0020326637
10620568,109,1,0.0011112734,0.0011112998,0.001111288,0.11588496,0.5735822,0.001111287,0.0011112667,0.0011113572,0.0011112995,0.0011112842,0.0011112695,0.30053124
10652180,109,1,0.16276501,0.0011738153,0.0011738153,0.0011738071,0.82549685,0.0011738061,0.0011738482,0.0011738064,0.0011738025,0.0011738306,0.0011738163,0.0011738561
10713370,109,1,0.18563512,0.0010550718,0.001055043,0.0414468,0.7634227,0.0010550468,0.0010550522,0.0010550239,0.0010550563,0.0010550406,0.0010550166,0.001055064
10742226,109,1,0.106884435,0.14038943,0.0007375797,0.00073760224,0.7460879,0.00073758175,0.00073757226,0.0007375916,0.0007376006,0.00073757616,0.000737574,0.00073757156
10769755,109,1,0.0011575775,0.0011576208,0.0011575804,0.0011575653,0.7261224,0.0011576824,0.0011575794,0.0011576107,0.0011575981,0.0011575856,0.043122016,0.2203372
10877778,109,1,0.0010549672,0.01634665,0.0010549326,0.0010549254,0.9731039,0.0010549473,0.001054976,0.0010549349,0.001054925,0.0010549307,0.0010549332,0.0010549308
10966386,109,1,0.0014369581,0.2923906,0.0014369047,0.0014369175,0.69324,0.0014369098,0.0014369156,0.0014369374,0.0014369687,0.0014369321,0.0014369292,0.0014369356
10966441,109,1,0.0013228614,0.22477433,0.0013228622,0.001322856,0.761997,0.0013228614,0.001322855,0.0013228505,0.0013228707,0.0013228692,0.0013228564,0.0013228582
12144770,109,1,0.0012821493,0.25899604,0.0012821946,0.0012821563,0.7281822,0.0012821786,0.0012821503,0.0012821581,0.0012821509,0.0012821429,0.0012821452,0.0012821802
12374402,109,1,0.0012438833,0.0012438919,0.0012438971,0.0012438787,0.72747296,0.26008803,0.0012438812,0.0012438813,0.0012438742,0.0012438769,0.0012438911,0.0012438751
12454166,109,1,0.00092603307,0.00092602585,0.40193915,0.0009260713,0.58880043,0.00092604687,0.0009260215,0.0009260463,0.00092607114,0.00092603953,0.00092605053,0.000926015
12495014,109,1,0.0014621682,0.50487924,0.001462191,0.0014621215,0.42278126,0.0014621719,0.0014621771,0.059180062,0.0014621601,0.0014621447,0.0014621717,0.0014621681
1669719,111,2,0.0013890378,0.0013890904,0.0013890571,0.66982037,0.001389034,0.0013890287,0.31628907,0.0013890478,0.0013890719,0.0013890367,0.0013890521,0.0013890587
7774117,111,2,0.0008333744,0.0008333699,0.012562055,0.9791041,0.0008333622,0.00083336455,0.00083336537,0.00083337177,0.0008333733,0.0008333944,0.0008333798,0.0008333738
7856030,111,2,0.0016668366,0.0016668597,0.0016668654,0.5424907,0.001666841,0.001666851,0.0016668566,0.001666885,0.31394705,0.12856057,0.0016668569,0.001666839
7913756,111,2,0.000801384,0.00080139685,0.017814571,0.9404728,0.0008013495,0.00080135465,0.0008013711,0.00080138404,0.034500252,0.00080137665,0.00080136076,0.00080136827
7927332,111,2,0.0009158733,0.00091586413,0.14190148,0.3870953,0.0009158527,0.0009158606,0.0009158646,0.10463085,0.35904545,0.00091587246,0.00091585977,0.0009158846
7936296,111,2,0.14596176,0.0016029913,0.0016029377,0.27135065,0.0016030228,0.0016029836,0.0016029682,0.001602977,0.35234585,0.0016030478,0.21751788,0.0016029788
7991124,111,2,0.0012438631,0.0012438723,0.0012438633,0.39082706,0.0012438748,0.0012438579,0.0012438667,0.0012438815,0.59673417,0.0012438769,0.0012438586,0.0012438719
8137126,111,2,0.0013890341,0.2844064,0.0013890545,0.701703,0.0013890468,0.0013890555,0.0013890545,0.0013890518,0.0013890608,0.0013890456,0.0013890984,0.0013890504
8618678,111,2,0.0018521455,0.0018521306,0.0018520596,0.3882597,0.0018520902,0.0018520899,0.0018520937,0.0018520845,0.39795658,0.0018521298,0.19711474,0.0018521206
8657630,111,2,0.002381138,0.0023811348,0.0023811269,0.55938816,0.0933103,0.002381148,0.002381128,0.002381151,0.3258713,0.0023811613,0.0023811734,0.002381133
8682199,111,2,0.0008591798,0.0008591858,0.00085918204,0.9905489,0.0008591804,0.0008591898,0.0008591962,0.0008591892,0.00085918955,0.0008591806,0.00085917796,0.00085918297
8707291,111,2,0.0007123852,0.000712388,0.0007124015,0.47160763,0.0007123795,0.00071238715,0.00071238424,0.00071239227,0.3329172,0.18906374,0.00071237964,0.0007124031
