DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11
8042410,108,0,0.0013777062,0.0013776633,0.2830542,0.0013777945,0.18394822,0.0013776982,0.0013778046,0.0013777274,0.0013777167,0.0013776637,0.5219758
8132718,108,0,0.0009672692,0.99032736,0.0009673071,0.0009672776,0.0009672159,0.0009672768,0.0009672655,0.0009672241,0.00096725556,0.00096723065,0.0009672607
8673465,108,0,0.11124471,0.0010332324,0.8794562,0.0010332381,0.0010332514,0.0010332433,0.0010332518,0.0010332396,0.0010332369,0.0010332542,0.0010332433
8707050,108,0,0.0015677124,0.16120163,0.82468975,0.0015676204,0.0015675707,0.0015676498,0.0015676178,0.0015675833,0.0015677193,0.0015675958,0.0015676131
9175625,108,0,0.31689733,0.0010332947,0.6395282,0.035308223,0.001033293,0.0010332551,0.001033275,0.0010332825,0.0010332686,0.0010332722,0.0010332483
9245791,108,0,0.0020666465,0.0020666705,0.6043108,0.0020664549,0.0020664672,0.002066496,0.0020667946,0.0020664504,0.37709007,0.0020665536,0.002066657
9346876,108,0,0.0010696859,0.0010696839,0.9893031,0.0010697454,0.0010696381,0.001069718,0.0010696929,0.0010696503,0.0010697015,0.0010696695,0.0010696803
9352931,108,0,0.0011508989,0.0011509208,0.98849106,0.0011508726,0.0011509034,0.0011509416,0.0011508941,0.0011508954,0.0011509102,0.0011508714,0.0011509382
9591694,108,0,0.0009776897,0.000977774,0.8807641,0.11043704,0.0009776165,0.0009776282,0.0009776461,0.0009776284,0.0009776533,0.0009776643,0.000977656
10100328,108,0,0.0012805923,0.0012806419,0.9871937,0.001280581,0.0012806685,0.001280623,0.0012806994,0.0012805723,0.0012806802,0.001280686,0.0012806099
10531012,108,0,0.0010102139,0.0010102228,0.9359549,0.0010102193,0.0010101924,0.054953262,0.0010102015,0.0010101775,0.0010102054,0.001010186,0.0010102368
10700148,108,0,0.002755458,0.0027553788,0.8632954,0.11190654,0.0027554708,0.0027555765,0.0027551732,0.002755213,0.0027553642,0.0027552885,0.0027552315
10725388,108,0,0.0009883514,0.0009883861,0.79579586,0.0009883945,0.0009882777,0.0009883587,0.07336721,0.0009882937,0.12293037,0.0009882984,0.0009883048
10969025,108,0,0.0012988852,0.0012988717,0.0012989406,0.0012989022,0.001298889,0.0012988525,0.98701125,0.0012988312,0.0012988452,0.0012988398,0.001298829
12217649,108,0,0.0013777006,0.0013776604,0.7987637,0.0013776672,0.0013776084,0.0013776915,0.0013776734,0.0013775901,0.1888375,0.0013776617,0.0013776416
12297500,108,0,0.00095714215,0.00095708034,0.99042934,0.0009570481,0.0009570621,0.00095706474,0.0009570637,0.0009571391,0.00095706433,0.0009570763,0.0009570741
12415118,108,0,0.001180852,0.0011809154,0.98819125,0.0011809171,0.0011808035,0.0011809417,0.0011808883,0.0011808084,0.0011808773,0.0011808955,0.0011808396
12417022,108,0,0.0013572125,0.0013572165,0.6384061,0.0013570959,0.001357186,0.0013572287,0.34937936,0.0013570981,0.001357178,0.0013571312,0.0013571405
12461557,108,0,0.0025978612,0.0025978817,0.8407561,0.13586369,0.0025977378,0.0025978163,0.0025977676,0.0025977255,0.0025978375,0.0025978296,0.0025977877
12496124,108,0,0.20492446,0.0017829542,0.7460138,0.0017830428,0.0017828579,0.0017828638,0.0017831143,0.00178287,0.0017829073,0.0017828762,0.034798358
12496132,108,0,0.0008742354,0.0008742307,0.9912576,0.0008743517,0.000874232,0.00087422616,0.0008742454,0.0008742083,0.0008742385,0.0008742339,0.00087420817
12511612,108,0,0.0008118813,0.0008118538,0.45028183,0.0008118116,0.0008118043,0.000811828,0.00081184594,0.00081180903,0.54241174,0.00081180676,0.0008118187
12516859,108,0,0.16641,0.0018942129,0.7687972,0.049638882,0.001894409,0.0018941711,0.0018943382,0.0018941975,0.0018942176,0.0018941846,0.0018942168
12516860,108,0,0.0018186521,0.0018188312,0.7618057,0.045852795,0.0018186506,0.0018187104,0.0018186506,0.17779195,0.0018186263,0.0018185829,0.0018187264
9149812,109,1,0.0011224601,0.0011225671,0.0011224665,0.98877543,0.0011224627,0.0011224552,0.0011224208,0.0011224343,0.0011224406,0.0011224785,0.0011224294
9187765,109,1,0.0024572432,0.0024573256,0.002457332,0.8041509,0.0024572269,0.0024575943,0.17373319,0.0024573102,0.0024573049,0.0024573097,0.0024572841
9666006,109,1,0.23907134,0.0023929938,0.0023929526,0.7393928,0.0023927402,0.002392815,0.0023929232,0.0023927859,0.0023927772,0.0023929777,0.0023927917
9676381,109,1,0.16891474,0.001377664,0.14705971,0.6730043,0.0013776245,0.0013776982,0.0013776377,0.0013776998,0.0013776432,0.0013776751,0.0013776333
9836710,109,1,0.49197203,0.0027552394,0.0027552792,0.44268465,0.0027554627,0.0027553646,0.04330107,0.0027551693,0.0027552107,0.0027551283,0.0027553067
9889212,109,1,0.39607215,0.0009184885,0.0009184708,0.59566164,0.0009184664,0.0009184197,0.00091850595,0.0009184335,0.00091847574,0.00091846305,0.00091844244
10029323,109,1,0.0008827887,0.24140951,0.00088277034,0.75064576,0.0008827219,0.0008827391,0.00088275946,0.00088274805,0.0008827542,0.0008827324,0.0008827777
10084106,109,1,0.0011963731,0.17643133,0.001196361,0.8128014,0.0011963334,0.0011963629,0.0011963176,0.0011964237,0.0011963355,0.001196468,0.0011963238
10224010,109,1,0.0017830541,0.0017829579,0.001782928,0.6813886,0.23942164,0.06492605,0.0017830667,0.0017828497,0.0017830436,0.0017828651,0.0017829752
10419204,109,1,0.0011364521,0.0011364392,0.0011365112,0.9886354,0.0011364518,0.0011364596,0.0011364744,0.0011364328,0.0011364407,0.0011364445,0.0011364644
10440566,109,1,0.27986154,0.0015951367,0.001595133,0.7057816,0.0015951239,0.0015951793,0.0015953103,0.001595332,0.0015951659,0.0015952413,0.0015952903
10599890,109,1,0.0011807488,0.0011807171,0.0011807327,0.98819244,0.0011807295,0.0011807228,0.0011807119,0.0011807821,0.0011807362,0.0011808866,0.0011807479
10620568,109,1,0.24706894,0.0011657224,0.0011657613,0.66398984,0.0011656767,0.0011656635,0.0011657533,0.0011657426,0.0011657056,0.079615586,0.0011656786
10652180,109,1,0.001212241,0.0012122416,0.0012122184,0.9878778,0.0012122558,0.0012122162,0.0012122199,0.0012122155,0.0012122176,0.0012122041,0.0012122429
10713370,109,1,0.14626272,0.0011366749,0.0011367294,0.6976537,0.0011366447,0.0011366789,0.0011368011,0.0011366808,0.14699006,0.0011366436,0.001136687
10877778,109,1,0.1375812,0.0011509705,0.0011509955,0.8213222,0.0011509411,0.0011509232,0.031889103,0.001150931,0.001150941,0.0011509467,0.0011509287
10966386,109,1,0.001595126,0.0015951334,0.0015952553,0.70661503,0.2790283,0.0015951493,0.0015952213,0.0015952019,0.0015951892,0.00159525,0.001595137
10966441,109,1,0.024976702,0.09499709,0.0014209625,0.7804022,0.0014209093,0.0014208339,0.02394777,0.044945236,0.0014209689,0.02362654,0.0014208457
12144770,109,1,0.09393761,0.0014207928,0.001421071,0.7656012,0.12909444,0.0014207177,0.0014209091,0.0014208284,0.0014207747,0.0014208615,0.0014207751
12211279,109,1,0.15849724,0.0007392983,0.00073923665,0.83484954,0.000739252,0.0007392199,0.00073932373,0.00073922455,0.00073921465,0.0007392305,0.00073921896
12218656,109,1,0.25040135,0.0014207034,0.0014208696,0.5299558,0.0014206654,0.0014206883,0.0014207404,0.0014208307,0.0014207497,0.20827699,0.0014206938
12374402,109,1,0.0013371304,0.0013371469,0.001337229,0.747315,0.0013371778,0.0013371287,0.2406507,0.0013371095,0.0013371367,0.0013371747,0.001337096
12454166,109,1,0.0009776887,0.0009776715,0.0009776757,0.57589626,0.000977728,0.0009776409,0.41530457,0.0009777248,0.0009776793,0.0009777163,0.0009776646
12495014,109,1,0.43302447,0.001623693,0.0016237536,0.5523619,0.0016237288,0.0016239482,0.0016237138,0.0016236095,0.0016236616,0.0016237802,0.0016237053
7774117,111,2,0.00095705653,0.00095709634,0.0009570446,0.00095702964,0.00095701794,0.0009570732,0.2995339,0.69185257,0.0009571067,0.0009570519,0.0009571026
7856030,111,2,0.0018943426,0.40657055,0.0018942364,0.0018942922,0.0018941594,0.0018942538,0.001894411,0.5763807,0.0018943145,0.0018944115,0.0018942928
7927332,111,2,0.0010101942,0.0010101795,0.0010101784,0.0010101638,0.0010101835,0.0010101697,0.0010101771,0.9898982,0.001010203,0.0010102366,0.0010101834
7936296,111,2,0.0018557095,0.001855737,0.0018558138,0.0018555726,0.0018557105,0.00185558,0.0018556804,0.54239815,0.37308872,0.06966776,0.0018556212
7991124,111,2,0.0012988385,0.0012988357,0.0012987853,0.0012987767,0.0012988107,0.0012988017,0.001298795,0.98701185,0.0012988262,0.0012988538,0.0012987946
8137126,111,2,0.0015154119,0.0015154765,0.107774585,0.0015154869,0.0015153082,0.001515379,0.56381595,0.31628627,0.0015154013,0.0015154129,0.0015153638
8137132,111,2,0.00083419576,0.3170862,0.0008341983,0.0008341867,0.00083420373,0.36736932,0.000834227,0.30887085,0.0008342173,0.00083419326,0.0008341959
8618678,111,2,0.002164792,0.002164798,0.0021647864,0.0021647299,0.0021650665,0.0021648072,0.002164733,0.702655,0.002164901,0.2778615,0.0021648575
8657630,111,2,0.0023927162,0.0023929756,0.002392787,0.0023931544,0.0023927384,0.0023926736,0.35914025,0.35593456,0.26578227,0.0023930022,0.0023927921
8682199,111,2,0.0009570633,0.0009570908,0.0009570578,0.0009570475,0.0009570367,0.0009570755,0.6695725,0.32181403,0.00095706934,0.0009570741,0.0009570434
8707291,111,2,0.0007705361,0.4007848,0.0007705127,0.0007705056,0.0007705238,0.0007704963,0.0007705394,0.5922804,0.0007705414,0.00077057467,0.00077053474
8797471,111,2,0.0013775842,0.0013776503,0.001377591,0.0013775997,0.0013776214,0.0734287,0.001377706,0.35714233,0.32296523,0.23682025,0.0013776554
8797472,111,2,0.0016235244,0.0016235033,0.0016235055,0.0016234686,0.001623745,0.0016235377,0.0016235022,0.9837646,0.0016235653,0.0016235396,0.0016235209
8841969,111,2,0.0012629571,0.20378512,0.0012630132,0.09003518,0.001263235,0.0012629944,0.14067392,0.45812306,0.09980482,0.0012629356,0.0012629576
8937783,111,2,0.0011087873,0.0011088228,0.0011087704,0.0011087637,0.0011088627,0.0011087542,0.0011089431,0.52695143,0.0011088474,0.4630692,0.0011087796
9263413,111,2,0.0039531616,0.003953638,0.0039532976,0.003953273,0.0039531407,0.003953292,0.18090953,0.49549964,0.0039532636,0.18438303,0.111534685
9629853,111,2,0.0020202936,0.002020292,0.0020203213,0.0020202857,0.0020204,0.0020202822,0.002020308,0.9797967,0.0020203432,0.0020204838,0.002020313
9681800,111,2,0.0011808363,0.37672257,0.0011807977,0.0011808062,0.001180938,0.0011808318,0.0011808792,0.61264974,0.0011808383,0.0011808693,0.0011808372
9864731,111,2,0.0012454934,0.0012455764,0.0012454579,0.0012454884,0.0012455932,0.0012454741,0.0012456055,0.31042054,0.67836976,0.0012455783,0.00124551
10360778,111,2,0.0024572243,0.0024571621,0.002457163,0.0024571023,0.0024571868,0.0024571437,0.0024571489,0.975428,0.0024572911,0.0024573123,0.002457281
10932276,111,2,0.0008191719,0.0008191683,0.0008192606,0.00081915566,0.00081918034,0.045456663,0.00081919023,0.45689708,0.2643865,0.22752538,0.0008191814
12222676,111,2,0.0013570341,0.549034,0.0013570493,0.0013570123,0.0013569966,0.001357001,0.0013570448,0.43875286,0.0013570177,0.0013570114,0.0013570436
12420099,111,2,0.0011963346,0.0011963765,0.0011963497,0.0011963323,0.0011963168,0.0011963218,0.0011963891,0.5572758,0.29655424,0.1365992,0.0011963743
12464332,111,2,0.0015154649,0.0015153831,0.0015154365,0.0015155731,0.0015154636,0.18092023,0.0015153923,0.71965724,0.0015154415,0.087299004,0.0015154274
8522331,114,3,0.042609937,0.0009471646,0.00094713044,0.00094713765,0.0009472225,0.0009471113,0.0009471339,0.00094717555,0.38850024,0.07939084,0.4828689
8537055,114,3,0.0012123776,0.0012124327,0.0012124195,0.3673209,0.068128005,0.0012123636,0.0012123707,0.0012123375,0.0012123497,0.0012123842,0.55485207
8566954,114,3,0.002217816,0.002217674,0.0022176441,0.31904688,0.002217613,0.0022178749,0.0022177517,0.002217823,0.002217872,0.35477513,0.30843598
8616874,114,3,0.15463658,0.16650337,0.00094720215,0.0009471666,0.22406521,0.0009471898,0.00094715995,0.0009471493,0.0009471617,0.00094716,0.44816473
9012588,114,3,0.0011364974,0.0011365243,0.0011364918,0.0011364913,0.0011365205,0.0011364863,0.0011364877,0.0011365864,0.0011365232,0.0011365045,0.9886349
9156280,114,3,0.0009003534,0.00090033805,0.00090035005,0.35589284,0.06931676,0.054506782,0.00090029894,0.00090032193,0.000900316,0.0009003688,0.5139813
9196022,114,3,0.08451977,0.0017156247,0.0017156118,0.0017155677,0.0017154769,0.35827598,0.0017157593,0.0017155063,0.0017155367,0.0491743,0.4960209
9220497,114,3,0.14695245,0.0008660052,0.00086610985,0.0901878,0.11165658,0.08796384,0.0008660145,0.00086604594,0.00086604216,0.00086599373,0.5580431
9276697,114,3,0.0009003123,0.00090026774,0.00090028916,0.0009002989,0.0009002515,0.00090032344,0.00090025173,0.0009002532,0.00090025633,0.38421714,0.6076803
9399850,114,3,0.3266218,0.005348623,0.0053486666,0.0053489846,0.0053485916,0.0053482386,0.0053483364,0.08201564,0.0053484743,0.0053489516,0.54857373
9536987,114,3,0.0010215982,0.0010216098,0.0010216105,0.0010215598,0.001021566,0.0010215661,0.0010215756,0.0010215923,0.001021606,0.0010215875,0.9897841
9566701,114,3,0.08303026,0.0013371309,0.0013371648,0.0013371289,0.0013371288,0.0013370898,0.0013371033,0.08030757,0.001337168,0.033869967,0.79343235
9585611,114,3,0.0009092425,0.0009092321,0.00090923137,0.042736076,0.0009092672,0.00090921007,0.0009092353,0.0009092625,0.47186235,0.00090931595,0.4781276
10213492,114,3,0.00091838144,0.0009184442,0.000918357,0.0009183448,0.00091841264,0.00091838563,0.0009184165,0.00091857585,0.00091842946,0.0009184598,0.99081576
10339655,114,3,0.24230814,0.029237049,0.0017485578,0.0017485373,0.36953664,0.0017486805,0.0017485912,0.0017484975,0.0017486222,0.0017485502,0.34667814
10502323,114,3,0.0008191243,0.00081908546,0.00081909716,0.00081909663,0.00081912434,0.000819092,0.00081909436,0.0008191011,0.0008191151,0.22925332,0.7633748
10526234,114,3,0.19869341,0.0013777575,0.22428605,0.0013776699,0.0013776644,0.1911105,0.0013776461,0.0013776377,0.0013776902,0.0013776452,0.37626627
10717531,114,3,0.0012806575,0.1197792,0.10529361,0.0012807361,0.0012805818,0.12374258,0.0012806333,0.0012807476,0.15454234,0.0012806215,0.48895833
10851078,114,3,0.0012990808,0.0012990284,0.0012990322,0.0012991717,0.0012990609,0.0012989899,0.17290783,0.0012989782,0.001299059,0.33117336,0.48552638
10920985,114,3,0.0014207982,0.0014207126,0.0014206517,0.0724438,0.27832466,0.0014206372,0.0014207079,0.0014208241,0.0014207895,0.11719492,0.5220915
10921028,114,3,0.00084188464,0.0008418946,0.000841836,0.063546374,0.065908045,0.0008418258,0.000841873,0.00084189256,0.0008418848,0.25695643,0.60769606
10936679,114,3,0.0014905242,0.0014904932,0.0014904448,0.0014904262,0.0014910473,0.0014904187,0.0014904339,0.0014905054,0.0014905115,0.0014906185,0.98509455
11040191,114,3,0.13231504,0.000967277,0.00096727815,0.0009672554,0.102598205,0.00096734194,0.00096734794,0.00096725626,0.0009672854,0.3526942,0.40562153
12059991,114,3,0.06299327,0.0017828222,0.20295839,0.0017827804,0.0017827952,0.001782967,0.0017827963,0.0017828082,0.0017828032,0.0017827635,0.7197858
7529048,116,4,0.7589066,0.0037884666,0.0037885357,0.0037884784,0.0037885883,0.20699394,0.0037883485,0.003789958,0.0037885325,0.0037895874,0.0037889543
8607861,116,4,0.5528783,0.0014665049,0.0014665299,0.0014664995,0.0014665945,0.40023983,0.0014664656,0.0014664767,0.0014664934,0.0014664672,0.035149794
8665514,116,4,0.9905291,0.0009471079,0.0009470968,0.0009470541,0.00094711094,0.0009471498,0.0009470695,0.0009470492,0.00094707345,0.00094706606,0.00094710203
8692980,116,4,0.8967604,0.0010450757,0.0010450792,0.0010450516,0.0010451715,0.001045151,0.0010451042,0.0010450467,0.09383387,0.0010450379,0.0010451188
8710868,116,4,0.4471025,0.0011964676,0.0011964701,0.0011963663,0.001196415,0.36751926,0.0011964035,0.0011963707,0.17580704,0.0011963624,0.0011964454
9056422,116,4,0.3702393,0.0009092915,0.00090927555,0.0009092581,0.00090927136,0.34761053,0.16061346,0.00090925203,0.11517193,0.00090923277,0.00090929156
9205064,116,4,0.000834277,0.000834246,0.23155518,0.00083423214,0.0008342494,0.74921495,0.00083426957,0.00083419913,0.012555963,0.00083423866,0.0008343026
9342439,116,4,0.9889123,0.0011087606,0.0011087572,0.0011087328,0.0011088181,0.0011087859,0.0011088011,0.0011087361,0.0011087329,0.0011087417,0.0011087911
9394418,116,4,0.6713065,0.0009092432,0.0009093057,0.00090923737,0.3205099,0.0009093846,0.000909265,0.0009092746,0.0009092863,0.0009092992,0.00090924854
9413807,116,4,0.99173456,0.0008265439,0.0008265501,0.0008266735,0.00082654005,0.0008265407,0.0008265323,0.00082655495,0.0008265329,0.0008265726,0.00082654663
9516080,116,4,0.6346401,0.00081916305,0.00081922184,0.00081916986,0.031586673,0.26706073,0.0008192189,0.060978256,0.00081923034,0.0008191609,0.00081919547
9545345,116,4,0.0009471513,0.00094702607,0.0009470554,0.00094701955,0.0009471059,0.9905295,0.0009470313,0.0009470244,0.0009470404,0.00094703794,0.0009470698
9699666,116,4,0.81932235,0.0009776521,0.0009776662,0.0009776312,0.17187889,0.0009777067,0.000977635,0.0009776269,0.0009776413,0.000977641,0.0009776503
9766646,116,4,0.36374134,0.0011225183,0.0011224902,0.0011224421,0.0011225273,0.53885627,0.0011224934,0.0011224534,0.0011225299,0.0011224579,0.0884225
9815941,116,4,0.20940427,0.001196321,0.0011963914,0.0011963648,0.0011963393,0.6497078,0.0011963398,0.0011963514,0.13131708,0.0011963496,0.0011963925
10026153,116,4,0.4718022,0.0013571173,0.0013571883,0.0013571911,0.0013570804,0.51598364,0.0013571188,0.0013570772,0.0013571015,0.0013570405,0.0013571408
10435587,116,4,0.74269533,0.001212304,0.0012122886,0.0012122437,0.0012123188,0.001212319,0.0012122906,0.0012122397,0.0012123367,0.0012122861,0.24639407
10669726,116,4,0.0008742,0.0008742005,0.00087420753,0.0008741837,0.0008741955,0.991258,0.00087419024,0.00087417645,0.00087419816,0.0008741852,0.00087419077
10674396,116,4,0.0005256028,0.00052558474,0.00052559073,0.0005255634,0.0005255672,0.42507854,0.0005255512,0.00052555674,0.0005255663,0.00052555645,0.5701914
10766344,116,4,0.9903275,0.000967239,0.00096727855,0.00096721813,0.0009672756,0.0009673078,0.0009672872,0.0009672282,0.0009672375,0.00096723397,0.000967285
10791772,116,4,0.17015956,0.00090919476,0.0009092259,0.00090920966,0.040550992,0.7820157,0.0009091937,0.0009092332,0.000909217,0.0009091842,0.00090922625
10851068,116,4,0.0015411552,0.00154113,0.0015410883,0.0015410273,0.12523901,0.29753596,0.0015410879,0.0015410496,0.0766029,0.0015410697,0.48983446
11005099,116,4,0.8045785,0.052343518,0.0655687,0.0691343,0.0011964022,0.0011964295,0.0011964563,0.0011963753,0.0011964452,0.0011963816,0.0011964027
12374697,116,4,0.70093894,0.0010102619,0.0010102836,0.0010102405,0.0010103311,0.17175257,0.0010102723,0.0010102763,0.09114478,0.001010261,0.029091919
7585009,117,5,0.0010954088,0.5587307,0.0010954257,0.0010953777,0.001095394,0.0010954277,0.0010954522,0.0010954149,0.0010954418,0.43141058,0.0010953945
7696609,117,5,0.0014208141,0.0014208492,0.0904749,0.0014207325,0.0014207719,0.0014207301,0.04200914,0.28322485,0.0014207816,0.49746293,0.07830352
7847069,117,5,0.0011656113,0.001165663,0.0011656461,0.0011656182,0.0011657039,0.0011656656,0.0011657227,0.0011656976,0.7209275,0.2685816,0.0011656296
8058160,117,5,0.0014904552,0.0014904498,0.001490488,0.0014904378,0.0014904538,0.0014904394,0.0014904357,0.0014905917,0.0014904538,0.9850953,0.0014904793
8309588,117,5,0.16317987,0.0015676925,0.001567607,0.0015676424,0.0015675842,0.0015675954,0.0015676585,0.026387602,0.0015676619,0.79789144,0.0015676615
8740984,117,5,0.001196278,0.40501863,0.0011962742,0.0011962651,0.0011962769,0.001196295,0.001196372,0.0011963189,0.0011963679,0.5842146,0.0011963329
8826994,117,5,0.00080458826,0.0008045871,0.00080459134,0.00080463267,0.0008045921,0.0008045854,0.0008045895,0.00080460304,0.00080459827,0.9919541,0.0008045744
9129722,117,5,0.0009183957,0.00091837865,0.05317359,0.00091834896,0.0009183515,0.00091836293,0.0009183891,0.0009183757,0.0009183667,0.9385611,0.00091835234
9218507,117,5,0.0009672386,0.00096722256,0.0009672266,0.00096726476,0.00096725376,0.00096723286,0.9903276,0.0009672152,0.00096729974,0.00096727343,0.00096720515
9265639,117,5,0.0007048873,0.0007049181,0.46338272,0.00070494757,0.0007049148,0.00070488965,0.19554771,0.0007048807,0.0007048968,0.3354304,0.0007048967
9369084,117,5,0.057737105,0.0005348361,0.00053484825,0.00053482543,0.00053486787,0.0005348565,0.0005348312,0.062863305,0.0005348624,0.8751208,0.00053486985
9436725,117,5,0.17861561,0.0008579044,0.00085784774,0.0008578506,0.00085780595,0.0008577791,0.00085784635,0.0008577955,0.00085787446,0.81366396,0.00085775857
9470136,117,5,0.19156434,0.0026740574,0.0026739845,0.002673962,0.0026740467,0.0026740474,0.0026741028,0.002674156,0.2356244,0.55141884,0.0026739868
9700658,117,5,0.0011225324,0.0011225081,0.001122556,0.0011225168,0.0011224904,0.0011225452,0.0011225463,0.0011225182,0.7299286,0.25996855,0.0011225295
9721442,117,5,0.0014207212,0.0014206766,0.0014206494,0.03677019,0.07238409,0.0014206711,0.221894,0.0014206666,0.0014207042,0.65900695,0.0014206554
9876967,117,5,0.0015412043,0.001541112,0.09410217,0.0015410833,0.0015410536,0.0015412497,0.0015411981,0.26499516,0.0015410314,0.6285736,0.0015411603
10431657,117,5,0.0015951014,0.13015516,0.0015951159,0.0015951097,0.0015950751,0.34260172,0.108453,0.001595092,0.0015951263,0.40762442,0.0015951041
10507547,117,5,0.0010451832,0.0010451304,0.0010450969,0.15470862,0.0010452023,0.0010451173,0.0010451492,0.0010451026,0.19615284,0.64077735,0.0010451
10559556,117,5,0.0019766656,0.0019768127,0.0019766702,0.0019766206,0.046075307,0.001976696,0.0019768062,0.001976827,0.19832566,0.7397854,0.001976642
10679292,117,5,0.0017484905,0.0017485418,0.0017485053,0.0017484565,0.0017485335,0.0017485033,0.9825149,0.0017485232,0.0017485527,0.0017485801,0.0017484525
10935434,117,5,0.00093732297,0.00093732105,0.00093732454,0.00093730306,0.00093739055,0.00093729317,0.56210554,0.00093735283,0.00093733787,0.42945856,0.00093731633
10936886,117,5,0.0021650146,0.002164954,0.12271903,0.0021648402,0.0021648707,0.07855587,0.7814055,0.0021649834,0.0021650079,0.0021651464,0.0021648877
11860878,117,5,0.0010332568,0.001033259,0.0010332192,0.14393118,0.001033254,0.0010332185,0.001033246,0.08255905,0.018579906,0.74769694,0.0010333773
12419536,117,5,0.0011807656,0.0011808258,0.0011807439,0.0011807057,0.001180732,0.0011807322,0.9881925,0.0011807269,0.0011807599,0.0011808008,0.0011807481
7587891,120,6,0.5450073,0.0012988629,0.0012988371,0.0012990326,0.34179386,0.0012988363,0.0012988443,0.0012989925,0.0012989251,0.0012989723,0.1028075
7907945,120,6,0.00076406536,0.00076398806,0.00076402025,0.0007639836,0.99235994,0.0007640443,0.00076399185,0.0007639901,0.00076401234,0.00076399284,0.00076401944
8058309,120,6,0.5527795,0.0011657961,0.0011656979,0.0011656503,0.24368736,0.0011657069,0.0011657468,0.0011656298,0.19420768,0.0011656393,0.0011657358
8293386,120,6,0.4830308,0.0013987431,0.0013987251,0.0013987898,0.5043798,0.0013987314,0.0013987898,0.0013989824,0.001398788,0.0013988566,0.001398791
8521452,120,6,0.49352124,0.0012628741,0.001262763,0.0012627156,0.49511388,0.001262737,0.0012627303,0.0012627237,0.0012627412,0.0012627435,0.0012628438
8569178,120,6,0.69228613,0.0008914137,0.00089138193,0.0008914074,0.29969105,0.0008914399,0.0008914054,0.00089147536,0.00089139835,0.0008914828,0.0008914303
8618340,120,6,0.49502993,0.0011964235,0.001196433,0.12010939,0.37528953,0.0011963436,0.0011964082,0.0011963741,0.001196461,0.0011963781,0.0011964068
8697991,120,6,0.25114962,0.0012807884,0.0012807038,0.0012807165,0.7193946,0.0012807465,0.00128074,0.0012806656,0.0012807416,0.001280706,0.019209849
8924224,120,6,0.0011508681,0.0011507919,0.0011507834,0.0011507783,0.9884919,0.0011507903,0.0011508014,0.0011507989,0.0011508139,0.0011508031,0.0011508024
9094461,120,6,0.9337274,0.028578918,0.0017155675,0.0017155868,0.0017156914,0.0017155231,0.0017156107,0.023968887,0.0017155976,0.0017155283,0.0017155879
9194030,120,6,0.000865871,0.00086585013,0.0008658503,0.00086584553,0.9913414,0.0008658483,0.0008658559,0.00086585263,0.00086586067,0.00086586823,0.0008658575
9291431,120,6,0.39567456,0.084348164,0.07047457,0.044494655,0.39661485,0.0013988533,0.001398875,0.0013988011,0.001398912,0.0013989083,0.0013988398
9594287,120,6,0.19767584,0.0013775107,0.0013775238,0.0013775459,0.78992647,0.0013775286,0.001377538,0.0013775156,0.0013775488,0.0013775299,0.0013775475
9798412,120,6,0.0021147088,0.0021146233,0.0021146233,0.0021148873,0.690268,0.002114611,0.002114553,0.0021145192,0.0021145875,0.29070005,0.0021148187
9925751,120,6,0.0010333449,0.001033244,0.0010332422,0.0010332104,0.0010333054,0.0010332926,0.0010332266,0.0010331974,0.0010332295,0.0010331969,0.98966753
10036998,120,6,0.18652126,0.11032437,0.0014206882,0.111723915,0.5814854,0.0014207466,0.0014207342,0.0014207581,0.0014206725,0.0014207158,0.0014207357
10332871,120,6,0.9889119,0.0011088111,0.0011088427,0.0011087797,0.0011089019,0.0011089038,0.0011088338,0.0011087666,0.0011087845,0.0011087873,0.0011088095
10403689,120,6,0.0010332803,0.22756727,0.001033149,0.0010331701,0.763134,0.0010332416,0.0010331487,0.0010331515,0.001033178,0.0010331683,0.0010332469
10631462,120,6,0.0007576461,0.00075764867,0.00075763656,0.0007576246,0.9924235,0.00075763545,0.0007576406,0.00075766654,0.00075764727,0.0007576665,0.00075763837
10794547,120,6,0.4580304,0.0008046132,0.000804603,0.0008045873,0.5347281,0.0008046149,0.00080461125,0.0008046051,0.0008046451,0.0008046187,0.00080461224
10837140,120,6,0.17361042,0.0018943014,0.48258713,0.0018942773,0.0018943857,0.0018943932,0.0018942863,0.0018942591,0.0018944679,0.0018943393,0.32864767
10872665,120,6,0.0007216275,0.0007215996,0.00072158827,0.00072159106,0.5562016,0.0007215875,0.0007215901,0.0007216026,0.00072160433,0.00072159414,0.43730405
