DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7
8042410,108,0,0.0020218526,0.28633207,0.7035626,0.002021638,0.0020206808,0.0020195406,0.0020216338
8132718,108,0,0.00159175,0.33055976,0.5189862,0.1440885,0.0015905147,0.001592476,0.0015907245
8673465,108,0,0.0016131082,0.0016107768,0.9903429,0.0016086726,0.0016089886,0.0016078482,0.0016077455
8707050,108,0,0.002512235,0.002520115,0.8063358,0.002510785,0.0025173463,0.002516019,0.18108775
9346876,108,0,0.0017514167,0.0017504182,0.82837486,0.0017472262,0.0017487514,0.16288158,0.0017457833
9352931,108,0,0.001768665,0.0017694997,0.9893873,0.0017701979,0.0017713198,0.0017672123,0.0017658891
9591694,108,0,0.0016285403,0.0016261635,0.86928815,0.122575,0.0016274008,0.0016295266,0.0016251975
10051610,108,0,0.003347455,0.003335492,0.97999465,0.0033294589,0.0033324733,0.0033319234,0.0033286572
10087618,108,0,0.004336923,0.0043334803,0.9739812,0.004333587,0.004334404,0.0043341974,0.004346222
10100328,108,0,0.0020805318,0.0020832715,0.98752594,0.0020800105,0.0020743639,0.002077017,0.002078855
10320929,108,0,0.0030488789,0.0030458188,0.12924603,0.85552645,0.0030444819,0.0030440597,0.0030442455
10531012,108,0,0.0016669902,0.0016721286,0.9900079,0.001663674,0.0016631973,0.0016635816,0.0016625957
10725388,108,0,0.0015744169,0.0015781817,0.6809984,0.0015735424,0.31112123,0.001577887,0.0015763706
10806067,108,0,0.0017942433,0.30934396,0.6417619,0.0017955108,0.001795049,0.04171993,0.0017893414
10946305,108,0,0.0023915463,0.25779054,0.5328301,0.0023916985,0.002389703,0.19981392,0.0023924564
10969025,108,0,0.0021675522,0.37659353,0.55729795,0.0021709998,0.0021717302,0.057424907,0.0021733255
11950889,108,0,0.0013505415,0.45232287,0.46780097,0.0013566982,0.001350864,0.0013518264,0.07446623
12217649,108,0,0.0022720636,0.0022758993,0.98636806,0.0022711575,0.0022720639,0.0022716532,0.002269162
12297500,108,0,0.0015598694,0.0015602399,0.6680462,0.0015577117,0.0015594552,0.32415712,0.0015593844
12415118,108,0,0.0019649835,0.001962675,0.39135256,0.5988381,0.0019609986,0.0019620657,0.0019586822
12417022,108,0,0.0023146213,0.10385492,0.71604174,0.002311491,0.002309434,0.0023118958,0.17085588
12461557,108,0,0.0042250133,0.0042172386,0.9747162,0.004213902,0.0042094965,0.004208486,0.0042096493
12511612,108,0,0.0014937017,0.32563645,0.66689116,0.001497006,0.0014935255,0.0014923667,0.0014957882
12516859,108,0,0.0029205505,0.0029253392,0.98247224,0.0029210963,0.0029209668,0.002921062,0.002918707
8908519,109,1,0.0021034451,0.0021058999,0.9873743,0.0021046882,0.0021049138,0.0021049916,0.0021018488
8940425,109,1,0.00168216,0.0016857511,0.989895,0.0016841803,0.0016849469,0.0016861617,0.0016817513
9149812,109,1,0.0017469259,0.0017510433,0.7680836,0.0017493018,0.22317474,0.0017471928,0.0017471891
9187765,109,1,0.0040931427,0.0040901206,0.9754543,0.0040855063,0.004089189,0.0040882532,0.0040995884
9666006,109,1,0.0037618508,0.003764386,0.97741216,0.003765318,0.0037650492,0.0037611874,0.0037700888
9836710,109,1,0.004481348,0.44492942,0.53268397,0.0044731824,0.004478497,0.004471932,0.004481727
10029323,109,1,0.02605716,0.0013904385,0.83373666,0.0013909972,0.13464132,0.0013922028,0.0013911471
10084106,109,1,0.0019327076,0.0019333486,0.75299674,0.0019325241,0.23732705,0.001941036,0.0019365303
10224010,109,1,0.0028053,0.0028157937,0.46709126,0.002810262,0.51886874,0.002806858,0.0028018157
10419204,109,1,0.001788604,0.0017884251,0.989268,0.0017888922,0.001789854,0.0017897921,0.001786482
10440566,109,1,0.0029178504,0.0029220062,0.70041054,0.0029201445,0.2849685,0.0029338172,0.002927069
10457842,109,1,0.060428858,0.0022378836,0.5904842,0.0022366433,0.34012094,0.0022479794,0.0022435475
10574095,109,1,0.003667013,0.0036742247,0.8799288,0.003673745,0.0036730263,0.1017127,0.0036703483
10599890,109,1,0.0018822292,0.0018857653,0.81891245,0.0018891342,0.17165075,0.0018896107,0.0018899862
10713370,109,1,0.0018357058,0.0018408637,0.53954715,0.00183678,0.4512561,0.0018391265,0.0018443777
10742226,109,1,0.0012438595,0.001245698,0.59107107,0.001244686,0.40270394,0.0012465008,0.0012442903
10769755,109,1,0.0020160563,0.0020252285,0.77086526,0.0020158135,0.21903813,0.0020218224,0.0020176035
10877778,109,1,0.0018103386,0.0018127875,0.9891329,0.0018130472,0.001811435,0.0018107932,0.0018087813
10966441,109,1,0.0023823858,0.0023838074,0.9856895,0.0023854335,0.0023905216,0.002383512,0.0023847686
12144770,109,1,0.002167211,0.002169238,0.7636646,0.0021684496,0.22549012,0.0021683713,0.0021719837
12211279,109,1,0.0011742898,0.0011737265,0.99295795,0.001174692,0.0011739905,0.0011725746,0.0011727816
12218656,109,1,0.002599335,0.00260207,0.6578796,0.0026007448,0.12580141,0.20590787,0.0026090336
12374402,109,1,0.0021031345,0.002113631,0.7532853,0.002105318,0.23618226,0.002107135,0.0021031764
12454166,109,1,0.1391666,0.001631451,0.62802833,0.0016302823,0.0016312476,0.22627899,0.0016331165
1669719,111,2,0.002436487,0.0024250166,0.002425599,0.002426833,0.0024276914,0.0024258813,0.9854325
7774117,111,2,0.0014153826,0.0014151203,0.0014149784,0.001416269,0.0014164309,0.0014161909,0.9915056
7913756,111,2,0.0013616083,0.0013615426,0.0013611141,0.0013618703,0.0013617781,0.0013623878,0.9918297
7936296,111,2,0.002809883,0.0028104591,0.0028184268,0.0028087394,0.0028107327,0.98312277,0.0028189628
7991124,111,2,0.0021042007,0.0021040202,0.0021043248,0.0021055466,0.0021070363,0.73824644,0.25122845
8137126,111,2,0.002348947,0.0023487345,0.10605921,0.002351668,0.24423818,0.002350553,0.64030266
8137132,111,2,0.0012929186,0.0012937238,0.10100214,0.001291489,0.18416166,0.272673,0.43828502
8618678,111,2,0.0036101774,0.0036053685,0.0035775756,0.0035915084,0.97843206,0.0035892143,0.0035941103
8657630,111,2,0.0039750976,0.003972441,0.0039720316,0.003978251,0.40076536,0.0039851777,0.5793517
8682199,111,2,0.0014478337,0.0014495669,0.08685461,0.001449447,0.4479322,0.00145115,0.45941517
8707291,111,2,0.0012342414,0.0012347151,0.0012343513,0.0012377888,0.0012352522,0.72983766,0.263986
8797471,111,2,0.0021349953,0.0021343594,0.002134305,0.75564796,0.0021407625,0.23366259,0.0021449795
8797472,111,2,0.0026076224,0.0026089246,0.00260093,0.0026063873,0.0026102895,0.2426605,0.7443054
8841969,111,2,0.0020150607,0.0020151457,0.002015155,0.0020196259,0.0020173134,0.0020180556,0.98789966
9128415,111,2,0.001225702,0.0012257881,0.0012286901,0.0012240283,0.057790782,0.42410436,0.5132007
9239743,111,2,0.0020496948,0.1499203,0.0020483597,0.0020485832,0.0020524363,0.19094725,0.65093344
9263413,111,2,0.0065088915,0.0065261777,0.05238239,0.0064988774,0.0065042083,0.006548334,0.9150311
9629853,111,2,0.0031761306,0.003178446,0.003177171,0.0031798028,0.0031835577,0.7496548,0.23445007
9681800,111,2,0.0019106467,0.0019139851,0.0019099554,0.0019147797,0.0019139441,0.6363517,0.35408497
9789072,111,2,0.0016127914,0.0016103825,0.0016120936,0.048284266,0.0016101224,0.59547955,0.34979078
9864731,111,2,0.0019595567,0.001959829,0.0019591993,0.0019619907,0.0019638368,0.74449354,0.24570207
10360778,111,2,0.03930904,0.00398277,0.0039716787,0.0039730556,0.42938668,0.003986754,0.5153901
10412591,111,2,0.0017976927,0.0017952893,0.0017932832,0.0017940131,0.0017955162,0.49055824,0.500466
10932276,111,2,0.001259062,0.0012583751,0.0012559311,0.0012573528,0.21365768,0.4384679,0.34284374
7866403,114,3,0.0019600908,0.04177929,0.0019600606,0.0019609001,0.9484091,0.0019670085,0.001963648
