DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20,Topic_21,Topic_22
8042410,108,0,0.0006588047,0.0006588047,0.0006588047,0.0006588047,0.0006588047,0.0006588047,0.0006588047,0.0006588047,0.0006588047,0.0006588047,0.0006588047,0.0006588047,0.0006588047,0.0006588047,0.0006588047,0.0006588047,0.0006588047,0.0006588047,0.0006588047,0.986165,0.0006588047,0.0006588047
8673465,108,0,0.0005165677,0.38766482,0.0005165677,0.0005165677,0.6020035,0.0005165677,0.0005165677,0.0005165677,0.0005165677,0.0005165677,0.0005165677,0.0005165677,0.0005165677,0.0005165677,0.0005165677,0.0005165677,0.0005165677,0.0005165677,0.0005165677,0.0005165677,0.0005165677,0.0005165677
9175625,108,0,0.0005827682,0.0005827682,0.0005827682,0.0005827682,0.9877616,0.0005827682,0.0005827682,0.0005827682,0.0005827682,0.0005827682,0.0005827682,0.0005827682,0.0005827682,0.0005827682,0.0005827682,0.0005827682,0.0005827682,0.0005827682,0.0005827682,0.0005827682,0.0005827682,0.0005827682
9245791,108,0,0.0010571767,0.6518398,0.0010571767,0.0010571767,0.32701617,0.0010571767,0.0010571767,0.0010571767,0.0010571767,0.0010571767,0.0010571767,0.0010571767,0.0010571767,0.0010571767,0.0010571767,0.0010571767,0.0010571767,0.0010571767,0.0010571767,0.0010571767,0.0010571767,0.0010571767
9346876,108,0,0.9884985,0.00054767396,0.00054767396,0.00054767396,0.00054767396,0.00054767396,0.00054767396,0.00054767396,0.00054767396,0.00054767396,0.00054767396,0.00054767396,0.00054767396,0.00054767396,0.00054767396,0.00054767396,0.00054767396,0.00054767396,0.00054767396,0.00054767396,0.00054767396,0.00054767396
9352931,108,0,0.0005612021,0.0005612021,0.0005612021,0.0005612021,0.06884619,0.0005612021,0.9199295,0.0005612021,0.0005612021,0.0005612021,0.0005612021,0.0005612021,0.0005612021,0.0005612021,0.0005612021,0.0005612021,0.0005612021,0.0005612021,0.0005612021,0.0005612021,0.0005612021,0.0005612021
10051610,108,0,0.0010823349,0.0010823349,0.44895995,0.0010823349,0.0010823349,0.0010823349,0.52939284,0.0010823349,0.0010823349,0.0010823349,0.0010823349,0.0010823349,0.0010823349,0.0010823349,0.0010823349,0.0010823349,0.0010823349,0.0010823349,0.0010823349,0.0010823349,0.0010823349,0.0010823349
10087618,108,0,0.001567433,0.001567433,0.001567433,0.001567433,0.9670842,0.001567433,0.001567433,0.001567433,0.001567433,0.001567433,0.001567433,0.001567433,0.001567433,0.001567433,0.001567433,0.001567433,0.001567433,0.001567433,0.001567433,0.001567433,0.001567433,0.001567433
10320929,108,0,0.0009671813,0.0009671813,0.0009671813,0.0009671813,0.20156525,0.0009671813,0.0009671813,0.0009671813,0.0009671813,0.0009671813,0.0009671813,0.0009671813,0.0009671813,0.0009671813,0.0009671813,0.0009671813,0.0009671813,0.0009671813,0.7790909,0.0009671813,0.0009671813,0.0009671813
10700148,108,0,0.0012627491,0.0012627491,0.0012627491,0.08815811,0.27515227,0.0012627491,0.15773214,0.0012627491,0.0012627491,0.0012627491,0.0012627491,0.17923531,0.0012627491,0.0012627491,0.0012627491,0.0012627491,0.0012627491,0.0012627491,0.0012627491,0.27825555,0.0012627491,0.0012627491
10725388,108,0,0.00049953297,0.98950946,0.00049953297,0.00049953297,0.00049953297,0.00049953297,0.00049953297,0.00049953297,0.00049953297,0.00049953297,0.00049953297,0.00049953297,0.00049953297,0.00049953297,0.00049953297,0.00049953297,0.00049953297,0.00049953297,0.00049953297,0.00049953297,0.00049953297,0.00049953297
10806067,108,0,0.000554339,0.000554339,0.9883585,0.000554339,0.000554339,0.000554339,0.000554339,0.000554339,0.000554339,0.000554339,0.000554339,0.000554339,0.000554339,0.000554339,0.000554339,0.000554339,0.000554339,0.000554339,0.000554339,0.000554339,0.000554339,0.000554339
10946305,108,0,0.00074519723,0.00074519723,0.00074519723,0.00074519723,0.00074519723,0.00074519723,0.00074519723,0.00074519723,0.00074519723,0.00074519723,0.00074519723,0.00074519723,0.00074519723,0.00074519723,0.00074519723,0.00074519723,0.00074519723,0.00074519723,0.9843508,0.00074519723,0.00074519723,0.00074519723
10969025,108,0,0.0006784653,0.0006784653,0.0006784653,0.0006784653,0.0006784653,0.0006784653,0.0006784653,0.0006784653,0.0006784653,0.0006784653,0.0006784653,0.0006784653,0.0006784653,0.0006784653,0.0006784653,0.0006784653,0.0006784653,0.0006784653,0.0006784653,0.98575217,0.0006784653,0.0006784653
11950889,108,0,0.00045456187,0.00045456187,0.9904539,0.00045456187,0.00045456187,0.00045456187,0.00045456187,0.00045456187,0.00045456187,0.00045456187,0.00045456187,0.00045456187,0.00045456187,0.00045456187,0.00045456187,0.00045456187,0.00045456187,0.00045456187,0.00045456187,0.00045456187,0.00045456187,0.00045456187
12217649,108,0,0.18796179,0.0007331947,0.1752188,0.0007331947,0.0007331947,0.0007331947,0.0007331947,0.0007331947,0.0007331947,0.0007331947,0.0007331947,0.0007331947,0.0007331947,0.047078617,0.0007331947,0.0007331947,0.0007331947,0.0007331947,0.0007331947,0.57654333,0.0007331947,0.0007331947
12297500,108,0,0.0004940987,0.0004940987,0.0004940987,0.0004940987,0.0004940987,0.0004940987,0.0004940987,0.0004940987,0.0004940987,0.0004940987,0.0004940987,0.0004940987,0.0004940987,0.0004940987,0.0004940987,0.0004940987,0.0004940987,0.0004940987,0.98962384,0.0004940987,0.0004940987,0.0004940987
