DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7
8042410,108,0,0.26614508,0.0020766307,0.7234647,0.0020749976,0.0020856373,0.0020738067,0.0020790482
8673465,108,0,0.054820757,0.39182985,0.0016280933,0.0016268486,0.546837,0.0016279614,0.0016294773
9175625,108,0,0.0018402233,0.0018408357,0.0018411364,0.001833856,0.98896307,0.0018398631,0.0018410739
9245791,108,0,0.0033333814,0.9799989,0.0033337788,0.0033302386,0.0033402503,0.0033271618,0.003336264
9346876,108,0,0.812789,0.0017314679,0.0017297962,0.0017250559,0.17857105,0.0017260411,0.0017274646
9352931,108,0,0.0017710403,0.36062217,0.17784394,0.0017666091,0.0017730036,0.0017682083,0.45445502
10051610,108,0,0.0034167313,0.0034192759,0.9795215,0.0034093328,0.0034111154,0.0034067393,0.0034152996
10087618,108,0,0.0049332553,0.004945155,0.004948366,0.0049458197,0.9703626,0.004930012,0.0049347854
10320929,108,0,0.0030499485,0.0030542794,0.98170286,0.003044224,0.0030555334,0.003043247,0.0030499385
10700148,108,0,0.27427295,0.0039791497,0.003993692,0.14853936,0.39715666,0.16807127,0.0039868476
10725388,108,0,0.0015747132,0.99054754,0.0015743185,0.0015728573,0.0015800518,0.0015756271,0.0015748265
10806067,108,0,0.0017467113,0.0017467146,0.989521,0.0017457219,0.0017475486,0.0017442859,0.001748034
10946305,108,0,0.42127046,0.002354696,0.5669725,0.0023451515,0.0023519895,0.0023525304,0.0023527003
10969025,108,0,0.0021402577,0.7851679,0.0021397488,0.0021355907,0.20414324,0.0021365702,0.0021367641
11950889,108,0,0.0014327836,0.0014339489,0.9914003,0.0014314845,0.0014352222,0.0014328846,0.0014333108
12217649,108,0,0.0023176237,0.47276884,0.0023120702,0.002304889,0.22720909,0.29077494,0.0023125533
12297500,108,0,0.13698879,0.5381055,0.0015574429,0.0015569006,0.0015571755,0.31867412,0.0015601224
12415118,108,0,0.0019649202,0.001965964,0.59582454,0.001958607,0.14124343,0.0019625647,0.25508004
12417022,108,0,0.0022430236,0.57093,0.1354257,0.0022444671,0.0022420862,0.0022395058,0.2846753
12461557,108,0,0.40337038,0.16871049,0.0043416475,0.004338727,0.41054776,0.004342645,0.004348391
12496124,108,0,0.0029890174,0.0029950005,0.0029873105,0.0029848465,0.48987964,0.32400355,0.17416058
12496132,108,0,0.0017457199,0.0017478452,0.0017482608,0.0017440533,0.28199124,0.7092778,0.0017450389
12516859,108,0,0.0029908684,0.0029918326,0.39821014,0.0029800637,0.2425189,0.3039019,0.04640628
12516860,108,0,0.6491151,0.0029299422,0.002929963,0.00292033,0.3362477,0.002927262,0.0029296551
8908519,109,1,0.0022341476,0.0022352303,0.0022351139,0.002233668,0.98659146,0.0022345309,0.0022358736
8940425,109,1,0.0017057956,0.24780399,0.0017076689,0.0017033103,0.74366766,0.0017058811,0.0017057165
