DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19
8042410,108,0,0.0007413643,0.0007413643,0.0007413644,0.0007413644,0.0007413644,0.0007413644,0.12794097,0.0007413643,0.0007413644,0.0007413644,0.0007413644,0.0007413644,0.0007413644,0.8594555,0.0007413644,0.0007413643,0.0007413643,0.0007413644,0.0007413644
8132718,108,0,0.0005599395,0.0005599395,0.0005599395,0.0005599395,0.0005599395,0.0005599395,0.0005599395,0.0005599395,0.0005599395,0.0005599395,0.9899208,0.0005599395,0.0005599395,0.0005599395,0.0005599395,0.0005599395,0.0005599395,0.0005599395,0.0005599395
8707050,108,0,0.0009076048,0.0009076049,0.0009076049,0.0009076048,0.0009076049,0.0009076048,0.09898091,0.0009076049,0.4456432,0.0009076049,0.0009076049,0.0009076049,0.0009076049,0.0009076049,0.0009076048,0.0009076049,0.4408542,0.0009076049,0.0009076049
9175625,108,0,0.0005848851,0.00058488507,0.0005848851,0.0005848851,0.0005848851,0.12996747,0.34499002,0.0005848851,0.19336173,0.0005848851,0.0005848851,0.0005848851,0.0005848851,0.00058488507,0.0005848851,0.00058488507,0.32290745,0.00058488507,0.00058488507
9245791,108,0,0.0011442424,0.0011442425,0.0011442424,0.0011442425,0.0011442424,0.0011442424,0.0011442425,0.0011442424,0.0011442425,0.0011442424,0.9794036,0.0011442425,0.0011442424,0.0011442424,0.0011442424,0.0011442424,0.0011442424,0.0011442425,0.0011442424
9346876,108,0,0.00065792206,0.00065792206,0.00065792206,0.00065792206,0.00065792206,0.9881568,0.00065792206,0.00065792206,0.00065792206,0.00065792206,0.00065792206,0.00065792206,0.00065792206,0.00065792206,0.00065792206,0.00065792206,0.00065792206,0.00065792206,0.00065792206
9352931,108,0,0.0006418882,0.00064188824,0.00064188824,0.00064188824,0.00064188824,0.00064188824,0.9884455,0.00064188824,0.00064188824,0.0006418882,0.0006418882,0.0006418882,0.0006418882,0.0006418882,0.0006418882,0.0006418882,0.0006418882,0.0006418882,0.0006418882
9591694,108,0,0.00062662235,0.00062662235,0.0006266224,0.0006266224,0.0006266224,0.0006266224,0.1566429,0.0006266224,0.24416125,0.0006266224,0.0006266224,0.13897865,0.4508176,0.00062662235,0.0006266224,0.0006266224,0.0006266224,0.00062662235,0.00062662235
10051610,108,0,0.0012241852,0.0012241851,0.0012241852,0.30895123,0.0012241851,0.0012241853,0.4215234,0.0012241852,0.0012241852,0.24993852,0.0012241852,0.0012241852,0.0012241853,0.0012241852,0.0012241851,0.0012241851,0.0012241852,0.0012241852,0.0012241851
10087618,108,0,0.0016448142,0.0016448142,0.0016448142,0.0016448142,0.0016448142,0.0016448142,0.0016448143,0.9703934,0.0016448154,0.0016448142,0.0016448142,0.0016448143,0.0016448142,0.0016448142,0.0016448142,0.0016448142,0.0016448142,0.0016448142,0.0016448142
10100328,108,0,0.00071131665,0.00071131665,0.0007113166,0.42337126,0.0007113166,0.23596376,0.3292833,0.00071131665,0.00071131665,0.00071131665,0.00071131665,0.00071131665,0.0007113166,0.0007113166,0.0007113166,0.0007113166,0.0007113167,0.00071131665,0.00071131665
10320929,108,0,0.0011442396,0.70104766,0.0011442396,0.0011442396,0.0011442396,0.0011442397,0.2795003,0.0011442396,0.0011442397,0.0011442396,0.0011442404,0.0011442397,0.0011442396,0.0011442396,0.0011442396,0.0011442396,0.0011442396,0.0011442396,0.0011442397
10531012,108,0,0.000578437,0.000578437,0.00057843706,0.000578437,0.000578437,0.20336588,0.1192095,0.000578437,0.32104594,0.34770176,0.000578437,0.00057843706,0.000578437,0.000578437,0.000578437,0.000578437,0.000578437,0.00057843706,0.000578437
10700148,108,0,0.0015481976,0.0015481976,0.0015481975,0.0015481976,0.0015481976,0.0015481975,0.20463634,0.0015481975,0.5190899,0.047476668,0.0015481976,0.10404887,0.0015481975,0.0015481975,0.0015481975,0.0015481975,0.0015481975,0.0015481975,0.10307351
10806067,108,0,0.0006120662,0.00061206624,0.00061206624,0.00061206624,0.0006120662,0.00061206624,0.44980323,0.0006120662,0.12438982,0.00061206624,0.00061206624,0.00061206624,0.0006120662,0.0006120662,0.0006120662,0.0006120662,0.41601387,0.00061206624,0.0006120662
10946305,108,0,0.0008629812,0.0008629812,0.28610873,0.00086298125,0.0008629812,0.0008629812,0.31985402,0.00086298113,0.0008629812,0.1771509,0.00086298113,0.0008629812,0.0008629812,0.0008629812,0.00086298113,0.00086298125,0.20394169,0.0008629812,0.0008629812
10969025,108,0,0.00077405147,0.00077405147,0.00077405147,0.00077405147,0.0007740515,0.00077405147,0.98606646,0.0007740516,0.00077405147,0.00077405147,0.00077405147,0.0007740515,0.00077405147,0.00077405147,0.00077405147,0.00077405147,0.00077405147,0.00077405147,0.00077405147
11950889,108,0,0.000506105,0.000506105,0.000506105,0.000506105,0.000506105,0.000506105,0.9908897,0.000506105,0.000506105,0.000506105,0.000506105,0.0005061051,0.000506105,0.000506105,0.000506105,0.000506105,0.000506105,0.000506105,0.0005061051
12297500,108,0,0.0005659522,0.0005659522,0.0005659523,0.0005659522,0.0005659522,0.9898123,0.00056595245,0.0005659522,0.0005659523,0.0005659522,0.0005659522,0.0005659522,0.0005659522,0.0005659522,0.0005659522,0.0005659522,0.0005659522,0.0005659522,0.0005659522
12417022,108,0,0.00079753675,0.0007975368,0.0007975368,0.0007975368,0.00079753675,0.00079753675,0.46934453,0.0007975368,0.0007975368,0.5170969,0.0007975368,0.00079753675,0.0007975368,0.00079753675,0.0007975368,0.00079753675,0.00079753675,0.0007975368,0.0007975368
