DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20,Topic_21,Topic_22,Topic_23,Topic_24,Topic_25,Topic_26,Topic_27,Topic_28,Topic_29,Topic_30,Topic_31,Topic_32,Topic_33,Topic_34
8132718,108,0,0.0003032368,0.0003032368,0.0003032368,0.87873536,0.0003032368,0.0003032368,0.0003032368,0.0003032368,0.0003032368,0.0003032368,0.0003032368,0.0003032368,0.0003032368,0.0003032368,0.0003032368,0.0003032368,0.0003032368,0.0003032368,0.0003032368,0.0003032368,0.0003032368,0.11156123,0.0003032368,0.0003032368,0.0003032368,0.0003032368,0.0003032368,0.0003032368,0.0003032368,0.0003032368,0.0003032368,0.0003032368,0.0003032368,0.0003032368
8673465,108,0,0.0003232181,0.0003232181,0.0003232181,0.0003232181,0.0003232181,0.0003232181,0.0003232181,0.0003232181,0.0003232181,0.0003232181,0.0003232181,0.0003232181,0.0003232181,0.0003232181,0.0003232181,0.0003232181,0.0003232181,0.0003232181,0.0003232181,0.0003232181,0.0003232181,0.0003232181,0.0003232181,0.0003232181,0.0003232181,0.0003232181,0.0003232181,0.0003232181,0.0003232181,0.9893338,0.0003232181,0.0003232181,0.0003232181,0.0003232181
8707050,108,0,0.000507115,0.000507115,0.000507115,0.000507115,0.000507115,0.000507115,0.000507115,0.000507115,0.000507115,0.000507115,0.000507115,0.000507115,0.000507115,0.000507115,0.000507115,0.000507115,0.000507115,0.000507115,0.000507115,0.000507115,0.000507115,0.9832653,0.000507115,0.000507115,0.000507115,0.000507115,0.000507115,0.000507115,0.000507115,0.000507115,0.000507115,0.000507115,0.000507115,0.000507115
9175625,108,0,0.0003460418,0.0003460418,0.0003460418,0.0003460418,0.0003460418,0.0003460418,0.0003460418,0.0003460418,0.0003460418,0.0003460418,0.0003460418,0.0003460418,0.0003460418,0.0003460418,0.0003460418,0.0003460418,0.0003460418,0.0003460418,0.0003460418,0.0003460418,0.0003460418,0.14304876,0.0003460418,0.0003460418,0.0003460418,0.0003460418,0.0003460418,0.0003460418,0.0003460418,0.0003460418,0.0003460418,0.84587795,0.0003460418,0.0003460418
9245791,108,0,0.0005549589,0.0005549589,0.0005549589,0.0005549589,0.0005549589,0.0005549589,0.0005549589,0.0005549589,0.0005549589,0.0005549589,0.0005549589,0.0005549589,0.0005549589,0.0005549589,0.0005549589,0.0005549589,0.9816865,0.0005549589,0.0005549589,0.0005549589,0.0005549589,0.0005549589,0.0005549589,0.0005549589,0.0005549589,0.0005549589,0.0005549589,0.0005549589,0.0005549589,0.0005549589,0.0005549589,0.0005549589,0.0005549589,0.0005549589
9591694,108,0,0.0003128997,0.0003128997,0.0003128997,0.0003128997,0.0003128997,0.0003128997,0.0003128997,0.0003128997,0.0003128997,0.0003128997,0.0003128997,0.0003128997,0.0003128997,0.0003128997,0.0003128997,0.0003128997,0.0003128997,0.0003128997,0.0003128997,0.0003128997,0.0003128997,0.9896744,0.0003128997,0.0003128997,0.0003128997,0.0003128997,0.0003128997,0.0003128997,0.0003128997,0.0003128997,0.0003128997,0.0003128997,0.0003128997,0.0003128997
10051610,108,0,0.0007353256,0.0007353256,0.0007353256,0.0007353256,0.0007353256,0.0007353256,0.0007353256,0.0007353256,0.0007353256,0.0007353256,0.0007353256,0.0007353256,0.0007353256,0.0007353256,0.0007353256,0.0007353256,0.0007353256,0.0007353256,0.0007353256,0.0007353256,0.0007353256,0.0007353256,0.0007353256,0.97573435,0.0007353256,0.0007353256,0.0007353256,0.0007353256,0.0007353256,0.0007353256,0.0007353256,0.0007353256,0.0007353256,0.0007353256
10087618,108,0,0.0009191682,0.0009191682,0.0009191682,0.0009191682,0.0009191682,0.0009191682,0.0009191682,0.0009191682,0.0009191682,0.0009191682,0.0009191682,0.0009191682,0.0009191682,0.0009191682,0.0009191682,0.0009191682,0.0009191682,0.0009191682,0.0009191682,0.0009191682,0.0009191682,0.57069635,0.0009191682,0.0009191682,0.0009191682,0.0009191682,0.0009191682,0.0009191682,0.0009191682,0.0009191682,0.0009191682,0.0009191682,0.39989036,0.0009191682
10100328,108,0,0.9857263,0.00043254328,0.00043254328,0.00043254328,0.00043254328,0.00043254328,0.00043254328,0.00043254328,0.00043254328,0.00043254328,0.00043254328,0.00043254328,0.00043254328,0.00043254328,0.00043254328,0.00043254328,0.00043254328,0.00043254328,0.00043254328,0.00043254328,0.00043254328,0.00043254328,0.00043254328,0.00043254328,0.00043254328,0.00043254328,0.00043254328,0.00043254328,0.00043254328,0.00043254328,0.00043254328,0.00043254328,0.00043254328,0.00043254328
10320929,108,0,0.0006258084,0.0006258084,0.0006258084,0.0006258084,0.0006258084,0.0006258084,0.0006258084,0.0006258084,0.0006258084,0.0006258084,0.0006258084,0.0006258084,0.0006258084,0.0006258084,0.0006258084,0.0006258084,0.0006258084,0.0006258084,0.0006258084,0.0006258084,0.0006258084,0.0006258084,0.0006258084,0.9793484,0.0006258084,0.0006258084,0.0006258084,0.0006258084,0.0006258084,0.0006258084,0.0006258084,0.0006258084,0.0006258084,0.0006258084
10531012,108,0,0.00033808037,0.00033808037,0.00033808037,0.00033808037,0.00033808037,0.00033808037,0.00033808037,0.00033808037,0.00033808037,0.00033808037,0.00033808037,0.00033808037,0.00033808037,0.00033808037,0.00033808037,0.00033808037,0.00033808037,0.00033808037,0.00033808037,0.98884344,0.00033808037,0.00033808037,0.00033808037,0.00033808037,0.00033808037,0.00033808037,0.00033808037,0.00033808037,0.00033808037,0.00033808037,0.00033808037,0.00033808037,0.00033808037,0.00033808037
10700148,108,0,0.0008170494,0.0008170494,0.0008170494,0.0008170494,0.0008170494,0.0008170494,0.0008170494,0.48282033,0.0008170494,0.0008170494,0.0008170494,0.0008170494,0.0008170494,0.0008170494,0.0008170494,0.0008170494,0.0008170494,0.0008170494,0.0008170494,0.0008170494,0.0008170494,0.49103442,0.0008170494,0.0008170494,0.0008170494,0.0008170494,0.0008170494,0.0008170494,0.0008170494,0.0008170494,0.0008170494,0.0008170494,0.0008170494,0.0008170494
10725388,108,0,0.0003380823,0.0003380823,0.98884344,0.0003380823,0.0003380823,0.0003380823,0.0003380823,0.0003380823,0.0003380823,0.0003380823,0.0003380823,0.0003380823,0.0003380823,0.0003380823,0.0003380823,0.0003380823,0.0003380823,0.0003380823,0.0003380823,0.0003380823,0.0003380823,0.0003380823,0.0003380823,0.0003380823,0.0003380823,0.0003380823,0.0003380823,0.0003380823,0.0003380823,0.0003380823,0.0003380823,0.0003380823,0.0003380823,0.0003380823
10806067,108,0,0.0003586947,0.0003586947,0.0003586947,0.0003586947,0.0003586947,0.0003586947,0.0003586947,0.0003586947,0.0003586947,0.0003586947,0.0003586947,0.0003586947,0.0003586947,0.0003586947,0.0003586947,0.0003586947,0.0003586947,0.9881632,0.0003586947,0.0003586947,0.0003586947,0.0003586947,0.0003586947,0.0003586947,0.0003586947,0.0003586947,0.0003586947,0.0003586947,0.0003586947,0.0003586947,0.0003586947,0.0003586947,0.0003586947,0.0003586947
10946305,108,0,0.0004822002,0.0004822002,0.0004822002,0.0004822002,0.0004822002,0.0004822002,0.0004822002,0.0004822002,0.0004822002,0.0004822002,0.0004822002,0.0004822002,0.0004822002,0.0004822002,0.0004822002,0.0004822002,0.0004822002,0.0004822002,0.0004822002,0.0004822002,0.0004822002,0.0004822002,0.0004822002,0.0004822002,0.0004822002,0.98408747,0.0004822002,0.0004822002,0.0004822002,0.0004822002,0.0004822002,0.0004822002,0.0004822002,0.0004822002
11950889,108,0,0.0003032416,0.0003032416,0.0003032416,0.0003032416,0.0003032416,0.0003032416,0.0003032416,0.0003032416,0.0003032416,0.0003032416,0.0003032416,0.0003032416,0.0003032416,0.0003032416,0.0003032416,0.0003032416,0.0003032416,0.0003032416,0.0003032416,0.0003032416,0.0003032416,0.15131693,0.0003032416,0.0003032416,0.0003032416,0.83897936,0.0003032416,0.0003032416,0.0003032416,0.0003032416,0.0003032416,0.0003032416,0.0003032416,0.0003032416
12217649,108,0,0.00044564862,0.00044564862,0.00044564862,0.00044564862,0.00044564862,0.00044564862,0.00044564862,0.00044564862,0.00044564862,0.00044564862,0.00044564862,0.00044564862,0.00044564862,0.00044564862,0.00044564862,0.00044564862,0.00044564862,0.00044564862,0.00044564862,0.9852937,0.00044564862,0.00044564862,0.00044564862,0.00044564862,0.00044564862,0.00044564862,0.00044564862,0.00044564862,0.00044564862,0.00044564862,0.00044564862,0.00044564862,0.00044564862,0.00044564862
12415118,108,0,0.00038197683,0.00038197683,0.00038197683,0.00038197683,0.00038197683,0.00038197683,0.00038197683,0.00038197683,0.00038197683,0.00038197683,0.00038197683,0.00038197683,0.98739487,0.00038197683,0.00038197683,0.00038197683,0.00038197683,0.00038197683,0.00038197683,0.00038197683,0.00038197683,0.00038197683,0.00038197683,0.00038197683,0.00038197683,0.00038197683,0.00038197683,0.00038197683,0.00038197683,0.00038197683,0.00038197683,0.00038197683,0.00038197683,0.00038197683
12461557,108,0,0.0008403924,0.0008403924,0.0008403924,0.0008403924,0.0008403924,0.0008403924,0.0008403924,0.0008403924,0.0008403924,0.0008403924,0.0008403924,0.0008403924,0.16008154,0.0008403924,0.0008403924,0.0008403924,0.0008403924,0.0008403924,0.0008403924,0.0008403924,0.0008403924,0.0008403924,0.0008403924,0.0008403924,0.0008403924,0.0008403924,0.0008403924,0.0008403924,0.0008403924,0.0008403924,0.0008403924,0.81302595,0.0008403924,0.0008403924
12496124,108,0,0.0006127732,0.0006127732,0.0006127732,0.0006127732,0.0006127732,0.0006127732,0.0006127732,0.0006127732,0.0006127732,0.0006127732,0.0006127732,0.0006127732,0.0006127732,0.0006127732,0.0006127732,0.0006127732,0.0006127732,0.0006127732,0.0006127732,0.0006127732,0.0006127732,0.6636841,0.31670728,0.0006127732,0.0006127732,0.0006127732,0.0006127732,0.0006127732,0.0006127732,0.0006127732,0.0006127732,0.0006127732,0.0006127732,0.0006127732
12496132,108,0,0.00030638376,0.00030638376,0.00030638376,0.00030638376,0.00030638376,0.00030638376,0.00030638376,0.00030638376,0.00030638376,0.00030638376,0.00030638376,0.00030638376,0.00030638376,0.00030638376,0.00030638376,0.00030638376,0.00030638376,0.00030638376,0.00030638376,0.9898894,0.00030638376,0.00030638376,0.00030638376,0.00030638376,0.00030638376,0.00030638376,0.00030638376,0.00030638376,0.00030638376,0.00030638376,0.00030638376,0.00030638376,0.00030638376,0.00030638376
12511612,108,0,0.00025800866,0.00025800866,0.99148583,0.00025800866,0.00025800866,0.00025800866,0.00025800866,0.00025800866,0.00025800866,0.00025800866,0.00025800866,0.00025800866,0.00025800866,0.00025800866,0.00025800866,0.00025800866,0.00025800866,0.00025800866,0.00025800866,0.00025800866,0.00025800866,0.00025800866,0.00025800866,0.00025800866,0.00025800866,0.00025800866,0.00025800866,0.00025800866,0.00025800866,0.00025800866,0.00025800866,0.00025800866,0.00025800866,0.00025800866
12516859,108,0,0.0006002959,0.0006002959,0.0006002959,0.0006002959,0.0006002959,0.0006002959,0.0006002959,0.0006002959,0.3308905,0.0006002959,0.0006002959,0.0006002959,0.2153215,0.0006002959,0.0006002959,0.0006002959,0.0006002959,0.0006002959,0.0006002959,0.0006002959,0.0006002959,0.43517902,0.0006002959,0.0006002959,0.0006002959,0.0006002959,0.0006002959,0.0006002959,0.0006002959,0.0006002959,0.0006002959,0.0006002959,0.0006002959,0.0006002959
12516860,108,0,0.0005882594,0.0005882594,0.0005882594,0.0005882594,0.0005882594,0.0005882594,0.0005882594,0.0005882594,0.0005882594,0.0005882594,0.0005882594,0.0005882594,0.0005882594,0.0005882594,0.0005882594,0.0005882594,0.0005882594,0.0005882594,0.0005882594,0.0005882594,0.0005882594,0.0005882594,0.0005882594,0.9805875,0.0005882594,0.0005882594,0.0005882594,0.0005882594,0.0005882594,0.0005882594,0.0005882594,0.0005882594,0.0005882594,0.0005882594
8908519,109,1,0.0004390268,0.0004390268,0.0004390268,0.036794964,0.0004390268,0.0004390268,0.0004390268,0.0004390268,0.0004390268,0.0004390268,0.0004390268,0.0004390268,0.020019224,0.0004390268,0.0004390268,0.0004390268,0.0004390268,0.0004390268,0.0004390268,0.0004390268,0.0004390268,0.14815709,0.0004390268,0.0004390268,0.7427863,0.0004390268,0.0004390268,0.039510805,0.0004390268,0.0004390268,0.0004390268,0.0004390268,0.0004390268,0.0004390268
8940425,109,1,0.0003420102,0.0003420102,0.0003420102,0.0003420102,0.0003420102,0.0003420102,0.0003420102,0.0003420102,0.0003420102,0.0003420102,0.0003420102,0.0003420102,0.0003420102,0.0003420102,0.0003420102,0.0003420102,0.0003420102,0.0003420102,0.0003420102,0.0003420102,0.0003420102,0.0003420102,0.0003420102,0.0003420102,0.98871374,0.0003420102,0.0003420102,0.0003420102,0.0003420102,0.0003420102,0.0003420102,0.0003420102,0.0003420102,0.0003420102
9149812,109,1,0.00036767265,0.13457417,0.029019078,0.00036767265,0.00036767265,0.00036767265,0.00036767265,0.00036767265,0.00036767265,0.00036767265,0.00036767265,0.00036767265,0.00036767265,0.00036767265,0.00036767265,0.046098366,0.00036767265,0.00036767265,0.00036767265,0.00036767265,0.00036767265,0.112205125,0.00036767265,0.00036767265,0.61986387,0.00036767265,0.00036767265,0.00036767265,0.047944777,0.00036767265,0.00036767265,0.00036767265,0.00036767265,0.00036767265
9666006,109,1,0.0007541951,0.0007541951,0.0007541951,0.0007541951,0.0007541951,0.0007541951,0.0007541951,0.0007541951,0.0007541951,0.0007541951,0.0007541951,0.0007541951,0.0007541951,0.0007541951,0.0007541951,0.0007541951,0.0007541951,0.0007541951,0.0007541951,0.0007541951,0.0007541951,0.28584,0.0007541951,0.0007541951,0.69002587,0.0007541951,0.0007541951,0.0007541951,0.0007541951,0.0007541951,0.0007541951,0.0007541951,0.0007541951,0.0007541951
9676381,109,1,0.00044565665,0.00044565665,0.00044565665,0.00044565665,0.00044565665,0.00044565665,0.00044565665,0.00044565665,0.00044565665,0.00044565665,0.00044565665,0.00044565665,0.00044565665,0.00044565665,0.00044565665,0.00044565665,0.00044565665,0.00044565665,0.00044565665,0.00044565665,0.00044565665,0.00044565665,0.46035355,0.00044565665,0.5253855,0.00044565665,0.00044565665,0.00044565665,0.00044565665,0.00044565665,0.00044565665,0.00044565665,0.00044565665,0.00044565665
9836710,109,1,0.00086511596,0.00086511596,0.00086511596,0.00086511596,0.00086511596,0.15880163,0.00086511596,0.00086511596,0.00086511596,0.00086511596,0.00086511596,0.00086511596,0.00086511596,0.00086511596,0.00086511596,0.00086511596,0.00086511596,0.00086511596,0.00086511596,0.00086511596,0.00086511596,0.00086511596,0.00086511596,0.00086511596,0.81351477,0.00086511596,0.00086511596,0.00086511596,0.00086511596,0.00086511596,0.00086511596,0.00086511596,0.00086511596,0.00086511596
9889212,109,1,0.00029413178,0.00029413178,0.00029413178,0.00029413178,0.00029413178,0.00029413178,0.00029413178,0.00029413178,0.00029413178,0.00029413178,0.00029413178,0.00029413178,0.00029413178,0.00029413178,0.00029413178,0.355886,0.00029413178,0.00029413178,0.00029413178,0.00029413178,0.00029413178,0.00029413178,0.00029413178,0.00029413178,0.63470185,0.00029413178,0.00029413178,0.00029413178,0.00029413178,0.00029413178,0.00029413178,0.00029413178,0.00029413178,0.00029413178
10029323,109,1,0.00028013365,0.00028013365,0.00028013365,0.00028013365,0.00028013365,0.00028013365,0.00028013365,0.00028013365,0.00028013365,0.00028013365,0.00028013365,0.00028013365,0.00028013365,0.00028013365,0.00028013365,0.00028013365,0.00028013365,0.00028013365,0.00028013365,0.00028013365,0.21252269,0.00028013365,0.00028013365,0.00028013365,0.7785131,0.00028013365,0.00028013365,0.00028013365,0.00028013365,0.00028013365,0.00028013365,0.00028013365,0.00028013365,0.00028013365
10419204,109,1,0.00037708646,0.00037708646,0.00037708646,0.00037708646,0.00037708646,0.00037708646,0.00037708646,0.00037708646,0.00037708646,0.00037708646,0.00037708646,0.00037708646,0.15046905,0.00037708646,0.00037708646,0.00037708646,0.00037708646,0.00037708646,0.00037708646,0.00037708646,0.00037708646,0.00037708646,0.00037708646,0.00037708646,0.83746433,0.00037708646,0.00037708646,0.00037708646,0.00037708646,0.00037708646,0.00037708646,0.00037708646,0.00037708646,0.00037708646
10440566,109,1,0.00052526186,0.00052526186,0.00052526186,0.00052526186,0.00052526186,0.00052526186,0.24315445,0.00052526186,0.00052526186,0.00052526186,0.00052526186,0.00052526186,0.00052526186,0.00052526186,0.00052526186,0.00052526186,0.00052526186,0.00052526186,0.00052526186,0.00052526186,0.00052526186,0.00052526186,0.00052526186,0.00052526186,0.5361236,0.00052526186,0.20443906,0.00052526186,0.00052526186,0.00052526186,0.00052526186,0.00052526186,0.00052526186,0.00052526186
