DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13
8042410,108,0,0.0011656319,0.0011656343,0.0011656398,0.0011656528,0.0011656518,0.0011656316,0.0011656396,0.0011656231,0.0011656274,0.0011656308,0.98601234,0.0011656244,0.0011656388
8132718,108,0,0.0008183805,0.990179,0.0008183842,0.0008183801,0.0008183765,0.000818379,0.00081838144,0.00081837655,0.00081837986,0.00081837765,0.00081838336,0.00081837695,0.00081838394
8673465,108,0,0.10084114,0.00087423535,0.6211805,0.00087423774,0.00087423506,0.0008742383,0.0008742367,0.00087423215,0.00087423256,0.0008742322,0.00087423756,0.00087424536,0.26923597
8707050,108,0,0.001326434,0.001326427,0.46140662,0.0013264265,0.001326421,0.0013264209,0.001326432,0.001326424,0.0013264475,0.0013264182,0.0013264271,0.0013264399,0.5240026
9175625,108,0,0.30494353,0.0008742562,0.4372876,0.0008742599,0.0008742464,0.00087424426,0.00087424886,0.0008742405,0.00087424833,0.0008742437,0.0008742448,0.00087424146,0.24902609
9245791,108,0,0.0017484049,0.0017484111,0.0017484189,0.0017483932,0.0017483933,0.0017484034,0.55420625,0.0017483982,0.0017484053,0.0017484108,0.0017484109,0.0017483985,0.4265614
9346876,108,0,0.0009050806,0.00090508565,0.7363069,0.00090509484,0.00090507633,0.0009050834,0.00090508285,0.000905077,0.0009050806,0.00090508146,0.00090508204,0.00090507744,0.2537373
9352931,108,0,0.00097379455,0.00097379583,0.98831403,0.00097379094,0.0009737956,0.000973797,0.00097379304,0.00097379077,0.000973797,0.00097379537,0.0009738058,0.0009737941,0.0009738058
9591694,108,0,0.0008272099,0.0008272206,0.8745527,0.1163478,0.00082720496,0.00082720607,0.00082720735,0.00082720496,0.0008272088,0.0008272099,0.0008272082,0.0008272127,0.0008272188
10100328,108,0,0.0010835525,0.0010835609,0.5886127,0.0010835532,0.0010835668,0.0010835531,0.0010835768,0.00108355,0.001083566,0.0010835606,0.0010835541,0.0010835658,0.39946833
10531012,108,0,0.0008547476,0.00085474976,0.000854754,0.00085474993,0.00085474795,0.00085474754,0.0008547462,0.0008547481,0.0008547495,0.0008547468,0.00085475633,0.0008547452,0.989743
10700148,108,0,0.053952243,0.0023312853,0.5745339,0.002331302,0.09115895,0.0023312652,0.0023312727,0.002331278,0.0023312874,0.0023312576,0.0023312944,0.0023312767,0.25937343
10725388,108,0,0.0008361762,0.0008361754,0.0008361766,0.00083618046,0.0008361721,0.000836175,0.00083617325,0.00083617354,0.00083617656,0.000836173,0.0008361733,0.0008361734,0.98996586
10969025,108,0,0.0010989934,0.0010989975,0.0010989996,0.0010990002,0.0010989939,0.001098989,0.98681194,0.0010989903,0.0010989897,0.0010989895,0.0010989893,0.0010989881,0.001099001
12217649,108,0,0.0011655607,0.0011655639,0.0011655712,0.0011655646,0.00116556,0.0011655625,0.0011655636,0.0011655673,0.0011655609,0.0011655609,0.0011655627,0.0011655581,0.9860133
12297500,108,0,0.0008098046,0.0008097984,0.6328435,0.0008097996,0.0008098003,0.0008098058,0.0008098036,0.0008098045,0.00080980046,0.0008098022,0.0008098041,0.00080980523,0.35824874
12415118,108,0,0.000999104,0.0009991549,0.98801017,0.0009991128,0.000999104,0.0009991074,0.0009991139,0.0009991038,0.0009991088,0.0009991034,0.0009991075,0.0009991128,0.0009991116
12417022,108,0,0.001148171,0.0011481704,0.001148172,0.0011481672,0.001148171,0.0011481685,0.0011481692,0.0011481667,0.0011481763,0.0011481706,0.0011481734,0.0011481689,0.98622197
12461557,108,0,0.0021980228,0.0021980319,0.4127492,0.1918067,0.0021980256,0.0021980172,0.0021980263,0.0021980288,0.0021980223,0.0021980177,0.0021980254,0.0021980223,0.37346387
12496124,108,0,0.19226426,0.0015085129,0.7513569,0.0015085225,0.0015084951,0.0015084931,0.0015085165,0.0015084953,0.0015084994,0.0015084965,0.04129394,0.0015085009,0.0015085221
12496132,108,0,0.00073971157,0.0007397174,0.99112344,0.0007397341,0.00073970924,0.00073970825,0.0007397136,0.00073970726,0.00073971256,0.0007397105,0.0007397082,0.00073970744,0.0007397175
12511612,108,0,0.0006868879,0.0006868929,0.2535219,0.000686885,0.00068688183,0.0006868859,0.00068688794,0.00068688445,0.52370465,0.000686882,0.0006868852,0.00068688527,0.21590453
12516859,108,0,0.0016027647,0.0016027528,0.759036,0.22333376,0.0016027732,0.001602728,0.0016027954,0.0016027442,0.0016027341,0.0016027316,0.0016027443,0.0016027313,0.0016027393
12516860,108,0,0.0015386848,0.0015386802,0.62689674,0.078614935,0.0015386735,0.0015386773,0.0015386795,0.0015386735,0.0015386777,0.0015386746,0.0015386869,0.13754302,0.14309724
