DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20,Topic_21,Topic_22,Topic_23,Topic_24,Topic_25,Topic_26,Topic_27,Topic_28,Topic_29,Topic_30,Topic_31,Topic_32,Topic_33,Topic_34,Topic_35,Topic_36,Topic_37,Topic_38,Topic_39,Topic_40,Topic_41,Topic_42,Topic_43,Topic_44,Topic_45,Topic_46,Topic_47,Topic_48,Topic_49,Topic_50,Topic_51,Topic_52,Topic_53,Topic_54,Topic_55,Topic_56,Topic_57,Topic_58,Topic_59,Topic_60,Topic_61,Topic_62,Topic_63,Topic_64,Topic_65,Topic_66
8042410,108,0,0.00021959672,0.00021959672,0.00021959672,0.00021959672,0.00021959672,0.00021959672,0.00021959672,0.00021959672,0.00021959672,0.00021959672,0.00021959672,0.00021959672,0.00021959672,0.00021959672,0.00021959672,0.00021959672,0.00021959672,0.00021959672,0.00021959672,0.00021959672,0.00021959672,0.00021959672,0.00021959672,0.00021959672,0.00021959672,0.00021959672,0.00021959672,0.00021959672,0.00021959672,0.00021959672,0.00021959672,0.00021959672,0.00021959672,0.00021959672,0.00021959672,0.00021959672,0.00021959672,0.00021959672,0.00021959672,0.00021959672,0.00021959672,0.00021959672,0.00021959672,0.00021959672,0.00021959672,0.00021959672,0.00021959672,0.00021959672,0.00021959672,0.00021959672,0.00021959672,0.00021959672,0.00021959672,0.00021959672,0.00021959672,0.9857261,0.00021959672,0.00021959672,0.00021959672,0.00021959672,0.00021959672,0.00021959672,0.00021959672,0.00021959672,0.00021959672,0.00021959672
8673465,108,0,0.00017218167,0.00017218167,0.00017218167,0.00017218167,0.00017218167,0.00017218167,0.00017218167,0.00017218167,0.00017218167,0.00017218167,0.00017218167,0.00017218167,0.00017218167,0.00017218167,0.00017218167,0.00017218167,0.00017218167,0.00017218167,0.00017218167,0.00017218167,0.00017218167,0.00017218167,0.00017218167,0.00017218167,0.00017218167,0.00017218167,0.00017218167,0.00017218167,0.00017218167,0.00017218167,0.00017218167,0.00017218167,0.00017218167,0.00017218167,0.00017218167,0.00017218167,0.00017218167,0.00017218167,0.00017218167,0.00017218167,0.00017218167,0.00017218167,0.00017218167,0.00017218167,0.00017218167,0.00017218167,0.00017218167,0.00017218167,0.00017218167,0.00017218167,0.00017218167,0.00017218167,0.00017218167,0.00017218167,0.00017218167,0.9888081,0.00017218167,0.00017218167,0.00017218167,0.00017218167,0.00017218167,0.00017218167,0.00017218167,0.00017218167,0.00017218167,0.00017218167
9175625,108,0,0.00019425734,0.00019425734,0.00019425734,0.00019425734,0.9873729,0.00019425734,0.00019425734,0.00019425734,0.00019425734,0.00019425734,0.00019425734,0.00019425734,0.00019425734,0.00019425734,0.00019425734,0.00019425734,0.00019425734,0.00019425734,0.00019425734,0.00019425734,0.00019425734,0.00019425734,0.00019425734,0.00019425734,0.00019425734,0.00019425734,0.00019425734,0.00019425734,0.00019425734,0.00019425734,0.00019425734,0.00019425734,0.00019425734,0.00019425734,0.00019425734,0.00019425734,0.00019425734,0.00019425734,0.00019425734,0.00019425734,0.00019425734,0.00019425734,0.00019425734,0.00019425734,0.00019425734,0.00019425734,0.00019425734,0.00019425734,0.00019425734,0.00019425734,0.00019425734,0.00019425734,0.00019425734,0.00019425734,0.00019425734,0.00019425734,0.00019425734,0.00019425734,0.00019425734,0.00019425734,0.00019425734,0.00019425734,0.00019425734,0.00019425734,0.00019425734,0.00019425734
9245791,108,0,0.0003523864,0.38422227,0.0003523864,0.0003523864,0.0003523864,0.0003523864,0.0003523864,0.0003523864,0.0003523864,0.0003523864,0.0003523864,0.0003523864,0.0003523864,0.0003523864,0.0003523864,0.0003523864,0.0003523864,0.0003523864,0.0003523864,0.0003523864,0.0003523864,0.0003523864,0.0003523864,0.0003523864,0.0003523864,0.0003523864,0.0003523864,0.0003523864,0.0003523864,0.0003523864,0.0003523864,0.0003523864,0.0003523864,0.0003523864,0.0003523864,0.0003523864,0.0003523864,0.0003523864,0.0003523864,0.0003523864,0.0003523864,0.0003523864,0.0003523864,0.0003523864,0.0003523864,0.0003523864,0.0003523864,0.0003523864,0.0003523864,0.0003523864,0.0003523864,0.0003523864,0.0003523864,0.0003523864,0.038499366,0.5550773,0.0003523864,0.0003523864,0.0003523864,0.0003523864,0.0003523864,0.0003523864,0.0003523864,0.0003523864,0.0003523864,0.0003523864
9346876,108,0,0.00018255129,0.00018255129,0.00018255129,0.00018255129,0.00018255129,0.00018255129,0.00018255129,0.00018255129,0.00018255129,0.00018255129,0.00018255129,0.00018255129,0.00018255129,0.00018255129,0.00018255129,0.00018255129,0.00018255129,0.00018255129,0.00018255129,0.00018255129,0.00018255129,0.00018255129,0.00018255129,0.00018255129,0.00018255129,0.00018255129,0.00018255129,0.00018255129,0.00018255129,0.00018255129,0.00018255129,0.00018255129,0.00018255129,0.00018255129,0.00018255129,0.00018255129,0.00018255129,0.00018255129,0.00018255129,0.00018255129,0.00018255129,0.00018255129,0.00018255129,0.00018255129,0.00018255129,0.00018255129,0.00018255129,0.00018255129,0.00018255129,0.00018255129,0.00018255129,0.00018255129,0.00018255129,0.00018255129,0.00018255129,0.00018255129,0.00018255129,0.00018255129,0.00018255129,0.00018255129,0.00018255129,0.98813415,0.00018255129,0.00018255129,0.00018255129,0.00018255129
9352931,108,0,0.00018706634,0.00018706634,0.00018706634,0.00018706634,0.00018706634,0.00018706635,0.9878403,0.00018706634,0.00018706634,0.00018706634,0.00018706634,0.00018706634,0.00018706634,0.00018706634,0.00018706634,0.00018706634,0.00018706634,0.00018706634,0.00018706634,0.00018706634,0.00018706634,0.00018706634,0.00018706634,0.00018706634,0.00018706634,0.00018706634,0.00018706634,0.00018706634,0.00018706634,0.00018706634,0.00018706634,0.00018706634,0.00018706634,0.00018706634,0.00018706634,0.00018706634,0.00018706634,0.00018706634,0.00018706634,0.00018706634,0.00018706634,0.00018706634,0.00018706634,0.00018706634,0.00018706634,0.00018706634,0.00018706634,0.00018706634,0.00018706634,0.00018706634,0.00018706634,0.00018706634,0.00018706634,0.00018706634,0.00018706634,0.00018706634,0.00018706634,0.00018706634,0.00018706634,0.00018706634,0.00018706634,0.00018706634,0.00018706634,0.00018706634,0.00018706634,0.00018706634
10051610,108,0,0.00036077743,0.00036077743,0.2687784,0.00036077743,0.00036077743,0.00036077743,0.00036077743,0.00036077743,0.00036077743,0.00036077743,0.00036077743,0.00036077743,0.00036077743,0.00036077743,0.00036077743,0.00036077743,0.00036077743,0.00036077743,0.00036077743,0.00036077743,0.00036077743,0.00036077743,0.00036077743,0.00036077743,0.00036077743,0.00036077743,0.00036077743,0.00036077743,0.00036077743,0.00036077743,0.00036077743,0.00036077743,0.00036077743,0.00036077743,0.00036077743,0.00036077743,0.00036077743,0.00036077743,0.00036077743,0.00036077743,0.00036077743,0.00036077743,0.00036077743,0.00036077743,0.00036077743,0.00036077743,0.70813113,0.00036077743,0.00036077743,0.00036077743,0.00036077743,0.00036077743,0.00036077743,0.00036077743,0.00036077743,0.00036077743,0.00036077743,0.00036077743,0.00036077743,0.00036077743,0.00036077743,0.00036077743,0.00036077743,0.00036077743,0.00036077743,0.00036077743
10087618,108,0,0.0005224782,0.0005224782,0.0005224782,0.0005224782,0.0005224782,0.0005224782,0.0005224782,0.0005224782,0.0005224782,0.0005224782,0.0005224782,0.0005224782,0.0005224782,0.0005224782,0.0005224782,0.0005224782,0.0005224782,0.0005224782,0.0005224782,0.0005224782,0.0005224782,0.0005224782,0.0005224782,0.0005224782,0.0005224782,0.0005224782,0.0005224782,0.0005224782,0.0005224782,0.0005224782,0.0005224782,0.0005224782,0.0005224782,0.0005224782,0.0005224782,0.0005224782,0.0005224782,0.0005224782,0.0005224782,0.0005224782,0.0005224782,0.0005224782,0.0005224782,0.0005224782,0.0005224782,0.0005224782,0.0005224782,0.0005224782,0.0005224782,0.0005224782,0.0005224782,0.0005224782,0.96603876,0.0005224782,0.0005224782,0.0005224782,0.0005224782,0.0005224782,0.0005224782,0.0005224782,0.0005224782,0.0005224782,0.0005224782,0.0005224782,0.0005224782,0.0005224782
10320929,108,0,0.0003223847,0.0003223847,0.0003223847,0.0003223847,0.0003223847,0.0003223847,0.0003223847,0.0003223847,0.0003223847,0.0003223847,0.0003223847,0.0003223847,0.0003223847,0.0003223847,0.0003223847,0.0003223847,0.0003223847,0.0003223847,0.0003223847,0.0003223847,0.0003223847,0.0003223847,0.0003223847,0.0003223847,0.0003223847,0.0003223847,0.0003223847,0.0003223847,0.0003223847,0.0003223847,0.0003223847,0.0003223847,0.0003223847,0.0003223847,0.0003223847,0.0003223847,0.0003223847,0.0003223847,0.0003223847,0.0003223847,0.97904474,0.0003223847,0.0003223847,0.0003223847,0.0003223847,0.0003223847,0.0003223847,0.0003223847,0.0003223847,0.0003223847,0.0003223847,0.0003223847,0.0003223847,0.0003223847,0.0003223847,0.0003223847,0.0003223847,0.0003223847,0.0003223847,0.0003223847,0.0003223847,0.0003223847,0.0003223847,0.0003223847,0.0003223847,0.0003223847
10700148,108,0,0.00042088953,0.00042088953,0.00042088953,0.5911626,0.00042088953,0.00042088953,0.00042088953,0.00042088953,0.00042088953,0.00042088953,0.00042088953,0.00042088953,0.00042088953,0.00042088953,0.00042088953,0.00042088953,0.00042088953,0.00042088953,0.00042088953,0.00042088953,0.00042088953,0.00042088953,0.00042088953,0.00042088953,0.00042088953,0.00042088953,0.00042088953,0.00042088953,0.00042088953,0.00042088953,0.00042088953,0.00042088953,0.00042088953,0.00042088953,0.00042088953,0.00042088953,0.00042088953,0.00042088953,0.00042088953,0.00042088953,0.00042088953,0.00042088953,0.00042088953,0.00042088953,0.00042088953,0.00042088953,0.00042088953,0.00042088953,0.00042088953,0.00042088953,0.00042088953,0.00042088953,0.00042088953,0.00042088953,0.00042088953,0.00042088953,0.00042088953,0.00042088953,0.00042088953,0.00042088953,0.00042088953,0.00042088953,0.00042088953,0.38189974,0.00042088953,0.00042088953
10725388,108,0,0.00016650827,0.00016650827,0.00016650827,0.00016650827,0.00016650827,0.00016650827,0.00016650827,0.00016650827,0.00016650827,0.00016650827,0.00016650827,0.00016650827,0.00016650827,0.00016650827,0.00016650827,0.00016650827,0.00016650827,0.00016650827,0.00016650827,0.00016650827,0.00016650827,0.00016650827,0.00016650827,0.00016650827,0.00016650827,0.00016650827,0.00016650827,0.00016650827,0.00016650827,0.00016650827,0.00016650827,0.00016650827,0.00016650827,0.00016650827,0.00016650827,0.00016650827,0.8094758,0.00016650827,0.00016650827,0.00016650827,0.00016650827,0.00016650827,0.00016650827,0.00016650827,0.00016650827,0.00016650827,0.00016650827,0.00016650827,0.00016650827,0.00016650827,0.00016650827,0.00016650827,0.00016650827,0.00016650827,0.00016650827,0.00016650827,0.00016650827,0.00016650827,0.00016650827,0.00016650827,0.00016650827,0.17986757,0.00016650827,0.00016650827,0.00016650827,0.00016650827
10806067,108,0,0.000184779,0.000184779,0.000184779,0.000184779,0.000184779,0.000184779,0.000184779,0.000184779,0.000184779,0.000184779,0.000184779,0.000184779,0.000184779,0.000184779,0.000184779,0.000184779,0.000184779,0.000184779,0.000184779,0.000184779,0.000184779,0.000184779,0.000184779,0.000184779,0.000184779,0.000184779,0.000184779,0.000184779,0.000184779,0.000184779,0.000184779,0.000184779,0.000184779,0.000184779,0.000184779,0.000184779,0.000184779,0.000184779,0.000184779,0.000184779,0.000184779,0.000184779,0.000184779,0.000184779,0.000184779,0.000184779,0.000184779,0.000184779,0.000184779,0.000184779,0.000184779,0.000184779,0.000184779,0.000184779,0.000184779,0.000184779,0.000184779,0.000184779,0.000184779,0.000184779,0.98798937,0.000184779,0.000184779,0.000184779,0.000184779,0.000184779
10946305,108,0,0.00024839657,0.00024839657,0.00024839657,0.00024839657,0.00024839657,0.00024839657,0.00024839657,0.00024839657,0.00024839657,0.00024839657,0.00024839657,0.00024839657,0.00024839657,0.00024839657,0.00024839657,0.00024839657,0.00024839657,0.00024839657,0.00024839657,0.00024839657,0.00024839657,0.00024839657,0.00024839657,0.00024839657,0.00024839657,0.00024839657,0.7707877,0.00024839657,0.00024839657,0.00024839657,0.00024839657,0.00024839657,0.00024839657,0.00024839657,0.00024839657,0.00024839657,0.00024839657,0.00024839657,0.00024839657,0.00024839657,0.00024839657,0.21331458,0.00024839657,0.00024839657,0.00024839657,0.00024839657,0.00024839657,0.00024839657,0.00024839657,0.00024839657,0.00024839657,0.00024839657,0.00024839657,0.00024839657,0.00024839657,0.00024839657,0.00024839657,0.00024839657,0.00024839657,0.00024839657,0.00024839657,0.00024839657,0.00024839657,0.00024839657,0.00024839657,0.00024839657
10969025,108,0,0.00022615642,0.00022615642,0.23536864,0.00022615642,0.00022615642,0.00022615642,0.00022615642,0.00022615642,0.00022615642,0.00022615642,0.00022615642,0.00022615642,0.00022615642,0.00022615642,0.00022615642,0.00022615642,0.00022615642,0.00022615642,0.00022615642,0.00022615642,0.00022615642,0.00022615642,0.00022615642,0.00022615642,0.00022615642,0.00022615642,0.00022615642,0.00022615642,0.00022615642,0.00022615642,0.00022615642,0.00022615642,0.00022615642,0.00022615642,0.00022615642,0.00022615642,0.00022615642,0.00022615642,0.00022615642,0.00022615642,0.00022615642,0.00022615642,0.00022615642,0.00022615642,0.00022615642,0.00022615642,0.7501569,0.00022615642,0.00022615642,0.00022615642,0.00022615642,0.00022615642,0.00022615642,0.00022615642,0.00022615642,0.00022615642,0.00022615642,0.00022615642,0.00022615642,0.00022615642,0.00022615642,0.00022615642,0.00022615642,0.00022615642,0.00022615642,0.00022615642
11950889,108,0,0.00015151763,0.00015151763,0.99015105,0.00015151763,0.00015151763,0.00015151763,0.00015151763,0.00015151763,0.00015151763,0.00015151763,0.00015151763,0.00015151763,0.00015151763,0.00015151763,0.00015151763,0.00015151763,0.00015151763,0.00015151763,0.00015151763,0.00015151763,0.00015151763,0.00015151763,0.00015151763,0.00015151763,0.00015151763,0.00015151763,0.00015151763,0.00015151763,0.00015151763,0.00015151763,0.00015151763,0.00015151763,0.00015151763,0.00015151763,0.00015151763,0.00015151763,0.00015151763,0.00015151763,0.00015151763,0.00015151763,0.00015151763,0.00015151763,0.00015151763,0.00015151763,0.00015151763,0.00015151763,0.00015151763,0.00015151763,0.00015151763,0.00015151763,0.00015151763,0.00015151763,0.00015151763,0.00015151763,0.00015151763,0.00015151763,0.00015151763,0.00015151763,0.00015151763,0.00015151763,0.00015151763,0.00015151763,0.00015151763,0.00015151763,0.00015151763,0.00015151763
12217649,108,0,0.0002443844,0.0002443844,0.0002443844,0.0002443844,0.0002443844,0.0002443844,0.0002443844,0.0002443844,0.0002443844,0.0002443844,0.0002443844,0.0002443844,0.0002443844,0.0002443844,0.0002443844,0.0002443844,0.0002443844,0.0002443844,0.0002443844,0.0002443844,0.0002443844,0.0002443844,0.0002443844,0.0002443844,0.0002443844,0.0002443844,0.0002443844,0.0002443844,0.0002443844,0.0002443844,0.0002443844,0.0002443844,0.0002443844,0.0002443844,0.0002443844,0.0002443844,0.0002443844,0.0002443844,0.0002443844,0.0002443844,0.0002443844,0.0002443844,0.0002443844,0.0002443844,0.0002443844,0.0002443844,0.0002443844,0.0002443844,0.0002443844,0.0002443844,0.0002443844,0.0002443844,0.0002443844,0.0002443844,0.98411494,0.0002443844,0.0002443844,0.0002443844,0.0002443844,0.0002443844,0.0002443844,0.0002443844,0.0002443844,0.0002443844,0.0002443844,0.0002443844
12297500,108,0,0.00016469687,0.00016469687,0.00016469687,0.00016469687,0.00016469687,0.00016469687,0.00016469687,0.00016469687,0.00016469687,0.00016469687,0.00016469687,0.00016469687,0.00016469687,0.00016469687,0.00016469687,0.00016469687,0.00016469687,0.00016469687,0.00016469687,0.00016469687,0.00016469687,0.00016469687,0.00016469687,0.00016469687,0.00016469687,0.00016469687,0.00016469687,0.00016469687,0.00016469687,0.00016469687,0.00016469687,0.00016469687,0.00016469687,0.00016469687,0.00016469687,0.00016469687,0.9892945,0.00016469687,0.00016469687,0.00016469687,0.00016469687,0.00016469687,0.00016469687,0.00016469687,0.00016469687,0.00016469687,0.00016469687,0.00016469687,0.00016469687,0.00016469687,0.00016469687,0.00016469687,0.00016469687,0.00016469687,0.00016469687,0.00016469687,0.00016469687,0.00016469687,0.00016469687,0.00016469687,0.00016469687,0.00016469687,0.00016469687,0.00016469687,0.00016469687,0.00016469687
12415118,108,0,0.00020755816,0.00020755816,0.00020755816,0.00020755816,0.00020755816,0.9865083,0.00020755816,0.00020755816,0.00020755816,0.00020755816,0.00020755816,0.00020755816,0.00020755816,0.00020755816,0.00020755816,0.00020755816,0.00020755816,0.00020755816,0.00020755816,0.00020755816,0.00020755816,0.00020755816,0.00020755816,0.00020755816,0.00020755816,0.00020755816,0.00020755816,0.00020755816,0.00020755816,0.00020755816,0.00020755816,0.00020755816,0.00020755816,0.00020755816,0.00020755816,0.00020755816,0.00020755816,0.00020755816,0.00020755816,0.00020755816,0.00020755816,0.00020755816,0.00020755816,0.00020755816,0.00020755816,0.00020755816,0.00020755816,0.00020755816,0.00020755816,0.00020755816,0.00020755816,0.00020755816,0.00020755816,0.00020755816,0.00020755816,0.00020755816,0.00020755816,0.00020755816,0.00020755816,0.00020755816,0.00020755816,0.00020755816,0.00020755816,0.00020755816,0.00020755816,0.00020755816
