DocumentID,Label,LabelID,Topic_1,Topic_2
8042410,108,0,0.011144353,0.9888556
8132718,108,0,0.008076247,0.9919237
8673465,108,0,0.2655047,0.73449534
8707050,108,0,0.32054093,0.6794591
9346876,108,0,0.056731366,0.9432686
9352931,108,0,0.009032307,0.99096775
9591694,108,0,0.3203954,0.6796046
10051610,108,0,0.19118275,0.80881727
10087618,108,0,0.61138666,0.38861337
10100328,108,0,0.014565972,0.985434
10320929,108,0,0.08346897,0.916531
10531012,108,0,0.007034477,0.9929655
10725388,108,0,0.108811714,0.89118826
10806067,108,0,0.008802915,0.99119705
10946305,108,0,0.1963569,0.8036431
10969025,108,0,0.011173828,0.9888262
11950889,108,0,0.0075358767,0.9924641
12217649,108,0,0.010855448,0.98914456
12297500,108,0,0.008821205,0.9911788
12415118,108,0,0.30041674,0.6995833
12417022,108,0,0.02283866,0.97716135
12461557,108,0,0.2732867,0.7267133
12511612,108,0,0.022550374,0.9774496
12516859,108,0,0.027251502,0.97274846
8908519,109,1,0.99022293,0.009777065
8940425,109,1,0.9911691,0.008830921
9149812,109,1,0.9870193,0.012980688
9187765,109,1,0.98325145,0.016748486
9666006,109,1,0.9845478,0.015452242
9836710,109,1,0.6762062,0.3237938
10029323,109,1,0.9916763,0.008323721
10084106,109,1,0.9918179,0.008182134
10224010,109,1,0.7821585,0.21784154
10419204,109,1,0.9921203,0.00787965
10440566,109,1,0.9873647,0.012635267
10457842,109,1,0.990389,0.009610998
10574095,109,1,0.9831618,0.016838145
10599890,109,1,0.9915104,0.008489548
10713370,109,1,0.9774242,0.022575783
10742226,109,1,0.9943409,0.0056591313
10769755,109,1,0.9843773,0.015622711
10877778,109,1,0.99008805,0.009911967
10966441,109,1,0.9899464,0.010053623
12144770,109,1,0.9908148,0.0091851605
12211279,109,1,0.9947741,0.0052258447
12218656,109,1,0.97919166,0.020808348
12374402,109,1,0.9883206,0.011679464
12454166,109,1,0.99013203,0.009867959
1669719,111,2,0.98976827,0.010231759
7774117,111,2,0.9942277,0.0057722735
7913756,111,2,0.994399,0.0056009735
7936296,111,2,0.9718663,0.028133653
7991124,111,2,0.9915076,0.008492408
8137126,111,2,0.9892612,0.010738787
8137132,111,2,0.9898668,0.010133199
8618678,111,2,0.9846224,0.015377601
8657630,111,2,0.98483914,0.0151609285
8682199,111,2,0.99137765,0.008622342
8707291,111,2,0.9940259,0.0059741368
8797471,111,2,0.9910508,0.008949251
8797472,111,2,0.9726355,0.027364483
8841969,111,2,0.991232,0.008768049
9128415,111,2,0.99442756,0.005572401
9239743,111,2,0.98906726,0.01093278
9263413,111,2,0.9734339,0.02656611
9629853,111,2,0.9871158,0.012884203
9681800,111,2,0.9889221,0.01107783
9789072,111,2,0.9932697,0.0067303535
9864731,111,2,0.99165285,0.008347164
10360778,111,2,0.9829257,0.017074317
10412591,111,2,0.9879139,0.012086088
10932276,111,2,0.9932933,0.0067067007
7866403,114,3,0.34491593,0.6550841
7903889,114,3,0.50652325,0.49347675
8111410,114,3,0.1577817,0.8422183
8118461,114,3,0.7944108,0.20558919
8522331,114,3,0.40279427,0.59720576
8537055,114,3,0.1307922,0.8692078
8616874,114,3,0.010616317,0.9893837
9012588,114,3,0.11289534,0.8871047
9140167,114,3,0.23685181,0.7631482
9196022,114,3,0.1291903,0.87080973
9220497,114,3,0.006230377,0.9937696
9399850,114,3,0.4137714,0.5862286
9566701,114,3,0.12051776,0.87948227
9869603,114,3,0.33976656,0.6602334
10213492,114,3,0.12709586,0.8729041
10339655,114,3,0.01092646,0.9890735
10526234,114,3,0.0146241095,0.9853759
10717531,114,3,0.22223312,0.7777669
10851078,114,3,0.10345592,0.8965441
10920985,114,3,0.25004038,0.74995965
10921028,114,3,0.36021468,0.6397853
10936679,114,3,0.13273062,0.8672694
11040191,114,3,0.01594999,0.98405004
12059991,114,3,0.083820336,0.91617966
7529048,116,4,0.02920728,0.9707927
8286193,116,4,0.009224635,0.99077535
8607861,116,4,0.009910756,0.99008924
8665514,116,4,0.006401153,0.9935989
8710868,116,4,0.008910148,0.9910899
9056422,116,4,0.010399753,0.98960024
9205064,116,4,0.006452231,0.9935478
9342439,116,4,0.007317309,0.9926827
9394418,116,4,0.008896669,0.99110335
9413807,116,4,0.01006078,0.9899392
9516080,116,4,0.0054473802,0.9945526
9545345,116,4,0.006119285,0.99388075
9699666,116,4,0.0066500194,0.99334997
9815544,116,4,0.004862466,0.9951375
9815941,116,4,0.0081538,0.99184614
10026153,116,4,0.009373213,0.9906268
10401676,116,4,0.006406696,0.9935933
10430101,116,4,0.0054015485,0.99459845
10435587,116,4,0.008815783,0.9911842
10438568,116,4,0.013713944,0.98628604
10459850,116,4,0.017656198,0.98234385
10766344,116,4,0.006927179,0.9930728
10791772,116,4,0.0061047166,0.9938953
11005099,116,4,0.091542564,0.90845746
7585009,117,5,0.9926253,0.007374733
8058160,117,5,0.9894195,0.010580488
8075646,117,5,0.9907633,0.00923672
8309588,117,5,0.9897384,0.0102616465
8740984,117,5,0.99263936,0.007360653
8859062,117,5,0.99430364,0.005696321
9017530,117,5,0.9882909,0.011709139
9067471,117,5,0.8966092,0.10339077
9129722,117,5,0.9912065,0.008793414
9218507,117,5,0.717248,0.282752
9265639,117,5,0.9825748,0.017425228
9369084,117,5,0.99633616,0.0036638293
9436725,117,5,0.9942827,0.0057172733
9700658,117,5,0.8091591,0.19084091
9721442,117,5,0.9846888,0.015311156
9876967,117,5,0.94291276,0.05708728
10027417,117,5,0.96860963,0.03139041
10213152,117,5,0.99239814,0.0076018474
10431657,117,5,0.90516925,0.094830774
10507547,117,5,0.9889436,0.011056412
10679292,117,5,0.9554786,0.044521432
10935434,117,5,0.9904242,0.00957583
10936886,117,5,0.7475565,0.25244346
12419536,117,5,0.9570172,0.042982824
7587891,120,6,0.096667446,0.90333253
7805557,120,6,0.008801425,0.9911986
7907945,120,6,0.0051893643,0.99481064
7928630,120,6,0.020593021,0.979407
8058309,120,6,0.008028711,0.9919713
8293386,120,6,0.019192569,0.9808074
8569178,120,6,0.058037,0.941963
8618340,120,6,0.05250027,0.94749975
8697991,120,6,0.007908464,0.99209154
8924224,120,6,0.007291433,0.99270856
8956779,120,6,0.30873698,0.69126296
9094461,120,6,0.012061258,0.9879387
9194030,120,6,0.0063133407,0.9936867
9570214,120,6,0.0060358867,0.99396414
9594287,120,6,0.009500019,0.9905
9658316,120,6,0.009330572,0.9906694
9925751,120,6,0.0065306257,0.99346936
10036998,120,6,0.016111305,0.9838886
10332871,120,6,0.009311638,0.9906884
10399167,120,6,0.009362277,0.9906377
10631462,120,6,0.044663846,0.95533615
10837140,120,6,0.026153354,0.9738467
10872665,120,6,0.0052265865,0.9947734
10928103,120,6,0.012776754,0.98722327
9190890,126,7,0.00906504,0.990935
9679979,126,7,0.03543119,0.9645688
10195885,126,7,0.0055007283,0.9944993
10200459,126,7,0.007987993,0.99201196
10334192,126,7,0.008582514,0.9914175
10340750,126,7,0.19033046,0.8096695
10354018,126,7,0.013504289,0.98649573
10410876,126,7,0.009642615,0.9903574
10557106,126,7,0.010697289,0.9893027
10572598,126,7,0.023724532,0.97627544
10618704,126,7,0.008676793,0.99132323
10632361,126,7,0.006917974,0.99308205
10637429,126,7,0.29272908,0.7072709
10692252,126,7,0.4303676,0.5696325
10698490,126,7,0.0078441575,0.99215585
10726978,126,7,0.06942817,0.9305718
10741712,126,7,0.010648654,0.98935133
10786798,126,7,0.010672014,0.98932797
10828889,126,7,0.014647972,0.98535204
10870973,126,7,0.3493898,0.65061015
10918445,126,7,0.01617337,0.98382664
10953306,126,7,0.047757126,0.9522429
11020858,126,7,0.007101503,0.9928985
11044365,126,7,0.007017151,0.99298286
8790332,142,8,0.8637438,0.13625625
8903350,142,8,0.7425324,0.2574677
8906419,142,8,0.6107795,0.38922048
9205942,142,8,0.9882294,0.011770533
9302262,142,8,0.9880403,0.011959667
9334287,142,8,0.8404028,0.15959723
9508065,142,8,0.92105967,0.07894036
9545534,142,8,0.7769003,0.22309971
9630065,142,8,0.98833734,0.011662633
9733569,142,8,0.5705541,0.42944592
9767138,142,8,0.5984168,0.40158322
9847242,142,8,0.6348412,0.36515877
10364424,142,8,0.39727974,0.6027203
10395791,142,8,0.6132094,0.38679063
10475061,142,8,0.5473957,0.45260432
10564872,142,8,0.82045,0.17954995
10753513,142,8,0.5990574,0.40094262
10769242,142,8,0.5937484,0.40625158
10804186,142,8,0.8152252,0.18477479
10822271,142,8,0.48387238,0.5161276
10842302,142,8,0.80283636,0.19716363
10899793,142,8,0.9816977,0.018302312
10906459,142,8,0.37938616,0.6206138
12455636,142,8,0.581157,0.418843
8733303,146,9,0.982249,0.01775104
8766720,146,9,0.9277048,0.07229516
9172170,146,9,0.9944077,0.00559229
9189043,146,9,0.99258804,0.0074119777
9189920,146,9,0.9890961,0.010903872
9224802,146,9,0.9486182,0.05138179
9368568,146,9,0.9808772,0.01912276
9384602,146,9,0.9949254,0.0050746533
9414118,146,9,0.93509436,0.06490565
9521418,146,9,0.97243077,0.027569177
9546792,146,9,0.9875053,0.012494698
9595861,146,9,0.97229743,0.027702544
9622000,146,9,0.98303795,0.016962081
9737546,146,9,0.9924807,0.0075192833
9746908,146,9,0.99004114,0.009958847
10037474,146,9,0.7174909,0.28250912
10090481,146,9,0.9904572,0.009542823
10206644,146,9,0.90040743,0.09959255
10337065,146,9,0.9819592,0.018040778
10463234,146,9,0.98135525,0.018644776
10526115,146,9,0.733103,0.26689702
10573013,146,9,0.98797596,0.012024064
10587643,146,9,0.6097617,0.39023834
10783295,146,9,0.96490496,0.035095014
