DocumentID,Label,LabelID,Topic_1,Topic_2
8132718,108,0,0.9924343,0.007565627
8673465,108,0,0.9925903,0.007409723
8707050,108,0,0.9872683,0.012731672
9175625,108,0,0.99270904,0.0072909645
9245791,108,0,0.9863216,0.013678372
9591694,108,0,0.9928877,0.007112281
10051610,108,0,0.7764204,0.22357957
10087618,108,0,0.97871935,0.021280697
10100328,108,0,0.9875842,0.012415775
10320929,108,0,0.9839013,0.016098715
10531012,108,0,0.99338716,0.0066128033
10700148,108,0,0.9768843,0.023115668
10725388,108,0,0.86474997,0.13525005
10806067,108,0,0.9915564,0.008443616
10946305,108,0,0.9035681,0.09643195
11950889,108,0,0.99152917,0.008470822
12217649,108,0,0.99107265,0.008927396
12415118,108,0,0.92051333,0.07948673
12461557,108,0,0.9823724,0.017627595
12496124,108,0,0.98649776,0.013502271
12496132,108,0,0.9939618,0.0060381475
12511612,108,0,0.9936319,0.006368076
12516859,108,0,0.9868211,0.013178872
12516860,108,0,0.98583657,0.0141634215
8908519,109,1,0.9904031,0.009596843
8940425,109,1,0.99326724,0.0067327605
9149812,109,1,0.99049217,0.009507886
9666006,109,1,0.98410517,0.015894791
9676381,109,1,0.9703673,0.02963266
9836710,109,1,0.9809138,0.019086158
9889212,109,1,0.99415326,0.0058467393
10029323,109,1,0.9940484,0.0059516067
10419204,109,1,0.9922987,0.00770134
10440566,109,1,0.8531675,0.14683257
10457842,109,1,0.9866413,0.013358744
10574095,109,1,0.9837022,0.016297856
10599890,109,1,0.9866168,0.01338323
10620568,109,1,0.83664554,0.16335452
10652180,109,1,0.9925816,0.007418429
10713370,109,1,0.9772514,0.022748573
10742226,109,1,0.99318266,0.0068173422
10769755,109,1,0.9905783,0.009421688
10877778,109,1,0.99274236,0.0072575766
10966386,109,1,0.98727626,0.0127237635
10966441,109,1,0.990095,0.009904975
12211279,109,1,0.9954596,0.004540392
12218656,109,1,0.78442997,0.21556997
12495014,109,1,0.95484704,0.04515296
1669719,111,2,0.009606496,0.99039346
7856030,111,2,0.012136303,0.98786366
7913756,111,2,0.005601476,0.99439853
7927332,111,2,0.0064347507,0.99356526
7936296,111,2,0.019883368,0.9801166
8137132,111,2,0.009125675,0.99087435
8682199,111,2,0.007114439,0.99288553
8707291,111,2,0.0054153996,0.99458456
8797471,111,2,0.008063859,0.99193615
8797472,111,2,0.0102325985,0.9897674
8841969,111,2,0.009025185,0.99097484
8937783,111,2,0.0064364364,0.99356353
9128415,111,2,0.0050911875,0.9949088
9239743,111,2,0.010621726,0.98937833
9263413,111,2,0.02297589,0.9770241
9681800,111,2,0.00922915,0.9907709
9789072,111,2,0.006065543,0.99393445
9864731,111,2,0.007665726,0.9923343
10360778,111,2,0.014766535,0.9852334
10412591,111,2,0.009356531,0.9906435
10932276,111,2,0.005485846,0.99451417
12222676,111,2,0.009366215,0.9906337
12420099,111,2,0.007639805,0.9923602
12464332,111,2,0.013082496,0.9869175
7866403,114,3,0.61843175,0.3815682
7903889,114,3,0.4725505,0.5274495
8111410,114,3,0.6792456,0.32075444
8118461,114,3,0.21958585,0.7804141
8522331,114,3,0.44231126,0.5576887
8566954,114,3,0.4358648,0.5641352
8616874,114,3,0.941912,0.05808801
9140167,114,3,0.76780766,0.23219237
9156280,114,3,0.82663363,0.17336635
9196022,114,3,0.77918684,0.22081314
9276697,114,3,0.8328071,0.16719288
9399850,114,3,0.7169909,0.28300914
9536987,114,3,0.918738,0.08126202
9566701,114,3,0.6680276,0.33197245
9585611,114,3,0.4362176,0.5637824
9869603,114,3,0.66538256,0.33461744
10213492,114,3,0.68939596,0.310604
10502323,114,3,0.7511993,0.24880075
10717531,114,3,0.7411482,0.25885183
10920985,114,3,0.582799,0.417201
10921028,114,3,0.634828,0.36517203
10936679,114,3,0.6917314,0.30826858
11040191,114,3,0.6657714,0.33422858
12059991,114,3,0.89262605,0.10737389
8286193,116,4,0.9901863,0.009813715
8607861,116,4,0.99003863,0.009961358
8692980,116,4,0.9898577,0.010142384
8710868,116,4,0.9909037,0.0090963505
9056422,116,4,0.9795095,0.02049047
9205064,116,4,0.9938487,0.0061513702
9342439,116,4,0.99245405,0.0075458963
9394418,116,4,0.944471,0.055529024
9413807,116,4,0.9940656,0.0059344294
9516080,116,4,0.9940283,0.0059717447
9545345,116,4,0.99387753,0.006122518
9699666,116,4,0.99261975,0.007380255
9766646,116,4,0.9910066,0.008993432
9815544,116,4,0.9945219,0.005478081
10026153,116,4,0.99088377,0.009116154
10401676,116,4,0.99109876,0.008901181
10430101,116,4,0.9945285,0.005471547
10435587,116,4,0.9887415,0.011258464
10438568,116,4,0.9895443,0.010455711
10459850,116,4,0.9931105,0.0068895775
10669726,116,4,0.9931977,0.006802296
10674396,116,4,0.9960528,0.00394718
10851068,116,4,0.95639515,0.043604884
12374697,116,4,0.9929791,0.007020862
7585009,117,5,0.007386755,0.9926133
7696609,117,5,0.009171278,0.9908287
7847069,117,5,0.0068794186,0.99312055
8058160,117,5,0.009940911,0.9900591
8075646,117,5,0.009544339,0.9904556
8740984,117,5,0.0073103956,0.9926896
8826994,117,5,0.008581236,0.9914188
8859062,117,5,0.005421119,0.9945789
9017530,117,5,0.010399776,0.98960024
9067471,117,5,0.022203237,0.9777968
9129722,117,5,0.008030421,0.9919695
9218507,117,5,0.22559717,0.7744028
9265639,117,5,0.041496217,0.9585038
9369084,117,5,0.0035642483,0.99643576
9470136,117,5,0.018148089,0.9818519
9700658,117,5,0.076913625,0.9230864
10027417,117,5,0.06753375,0.9324662
10213152,117,5,0.080940805,0.9190592
10431657,117,5,0.042962186,0.9570378
10507547,117,5,0.20250706,0.7974929
10559556,117,5,0.013417346,0.98658264
10679292,117,5,0.016288957,0.98371106
10935434,117,5,0.0060600103,0.99394
11860878,117,5,0.07978965,0.92021036
7587891,120,6,0.69115895,0.30884105
7805557,120,6,0.9748473,0.025152681
7928630,120,6,0.9159931,0.08400689
8058309,120,6,0.9913163,0.008683713
8293386,120,6,0.9266036,0.07339639
8521452,120,6,0.99093825,0.009061701
8569178,120,6,0.82433504,0.17566496
8618340,120,6,0.9817544,0.018245596
8697991,120,6,0.97525686,0.02474314
8924224,120,6,0.89738345,0.102616526
8956779,120,6,0.7502199,0.24978007
9094461,120,6,0.9872512,0.01274882
9291431,120,6,0.9876997,0.01230025
9570214,120,6,0.991982,0.008018021
9594287,120,6,0.990681,0.00931899
9658316,120,6,0.9539783,0.046021767
9798412,120,6,0.97865283,0.021347128
9925751,120,6,0.99261254,0.007387442
10399167,120,6,0.4592296,0.5407705
10403689,120,6,0.98768675,0.012313272
10631462,120,6,0.8946378,0.105362184
10794547,120,6,0.98010844,0.019891543
10837140,120,6,0.86284024,0.13715975
10923484,120,6,0.9896467,0.010353348
8524262,126,7,0.98741883,0.0125811165
9190890,126,7,0.9910469,0.008953087
9485488,126,7,0.88203937,0.117960654
9625811,126,7,0.99125516,0.008744776
9679979,126,7,0.88255626,0.117443725
10065149,126,7,0.9885959,0.011404065
10195885,126,7,0.9948417,0.005158329
10200459,126,7,0.99127704,0.008722925
10334192,126,7,0.9922253,0.0077746925
10340750,126,7,0.54294944,0.45705053
10354018,126,7,0.9898779,0.010122085
10410876,126,7,0.9919458,0.008054189
10557106,126,7,0.98935765,0.0106423665
10618704,126,7,0.9917962,0.008203758
10637429,126,7,0.60212463,0.3978754
10726978,126,7,0.93991023,0.060089793
10741712,126,7,0.98809916,0.011900832
10786798,126,7,0.98825616,0.011743787
10870973,126,7,0.512547,0.48745298
10918445,126,7,0.9067111,0.093288906
10933063,126,7,0.9782438,0.021756178
10935482,126,7,0.98585594,0.01414404
10953306,126,7,0.78317976,0.21682023
11044365,126,7,0.9935501,0.0064498833
8790332,142,8,0.14859772,0.8514022
8875075,142,8,0.4157176,0.5842824
8903350,142,8,0.016157392,0.9838426
8946241,142,8,0.030919492,0.9690805
9119087,142,8,0.57779026,0.4222098
9334287,142,8,0.22789407,0.772106
9508065,142,8,0.29703104,0.70296896
9545534,142,8,0.009603553,0.99039644
9630065,142,8,0.014377992,0.98562205
9733569,142,8,0.29721203,0.70278794
9767138,142,8,0.251792,0.748208
9847242,142,8,0.39590418,0.6040958
10349094,142,8,0.65972364,0.34027642
10354479,142,8,0.090105414,0.9098946
10364424,142,8,0.44946128,0.5505387
10475061,142,8,0.4282705,0.57172954
10518503,142,8,0.034704663,0.9652953
10564872,142,8,0.021178745,0.9788213
10769242,142,8,0.17121847,0.82878155
10804186,142,8,0.12597933,0.8740207
10822271,142,8,0.4065152,0.59348476
10842302,142,8,0.09157714,0.9084228
10899793,142,8,0.015761832,0.98423815
10906459,142,8,0.40556377,0.5944363
8733303,146,9,0.017222526,0.98277754
8766720,146,9,0.016719682,0.9832803
9172170,146,9,0.0071862084,0.9928138
9189043,146,9,0.0073737777,0.99262625
9189920,146,9,0.01002164,0.9899784
9224802,146,9,0.017411081,0.98258895
9368568,146,9,0.018117,0.98188305
9414118,146,9,0.05051313,0.94948685
9521418,146,9,0.012041087,0.9879589
9546792,146,9,0.013018705,0.98698133
9595861,146,9,0.025582017,0.974418
9622000,146,9,0.016044138,0.98395586
9652956,146,9,0.07415956,0.92584044
9737546,146,9,0.0059196227,0.99408036
10037474,146,9,0.019435378,0.9805646
10090481,146,9,0.0097103445,0.9902897
10337065,146,9,0.014195795,0.98580426
10430510,146,9,0.5581318,0.44186813
10468510,146,9,0.00726157,0.9927384
10587643,146,9,0.45965615,0.5403438
10607841,146,9,0.057425093,0.9425749
10754226,146,9,0.016438741,0.9835613
10783295,146,9,0.017572783,0.9824272
12451676,146,9,0.0057161986,0.9942838
