DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20
8042410,108,0,0.000704297,0.000704297,0.000704297,0.000704297,0.000704297,0.000704297,0.000704297,0.000704297,0.000704297,0.000704297,0.18985234,0.000704297,0.000704297,0.000704297,0.000704297,0.000704297,0.000704297,0.7151486,0.000704297,0.083025925
8132718,108,0,0.0005555771,0.0005555771,0.0005555771,0.0005555772,0.0005555771,0.0005555771,0.0005555771,0.0005555771,0.0005555771,0.0005555771,0.9894437,0.0005555771,0.0005555771,0.0005555771,0.0005555771,0.0005555771,0.0005555771,0.0005555771,0.0005555771,0.0005555771
8673465,108,0,0.00056181836,0.00056181836,0.98932487,0.00056181836,0.00056181836,0.00056181836,0.00056181836,0.00056181836,0.00056181836,0.00056181836,0.00056181836,0.00056181836,0.00056181836,0.00056181836,0.00056181836,0.00056181836,0.00056181836,0.00056181836,0.00056181836,0.00056181836
8707050,108,0,0.00087723887,0.00087723887,0.00087723887,0.0008772389,0.00087723887,0.00087723887,0.00087723887,0.00087723887,0.00087723887,0.9833326,0.00087723887,0.00087723887,0.00087723887,0.00087723887,0.00087723887,0.00087723887,0.00087723887,0.00087723887,0.00087723887,0.00087723887
9346876,108,0,0.00060980476,0.00060980476,0.2462732,0.00060980476,0.28639078,0.00060980476,0.00060980476,0.00060980476,0.00060980476,0.45696902,0.00060980476,0.00060980476,0.00060980476,0.00060980476,0.00060980476,0.00060980476,0.00060980476,0.00060980476,0.00060980476,0.00060980476
9352931,108,0,0.0006173117,0.0006173117,0.98827046,0.0006173117,0.0006173117,0.0006173117,0.0006173117,0.0006173117,0.0006173117,0.0006173117,0.0006173117,0.0006173117,0.0006173117,0.0006173117,0.0006173117,0.0006173117,0.0006173117,0.0006173117,0.0006173117,0.0006173117
9591694,108,0,0.00056819624,0.00056819624,0.0005681963,0.9892037,0.00056819624,0.00056819624,0.00056819624,0.00056819624,0.00056819624,0.00056819624,0.00056819624,0.00056819624,0.00056819624,0.00056819624,0.00056819624,0.00056819624,0.00056819624,0.00056819624,0.00056819624,0.00056819624
10051610,108,0,0.0011628846,0.0011628846,0.0011628846,0.0011628846,0.0011628846,0.0011628846,0.0011628846,0.0011628846,0.0011628846,0.0011628846,0.38093793,0.0011628846,0.0011628846,0.0011628846,0.0011628846,0.0011628846,0.0011628846,0.0011628846,0.59813035,0.0011628846
10087618,108,0,0.0015153543,0.0015153543,0.6438475,0.14699288,0.0015153543,0.0015153543,0.0015153543,0.0015153543,0.0015153543,0.18339886,0.0015153543,0.0015153543,0.0015153543,0.0015153543,0.0015153543,0.0015153543,0.0015153543,0.0015153543,0.0015153543,0.0015153543
10100328,108,0,0.00072466495,0.00072466495,0.9862306,0.00072466495,0.000724665,0.00072466495,0.00072466495,0.00072466495,0.00072466495,0.00072466495,0.00072466495,0.00072466495,0.00072466495,0.00072466495,0.00072466495,0.00072466495,0.00072466495,0.00072466495,0.00072466495,0.00072466495
10320929,108,0,0.0010638684,0.0010638684,0.0010638684,0.97978675,0.0010638684,0.0010638684,0.0010638684,0.0010638684,0.0010638684,0.0010638684,0.0010638685,0.0010638684,0.0010638684,0.0010638684,0.0010638684,0.0010638684,0.0010638684,0.0010638684,0.0010638684,0.0010638684
