DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20,Topic_21,Topic_22,Topic_23,Topic_24,Topic_25,Topic_26,Topic_27,Topic_28,Topic_29,Topic_30,Topic_31,Topic_32,Topic_33,Topic_34,Topic_35
8042410,108,0,0.00041413368,0.00041413368,0.00041413368,0.00041413368,0.045948204,0.00041413368,0.00041413368,0.00041413368,0.00041413368,0.00041413368,0.00041413368,0.00041413368,0.10242484,0.00041413368,0.00041413368,0.00041413368,0.00041413368,0.00041413368,0.00041413368,0.20457776,0.00041413368,0.041199416,0.00041413368,0.00041413368,0.00041413368,0.00041413368,0.00041413368,0.00041413368,0.00041413368,0.3193198,0.27452004,0.00041413368,0.00041413368,0.00041413368,0.00041413368
8673465,108,0,0.0003246888,0.9889603,0.0003246888,0.0003246888,0.0003246888,0.0003246888,0.0003246888,0.0003246888,0.0003246888,0.0003246888,0.0003246888,0.0003246888,0.0003246888,0.0003246888,0.0003246888,0.0003246888,0.0003246888,0.0003246888,0.0003246888,0.0003246888,0.0003246888,0.0003246888,0.0003246888,0.0003246888,0.0003246888,0.0003246888,0.0003246888,0.0003246888,0.0003246888,0.0003246888,0.0003246888,0.0003246888,0.0003246888,0.0003246888,0.0003246888
9175625,108,0,0.00036631286,0.00036631286,0.00036631286,0.00036631286,0.00036631286,0.00036631286,0.00036631286,0.00036631286,0.00036631286,0.00036631286,0.00036631286,0.00036631286,0.00036631286,0.00036631286,0.00036631286,0.00036631286,0.00036631286,0.00036631286,0.00036631286,0.00036631286,0.00036631286,0.00036631286,0.00036631286,0.00036631286,0.00036631286,0.00036631286,0.00036631286,0.00036631286,0.00036631286,0.00036631286,0.9875454,0.00036631286,0.00036631286,0.00036631286,0.00036631286
9245791,108,0,0.0006644914,0.9774068,0.0006644914,0.0006644914,0.0006644914,0.0006644914,0.0006644914,0.0006644914,0.0006644914,0.0006644914,0.0006644914,0.0006644914,0.0006644914,0.0006644914,0.0006644914,0.0006644914,0.0006644914,0.0006644914,0.0006644914,0.0006644914,0.0006644914,0.0006644914,0.0006644914,0.0006644914,0.0006644914,0.0006644914,0.0006644914,0.0006644914,0.0006644914,0.0006644914,0.0006644914,0.0006644914,0.0006644914,0.0006644914,0.0006644914
9346876,108,0,0.00034425705,0.00034425705,0.00034425705,0.00034425705,0.00034425705,0.00034425705,0.00034425705,0.00034425705,0.00034425705,0.00034425705,0.00034425705,0.00034425705,0.00034425705,0.00034425705,0.00034425705,0.00034425705,0.00034425705,0.00034425705,0.00034425705,0.00034425705,0.00034425705,0.00034425705,0.00034425705,0.00034425705,0.00034425705,0.00034425705,0.00034425705,0.9882952,0.00034425705,0.00034425705,0.00034425705,0.00034425705,0.00034425705,0.00034425705,0.00034425705
9352931,108,0,0.0003527595,0.0003527595,0.09072554,0.0003527595,0.0003527595,0.0003527595,0.56714606,0.0003527595,0.0003527595,0.0003527595,0.0003527595,0.0003527595,0.0003527595,0.0003527595,0.0003527595,0.0003527595,0.0003527595,0.0003527595,0.0003527595,0.33083993,0.0003527595,0.0003527595,0.0003527595,0.0003527595,0.0003527595,0.0003527595,0.0003527595,0.0003527595,0.0003527595,0.0003527595,0.0003527595,0.0003527595,0.0003527595,0.0003527595,0.0003527595
10051610,108,0,0.00068029953,0.00068029953,0.00068029953,0.00068029953,0.00068029953,0.00068029953,0.00068029953,0.00068029953,0.00068029953,0.00068029953,0.00068029953,0.00068029953,0.97686946,0.00068029953,0.00068029953,0.00068029953,0.00068029953,0.00068029953,0.00068029953,0.00068029953,0.00068029953,0.00068029953,0.00068029953,0.00068029953,0.00068029953,0.00068029953,0.00068029953,0.00068029953,0.00068029953,0.00068029953,0.00068029953,0.00068029953,0.00068029953,0.00068029953,0.00068029953
10087618,108,0,0.0009853013,0.33558735,0.0009853013,0.0009853013,0.0009853013,0.0009853013,0.0009853013,0.0009853013,0.1468569,0.0009853013,0.0009853013,0.0009853013,0.0009853013,0.0009853013,0.0009853013,0.0009853013,0.0009853013,0.0009853013,0.0009853013,0.44187114,0.0009853013,0.0009853013,0.0009853013,0.0009853013,0.0009853013,0.0009853013,0.0009853013,0.0009853013,0.04514009,0.0009853013,0.0009853013,0.0009853013,0.0009853013,0.0009853013,0.0009853013
10320929,108,0,0.0006079376,0.0006079376,0.0006079376,0.0006079376,0.0006079376,0.0006079376,0.0006079376,0.0006079376,0.0006079376,0.0006079376,0.0006079376,0.0006079376,0.0006079376,0.0006079376,0.0006079376,0.0006079376,0.0006079376,0.0006079376,0.0006079376,0.9793299,0.0006079376,0.0006079376,0.0006079376,0.0006079376,0.0006079376,0.0006079376,0.0006079376,0.0006079376,0.0006079376,0.0006079376,0.0006079376,0.0006079376,0.0006079376,0.0006079376,0.0006079376
10700148,108,0,0.0007937148,0.0007937148,0.0007937148,0.0007937148,0.0007937148,0.0007937148,0.0007937148,0.0007937148,0.0007937148,0.0007937148,0.0007937148,0.0007937148,0.0007937148,0.0007937148,0.0007937148,0.0007937148,0.0007937148,0.0007937148,0.0007937148,0.42299685,0.0007937148,0.0007937148,0.0007937148,0.0007937148,0.0007937148,0.0007937148,0.34846658,0.0007937148,0.0007937148,0.0007937148,0.0007937148,0.0007937148,0.20313765,0.0007937148,0.0007937148
