DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15
8042410,108,0,0.00096623966,0.0009662383,0.87037283,0.00096623856,0.00096623984,0.00096623856,0.00096623856,0.0009662382,0.00096623815,0.0009662388,0.00096623844,0.0009662388,0.0009662387,0.0009662387,0.11706629
8673465,108,0,0.0007576257,0.59121066,0.00075762597,0.0007576243,0.39894038,0.00075762736,0.0007576254,0.00075762457,0.0007576241,0.0007576246,0.00075762504,0.0007576249,0.0007576249,0.00075762457,0.00075762585
9175625,108,0,0.00085476245,0.00085476483,0.43122816,0.00085476186,0.37928075,0.17923412,0.000854763,0.0008547625,0.0008547616,0.00085476146,0.00085476186,0.00085476233,0.00085476233,0.000854762,0.00085476215
9245791,108,0,0.0015504822,0.0015504819,0.0015504818,0.0015504805,0.0015504804,0.9782935,0.0015504814,0.00155048,0.0015504794,0.0015504801,0.00155048,0.0015504812,0.00155048,0.00155048,0.0015504793
9346876,108,0,0.62126166,0.0008033204,0.00080332,0.0008033186,0.26131666,0.10778204,0.00080332067,0.0008033187,0.0008033192,0.00080331886,0.00080332014,0.0008033194,0.00080331904,0.00080331933,0.0008033182
9352931,108,0,0.00082312804,0.00082312775,0.23016638,0.00082312647,0.0008231276,0.07451984,0.6854363,0.00082312693,0.00082312676,0.0008231294,0.00082312804,0.00082312635,0.00082312775,0.000823127,0.0008231262
10051610,108,0,0.0015874588,0.0015874531,0.56867975,0.0015874506,0.001587449,0.0015874533,0.0015874513,0.0015874489,0.001587449,0.001587451,0.0015874517,0.001587451,0.41068324,0.0015874518,0.0015874486
10087618,108,0,0.0022989768,0.002298978,0.0022989803,0.0022989807,0.967814,0.0022989816,0.0022989784,0.0022989763,0.0022989803,0.0022989768,0.002298978,0.0022989777,0.0022989772,0.0022989768,0.0022989768
10320929,108,0,0.0014185709,0.063106515,0.40570366,0.0014185687,0.24537478,0.0014185699,0.001418572,0.0014185712,0.0014185708,0.001418569,0.27021095,0.0014185698,0.0014185687,0.0014185692,0.0014185685
10700148,108,0,0.001852039,0.0018520374,0.24659728,0.0711962,0.19587967,0.23317958,0.23462711,0.0018520352,0.0018520374,0.0018520361,0.0018520352,0.0018520382,0.0018520368,0.0018520349,0.0018520382
10725388,108,0,0.00073266024,0.53744435,0.00073266024,0.0007326596,0.0007326618,0.3251614,0.00073266047,0.0007326592,0.00073266006,0.0007326594,0.1286024,0.00073265977,0.00073266024,0.00073265994,0.00073265913
