DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20
8042410,108,0,0.00070426776,0.00070426776,0.00070426776,0.00070426776,0.00070426776,0.00070426776,0.00070426776,0.00070426776,0.00070426776,0.0007042678,0.00070426776,0.00070426776,0.00070426776,0.98661864,0.00070426776,0.00070426776,0.00070426776,0.00070426776,0.00070426776,0.00070426776
8132718,108,0,0.0005319469,0.0005319469,0.0005319469,0.0005319469,0.0005319469,0.0005319469,0.0005319469,0.0005319469,0.00053194695,0.0005319469,0.9898927,0.0005319469,0.0005319469,0.0005319469,0.0005319469,0.0005319469,0.0005319469,0.0005319469,0.0005319469,0.0005319469
8707050,108,0,0.000862191,0.000862191,0.000862191,0.000862191,0.000862191,0.000862191,0.000862191,0.000862191,0.509399,0.000862191,0.000862191,0.000862191,0.000862191,0.000862191,0.000862191,0.000862191,0.47508174,0.000862191,0.000862191,0.000862191
9175625,108,0,0.00055562356,0.00055562356,0.00055562356,0.00055562356,0.00055562356,0.00055562356,0.00055562356,0.00055562356,0.20392518,0.00055562356,0.00055562356,0.1523558,0.00055562356,0.00055562356,0.00055562356,0.0005556236,0.6342734,0.00055562356,0.00055562356,0.00055562356
9245791,108,0,0.0010870561,0.0010870561,0.0010870561,0.0010870561,0.0010870561,0.0010870561,0.0010870561,0.0010870561,0.0010870562,0.0010870561,0.0010870561,0.0010870561,0.0010870561,0.0010870561,0.0010870561,0.0010870561,0.0010870561,0.0010870561,0.0010870561,0.9793459
9346876,108,0,0.00062502,0.00062502,0.00062502,0.00062502,0.00062502,0.00062502,0.00062502,0.00062502,0.00062502,0.00062502,0.00062502,0.00062502,0.00062502,0.00062502,0.00062502,0.9881245,0.00062502,0.00062502,0.00062502,0.00062502
9352931,108,0,0.0006097829,0.0006097829,0.0006097829,0.0006097829,0.0006097829,0.9169303,0.0006097829,0.0006097829,0.07209317,0.0006097829,0.0006097829,0.0006097829,0.0006097829,0.0006097829,0.0006097829,0.0006097829,0.0006097829,0.0006097829,0.0006097829,0.0006097829
9591694,108,0,0.00059528695,0.00059528695,0.00059528695,0.00059528695,0.00059528695,0.16822904,0.00059528695,0.00059528695,0.27744082,0.00059528695,0.00059528695,0.15373848,0.39106688,0.00059528695,0.00059528695,0.00059528695,0.00059528695,0.00059528695,0.00059528695,0.00059528695
10051610,108,0,0.0011628936,0.0011628936,0.0011628936,0.0011628936,0.0011628936,0.0011628936,0.0011628936,0.0011628936,0.0011628936,0.0011628936,0.0011628936,0.0011628936,0.0011628936,0.1349433,0.0011628936,0.0011628936,0.0011628936,0.0011628936,0.0011628936,0.8441246
10087618,108,0,0.0015626263,0.0015626263,0.0015626263,0.0015626263,0.0015626263,0.0015626263,0.0015626263,0.0015626263,0.28747,0.0015626263,0.54553527,0.14043032,0.0015626263,0.0015626263,0.0015626263,0.0015626263,0.0015626263,0.0015626263,0.0015626263,0.0015626263
10100328,108,0,0.00067576877,0.00067576877,0.00067576877,0.4103979,0.00067576877,0.00067576877,0.00067576877,0.00067576877,0.15942416,0.00067576877,0.00067576877,0.00067576877,0.00067576877,0.0893857,0.00067576877,0.3299798,0.00067576877,0.00067576877,0.00067576877,0.00067576877
10320929,108,0,0.001087022,0.9793469,0.001087022,0.001087022,0.001087022,0.001087022,0.001087022,0.001087022,0.001087022,0.001087022,0.001087022,0.001087022,0.001087022,0.001087022,0.001087022,0.001087022,0.001087022,0.001087022,0.001087022,0.001087022
10531012,108,0,0.0005495264,0.0005495264,0.0005495264,0.0005495264,0.0005495264,0.0005495264,0.02994375,0.0005495264,0.38720328,0.40112084,0.0005495264,0.0005495264,0.0005495264,0.0005495264,0.0005495264,0.17293942,0.0005495264,0.0005495264,0.0005495264,0.0005495264
10700148,108,0,0.0014707267,0.12572111,0.0014707267,0.0014707267,0.0014707267,0.0014707267,0.07126032,0.0014707267,0.5531751,0.0014707267,0.0014707267,0.22631209,0.0014707267,0.0014707267,0.0014707267,0.0014707267,0.0014707267,0.0014707267,0.0014707267,0.0014707267
10806067,108,0,0.0005814592,0.0005814592,0.0005814592,0.0005814592,0.0005814592,0.0005814592,0.00058145926,0.0005814592,0.0005814592,0.0005814592,0.0005814592,0.0005814592,0.0005814592,0.107466355,0.0005814592,0.0005814592,0.8820672,0.0005814592,0.0005814592,0.0005814592
10946305,108,0,0.0008197813,0.0008197813,0.26458135,0.0008197813,0.0008197813,0.0008197813,0.0008197813,0.0008197813,0.0008197813,0.0008197813,0.0008197813,0.0008197813,0.0008197813,0.0008197813,0.0008197813,0.0008197813,0.72066283,0.0008197813,0.0008197813,0.0008197813
10969025,108,0,0.00073537807,0.00073537807,0.00073537807,0.00073537807,0.00073537807,0.00073537807,0.00073537807,0.00073537807,0.00073537807,0.8625736,0.00073537807,0.00073537807,0.00073537807,0.124189325,0.00073537807,0.00073537807,0.00073537807,0.00073537807,0.00073537807,0.00073537807
11950889,108,0,0.0004807962,0.0004807962,0.0004807962,0.0004807962,0.0004807962,0.0004807962,0.0004807962,0.0004807962,0.0004807962,0.0004807962,0.0004807962,0.0004807962,0.0004807962,0.9908647,0.0004807962,0.0004807962,0.0004807962,0.0004807962,0.0004807962,0.0004807962
12297500,108,0,0.0005376562,0.0005376562,0.0005376562,0.0005376562,0.0005376562,0.98978406,0.0005376562,0.0005376562,0.0005376562,0.0005376562,0.0005376562,0.0005376562,0.0005376562,0.0005376562,0.0005376562,0.0005376562,0.0005376562,0.0005376562,0.0005376562,0.0005376562
12417022,108,0,0.0007576649,0.0007576649,0.0007576649,0.0007576649,0.0007576649,0.0007576649,0.00075766497,0.0007576649,0.11247269,0.87388885,0.0007576649,0.0007576649,0.0007576649,0.0007576649,0.0007576649,0.0007576649,0.0007576649,0.0007576649,0.0007576649,0.0007576649
12496124,108,0,0.001020444,0.001020444,0.001020444,0.001020444,0.001020444,0.001020444,0.001020444,0.001020444,0.9806117,0.001020444,0.001020444,0.001020444,0.001020444,0.001020444,0.001020444,0.001020444,0.001020444,0.001020444,0.001020444,0.001020444
12496132,108,0,0.0005208795,0.0005208795,0.0005208795,0.0005208795,0.0005208795,0.0005208795,0.0005208795,0.0005208795,0.285565,0.0005208795,0.0005208795,0.18125594,0.0005208795,0.0005208795,0.0005208795,0.0005208795,0.0005208795,0.0005208795,0.52432424,0.0005208795
12511612,108,0,0.00043863445,0.00043863445,0.09577589,0.00043863445,0.00043863445,0.00043863445,0.16357969,0.00043863445,0.00043863445,0.00043863445,0.00043863445,0.668874,0.00043863445,0.00043863445,0.00043863445,0.064752035,0.00043863445,0.00043863445,0.00043863445,0.00043863445
12516860,108,0,0.0010000339,0.0010000339,0.0010000339,0.0010000339,0.0010000339,0.0010000339,0.0010000339,0.0010000339,0.0010000339,0.0010000339,0.0010000339,0.0010000339,0.0010000339,0.0010000339,0.0010000339,0.9809994,0.0010000339,0.0010000339,0.0010000339,0.0010000339
8908519,109,1,0.00074635725,0.00074635725,0.00074635725,0.00074635725,0.00074635725,0.00074635725,0.00074635725,0.00074635725,0.00074635725,0.00074635725,0.00074635725,0.63202846,0.05012546,0.00074635725,0.00074635725,0.00074635725,0.3051579,0.00074635725,0.00074635725,0.00074635725
8940425,109,1,0.0005747402,0.0005747402,0.0005747402,0.0005747402,0.0005747402,0.0005747402,0.0005747402,0.0005747402,0.0005747402,0.0005747402,0.0005747402,0.9890796,0.0005747402,0.0005747402,0.0005747402,0.0005747402,0.0005747402,0.0005747402,0.0005747402,0.0005747402
9187765,109,1,0.0014286434,0.0014286434,0.0014286434,0.0014286434,0.0014286434,0.50930935,0.0014286434,0.0014286434,0.0014286434,0.0014286434,0.0014286434,0.4649754,0.0014286434,0.0014286434,0.0014286434,0.0014286434,0.0014286434,0.0014286434,0.0014286434,0.0014286434
9666006,109,1,0.0012821598,0.0012821598,0.0012821598,0.0012821598,0.0012821598,0.0012821598,0.0012821598,0.0012821598,0.0012821598,0.0012821598,0.0012821598,0.7060356,0.0012821598,0.27088568,0.0012821598,0.0012821598,0.0012821598,0.0012821598,0.0012821598,0.0012821598
9676381,109,1,0.00078131544,0.00078131544,0.00078131544,0.00078131544,0.00078131544,0.00078131544,0.00078131544,0.00078131544,0.00078131544,0.00078131544,0.00078131544,0.47127238,0.514664,0.00078131544,0.00078131544,0.00078131544,0.00078131544,0.00078131544,0.00078131544,0.00078131544
9889212,109,1,0.00049028586,0.0004902858,0.0004902858,0.0004902858,0.0004902858,0.00049028586,0.0004902858,0.0004902858,0.0004902858,0.3073168,0.0004902858,0.6838578,0.0004902858,0.0004902858,0.0004902858,0.0004902858,0.0004902858,0.0004902858,0.0004902858,0.0004902858
10029323,109,1,0.00047621367,0.00047621367,0.00047621367,0.00047621367,0.00047621367,0.00047621367,0.00047621367,0.00047621367,0.00047621367,0.00047621367,0.00047621367,0.99095166,0.00047621367,0.00047621367,0.00047621367,0.00047621367,0.00047621367,0.00047621367,0.00047621367,0.00047621367
10084106,109,1,0.00063297537,0.00063297537,0.00063297537,0.00063297537,0.00063297537,0.00063297537,0.00063297537,0.00063297537,0.00063297537,0.00063297537,0.00063297537,0.6656521,0.3229541,0.00063297537,0.00063297537,0.00063297537,0.00063297537,0.00063297537,0.00063297537,0.00063297537
