DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10
8042410,108,0,0.0014088127,0.0014089582,0.0014087422,0.0014089763,0.0014091324,0.0014091294,0.9873199,0.0014088446,0.0014086835,0.0014089199
8132718,108,0,0.001063978,0.99042404,0.0010639903,0.0010640144,0.0010639939,0.00106401,0.0010641047,0.001063948,0.001063993,0.0010640284
8707050,108,0,0.0017243925,0.98448044,0.001724363,0.0017243025,0.0017244117,0.0017243552,0.0017246264,0.0017242944,0.001724377,0.001724412
9175625,108,0,0.00111139,0.33731675,0.00111141,0.21386492,0.0011114097,0.09348327,0.26223317,0.0011113579,0.0011114539,0.08754489
9245791,108,0,0.0021744554,0.002174776,0.002174533,0.002174541,0.0021743507,0.0021742133,0.98042977,0.002174766,0.002174256,0.0021743064
9346876,108,0,0.0012503611,0.0012505178,0.0012503789,0.0012504885,0.001250444,0.6970754,0.106331244,0.001250463,0.11921237,0.0698784
9352931,108,0,0.0012197719,0.0012199652,0.0012197781,0.001219846,0.0012199861,0.0012197763,0.9890215,0.0012197695,0.001219869,0.0012197883
9591694,108,0,0.0011908363,0.0011908131,0.0011906758,0.0011907285,0.0011906655,0.2141552,0.7763189,0.0011907545,0.0011906854,0.0011906909
10051610,108,0,0.0023264633,0.0023266298,0.0023261074,0.0023264252,0.0023262366,0.3304927,0.616272,0.036950592,0.002326194,0.0023266363
10087618,108,0,0.00312617,0.5241147,0.04148617,0.0031261938,0.0031255377,0.003126749,0.41251698,0.003125821,0.003125754,0.0031258515
10100328,108,0,0.0013516592,0.2046265,0.0013519434,0.34098738,0.0013516793,0.001351754,0.3074505,0.0013517349,0.0013518191,0.13882501
10320929,108,0,0.0021741986,0.9804316,0.0021741372,0.002174131,0.002174174,0.0021743642,0.0021745043,0.0021743467,0.0021742985,0.0021742294
10531012,108,0,0.0010991129,0.12126005,0.0010991964,0.0010991707,0.0010991837,0.0010993149,0.4513532,0.001099162,0.11580489,0.30498672
10700148,108,0,0.0029415882,0.60022324,0.0029416927,0.0029416834,0.0029422173,0.0029425358,0.25174987,0.0029415519,0.12743387,0.0029418196
10806067,108,0,0.0011629459,0.9895333,0.0011629243,0.0011629588,0.0011629504,0.0011629595,0.0011631694,0.0011630248,0.0011628978,0.0011629831
10946305,108,0,0.0016397026,0.0016397234,0.0016397582,0.001639651,0.0016396634,0.0016397849,0.0016397913,0.9852423,0.0016396577,0.0016399114
10969025,108,0,0.0014707873,0.0014712698,0.0014707632,0.00147081,0.0014709644,0.001470881,0.9867619,0.0014708505,0.0014707319,0.0014708497
11950889,108,0,0.0009617706,0.0009618747,0.0009617333,0.0009617955,0.0009617871,0.00096177,0.9913439,0.00096169784,0.00096181314,0.0009618035
12297500,108,0,0.0010758357,0.115156695,0.0010758489,0.0010756998,0.0010757466,0.23067942,0.26677424,0.0010756081,0.0010758733,0.380935
12417022,108,0,0.0015158288,0.0015158022,0.0015156002,0.1214123,0.001515539,0.0015156106,0.5581638,0.0015158186,0.0015155439,0.30981413
12496124,108,0,0.002041666,0.83563167,0.0367487,0.002041483,0.0020413196,0.0020414812,0.047888227,0.0020412784,0.002041355,0.06748286
12496132,108,0,0.0010418522,0.0010420013,0.0010418614,0.0010418344,0.0010418022,0.0010420856,0.76318187,0.0010417796,0.0010419509,0.22848298
