DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10
8042410,108,0,0.0015156688,0.0015155533,0.0015158798,0.0015155958,0.19816159,0.7897132,0.0015157217,0.0015154828,0.0015157601,0.0015155231
8132718,108,0,0.0010640653,0.9904235,0.0010641721,0.0010640397,0.0010639835,0.0010640861,0.0010640833,0.0010639685,0.0010641206,0.0010640167
8673465,108,0,0.0011366451,0.0011365867,0.97404355,0.0011365453,0.0011366594,0.0011366375,0.00113656,0.0011365825,0.016863694,0.0011365969
8707050,108,0,0.0017245826,0.0017247495,0.9844781,0.0017246089,0.0017249079,0.0017249993,0.0017245242,0.001724395,0.001724614,0.0017244951
9175625,108,0,0.037129045,0.43419364,0.52072054,0.001136555,0.00113679,0.0011367146,0.0011366991,0.0011365814,0.001136715,0.0011366544
9245791,108,0,0.0022735482,0.0022734457,0.5835296,0.0022731773,0.0022731603,0.0022735302,0.0022740196,0.002273171,0.3982826,0.002273783
9346876,108,0,0.0011769669,0.0011768452,0.9894091,0.0011766895,0.0011766421,0.0011768067,0.0011767294,0.0011766837,0.0011767861,0.0011767899
9352931,108,0,0.0012660753,0.0012662096,0.9886045,0.0012661931,0.0012661751,0.0012663538,0.0012660824,0.0012660981,0.0012661925,0.0012660883
9591694,108,0,0.09649169,0.001075599,0.8949042,0.0010755048,0.0010754538,0.0010755146,0.0010755023,0.0010754336,0.0010755028,0.0010755605
10100328,108,0,0.0014087509,0.0014089943,0.98731995,0.0014087001,0.0014089467,0.0014089146,0.0014092196,0.0014087042,0.0014088983,0.0014090529
10531012,108,0,0.0011113726,0.0011113723,0.989998,0.0011112714,0.0011112735,0.0011115518,0.0011112409,0.0011112174,0.0011114291,0.0011112224
10700148,108,0,0.003031442,0.0030318417,0.89137024,0.0030308296,0.08438008,0.0030312494,0.0030307898,0.0030308368,0.003031623,0.003031059
10725388,108,0,0.0010874767,0.0010874536,0.75433934,0.0010872168,0.0010871717,0.0010872568,0.07754062,0.001087269,0.16050886,0.0010872686
10969025,108,0,0.0014289634,0.0014290219,0.0014291914,0.0014287953,0.0014289152,0.0014288594,0.9871399,0.0014287492,0.0014287815,0.0014287767
12217649,108,0,0.0015158493,0.0015159278,0.83636373,0.0015154936,0.0015154714,0.0015157224,0.0015158962,0.0015154456,0.151511,0.0015156271
12297500,108,0,0.0010529044,0.0010528697,0.9905241,0.0010528541,0.001052878,0.0010528471,0.0010528739,0.0010529676,0.0010528716,0.001052888
12415118,108,0,0.0012991353,0.0012993229,0.98830783,0.0012989899,0.0012989684,0.0012991846,0.0012992343,0.0012989758,0.0012991463,0.0012991858
12417022,108,0,0.0014929506,0.0014931115,0.49629772,0.0014929821,0.0014929482,0.0014931575,0.49175844,0.0014928267,0.0014930606,0.0014929496
12461557,108,0,0.08703428,0.0028583063,0.8901025,0.0028579454,0.0028576974,0.0028576874,0.0028577966,0.0028575435,0.0028583112,0.0028577757
12496124,108,0,0.001961598,0.24933921,0.73497075,0.001961162,0.001961119,0.0019611048,0.0019613774,0.001961139,0.0019613856,0.0019611367
12496132,108,0,0.0009618953,0.00096177496,0.9913445,0.000961701,0.00096167804,0.00096168945,0.0009617117,0.0009616393,0.00096164574,0.0009617081
12511612,108,0,0.00089309295,0.048336565,0.6096055,0.0008930191,0.0008930638,0.0008931676,0.0008931366,0.0008930618,0.3358064,0.00089306495
12516859,108,0,0.002084118,0.35898477,0.6243436,0.0020838866,0.0020844468,0.0020836731,0.0020843318,0.0020837972,0.0020837602,0.0020836694
12516860,108,0,0.19855678,0.13073282,0.6567057,0.0020006693,0.002000631,0.0020007496,0.002000621,0.002000518,0.0020010194,0.0020005177
9149812,109,1,0.48595417,0.39286706,0.02746661,0.0012348541,0.03172802,0.0012351956,0.0012348533,0.0012349552,0.0012348638,0.05580943
