DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6
8042410,108,0,0.0025581657,0.0025509568,0.531445,0.0025585832,0.22769116,0.2331961
8132718,108,0,0.0017866562,0.8416132,0.1512574,0.0017816178,0.001779543,0.001781638
8673465,108,0,0.0019037295,0.0019038498,0.9904875,0.0019015133,0.001900675,0.0019027194
8707050,108,0,0.0028856678,0.21331345,0.77513087,0.0028916497,0.0028899028,0.0028884308
9175625,108,0,0.0019103858,0.3954687,0.5969119,0.0018988353,0.0019076327,0.0019024719
9245791,108,0,0.0038268734,0.003813486,0.807804,0.0038186477,0.0037992469,0.17693783
9346876,108,0,0.0019821324,0.0019795818,0.9901286,0.0019720024,0.001964406,0.0019733491
9352931,108,0,0.0021220942,0.0021232006,0.9893833,0.0021241172,0.0021239433,0.0021234942
9591694,108,0,0.0018189598,0.0018170185,0.99095964,0.00180586,0.0017982523,0.0018002298
10100328,108,0,0.002361572,0.0023804368,0.9881616,0.0023781639,0.002363181,0.0023550235
10531012,108,0,0.0018667633,0.0018639812,0.9907023,0.0018557627,0.0018563509,0.0018548501
10700148,108,0,0.0050967713,0.0050959573,0.97457385,0.0050778403,0.0050862385,0.0050692507
10725388,108,0,0.09457672,0.0018362134,0.8981173,0.0018265515,0.0018179313,0.001825262
10969025,108,0,0.0023970436,0.98802793,0.0023968893,0.0023867125,0.0024045124,0.002386909
12217649,108,0,0.0025429358,0.0025581114,0.98730135,0.002531039,0.0025335168,0.0025330463
12297500,108,0,0.0017676366,0.0017704525,0.9911615,0.001767341,0.0017625042,0.0017706002
12415118,108,0,0.0021830136,0.18770306,0.80357754,0.0021893983,0.0021721667,0.0021747914
12417022,108,0,0.0025235224,0.32089746,0.5517027,0.002508017,0.0025100498,0.119858265
12461557,108,0,0.0048270887,0.08664776,0.8941491,0.0047941124,0.0048057507,0.004776176
12496124,108,0,0.0032987588,0.22022867,0.76661485,0.0032918775,0.0032889717,0.003276865
12496132,108,0,0.0016149458,0.0016131543,0.99194974,0.0016079682,0.001607252,0.0016069491
12511612,108,0,0.001498219,0.0015029417,0.9925082,0.0014961098,0.0014971918,0.0014973935
12516859,108,0,0.0034981007,0.33657736,0.64945936,0.0034885504,0.0034917952,0.0034848193
12516860,108,0,0.0033799917,0.13831188,0.84825563,0.0033514043,0.0033531296,0.0033479002
9149812,109,1,0.45051086,0.5412174,0.0020716235,0.0020655175,0.002071224,0.002063433
9187765,109,1,0.6418555,0.2515879,0.0045358194,0.09294342,0.0045307525,0.004546662
9666006,109,1,0.9779673,0.0044476856,0.004399634,0.004396795,0.004387577,0.004400984
9676381,109,1,0.98724574,0.002555496,0.0025616668,0.0025518509,0.002531071,0.0025540332
9836710,109,1,0.97456795,0.0050906646,0.0050904667,0.0050682025,0.0051056542,0.0050770924
9889212,109,1,0.8336011,0.15962483,0.0016948897,0.0016940525,0.0016952009,0.0016898196
10029323,109,1,0.0016363922,0.9918719,0.0016259165,0.0016210302,0.0016228853,0.0016218851
10084106,109,1,0.002216619,0.9889809,0.0021996826,0.0022047742,0.0021967958,0.0022011553
10224010,109,1,0.75712323,0.0033105137,0.0032860273,0.0032921513,0.22970428,0.0032838117
10419204,109,1,0.9497248,0.002092892,0.041909017,0.0020915074,0.0020925186,0.0020893384
10440566,109,1,0.60455585,0.3836626,0.0029349746,0.0029739304,0.0029318323,0.002940861
10599890,109,1,0.46433482,0.42364153,0.0021837058,0.10547427,0.0021767663,0.0021889
10620568,109,1,0.64673746,0.16914017,0.0021621264,0.1776606,0.0021431993,0.002156481
10652180,109,1,0.7980433,0.0022406164,0.026478913,0.002240856,0.16876343,0.0022328417
10713370,109,1,0.72612417,0.002107214,0.0021031452,0.06717075,0.2003865,0.0021082447
10877778,109,1,0.9893944,0.0021360882,0.0021187088,0.0021172683,0.0021166245,0.0021169016
10966386,109,1,0.7100196,0.002944512,0.00295472,0.002949851,0.2781906,0.0029407605
10966441,109,1,0.7914612,0.19808018,0.0026142797,0.0026151491,0.0026123377,0.002616801
12144770,109,1,0.9599841,0.002625069,0.0026426315,0.0026174209,0.029514821,0.0026159177
12211279,109,1,0.99319655,0.0013673988,0.0013590635,0.0013590131,0.001360484,0.0013575847
12218656,109,1,0.35104614,0.50195926,0.0026326422,0.13910544,0.0026162323,0.0026402883
12374402,109,1,0.9876658,0.0024740736,0.0024690807,0.0024602744,0.0024714477,0.0024593656
12454166,109,1,0.9446647,0.0018068664,0.0018026422,0.048101816,0.0018085811,0.0018153702
12495014,109,1,0.98498744,0.003005736,0.0030087389,0.0030150693,0.00299758,0.0029855154
7774117,111,2,0.0017582626,0.0017615864,0.0017586428,0.0017622176,0.0017586026,0.9912007
7856030,111,2,0.0034982087,0.0034907586,0.0034915395,0.17919895,0.0034861,0.8068344
7927332,111,2,0.0018672784,0.05935615,0.0018627928,0.27139536,0.001864172,0.66365427
7936296,111,2,0.0034321637,0.27665162,0.003434357,0.3185485,0.0034309325,0.39450243
7991124,111,2,0.002393361,0.22559108,0.0023897458,0.0024063773,0.0023890496,0.7648304
8137126,111,2,0.002797152,0.0027938108,0.0027957675,0.0027887,0.0027823853,0.9860422
8137132,111,2,0.0015408706,0.001551752,0.0015409992,0.0015382045,0.0015544666,0.9922737
8618678,111,2,0.0039850143,0.0039840536,0.0039872443,0.0040034954,0.0040179626,0.98002225
8657630,111,2,0.004406637,0.0044223564,0.004397589,0.0044143647,0.0044139903,0.9779451
8682199,111,2,0.0017647722,0.001762582,0.001763263,0.0017619521,0.0017611209,0.9911863
8707291,111,2,0.0014219268,0.20424709,0.0014196509,0.1643683,0.0014234246,0.62711954
8797471,111,2,0.0025319173,0.0025316172,0.0025327597,0.2257697,0.0025297555,0.7641042
8797472,111,2,0.0029911357,0.002989398,0.0029924924,0.0030069745,0.003025267,0.9849947
8841969,111,2,0.0023274862,0.0023300736,0.0023316345,0.16022362,0.0023293046,0.83045787
8937783,111,2,0.0020431734,0.002040079,0.0020386067,0.0020509695,0.0020497197,0.98977745
9263413,111,2,0.007279498,0.007277499,0.0073061553,0.3786896,0.0072651613,0.5921821
9629853,111,2,0.003711772,0.0037123424,0.0037152981,0.0037475997,0.0037166963,0.98139626
9681800,111,2,0.0021804562,0.18566607,0.002176255,0.0021884122,0.0022061851,0.80558264
9864731,111,2,0.0022912284,0.0022937513,0.0022890994,0.0023096427,0.002302283,0.988514
10360778,111,2,0.004521847,0.004515411,0.004515375,0.0045379903,0.00451206,0.9773973
10932276,111,2,0.0015099092,0.001506445,0.0015118523,0.0015163774,0.0015098989,0.9924455
12222676,111,2,0.0025023005,0.31929943,0.0025119425,0.0025064873,0.0024981515,0.6706817
12420099,111,2,0.002199058,0.0022001797,0.0022001825,0.0022118704,0.0021980952,0.9889906
12464332,111,2,0.0028070265,0.0028004474,0.0028037932,0.06851264,0.0027966537,0.92027944
8522331,114,3,0.0017504386,0.0017469116,0.0017471219,0.99125063,0.0017583315,0.0017465738
8537055,114,3,0.36443302,0.0022437195,0.10574002,0.5230974,0.0022509363,0.0022348862
8566954,114,3,0.004112124,0.004090304,0.0040861676,0.97953033,0.0040775146,0.004103517
8616874,114,3,0.24322927,0.06487252,0.23890293,0.301676,0.14956579,0.0017535182
9012588,114,3,0.0021030868,0.0020931493,0.0021031385,0.9894854,0.0021127078,0.0021025424
9156280,114,3,0.0016712355,0.001668049,0.0016748108,0.903622,0.08970259,0.001661314
9196022,114,3,0.33780852,0.0031785634,0.14420952,0.28581813,0.003163806,0.22582148
9220497,114,3,0.48672354,0.0015944432,0.09319678,0.41528124,0.0016078952,0.0015961865
