DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20,Topic_21,Topic_22,Topic_23,Topic_24,Topic_25,Topic_26,Topic_27,Topic_28,Topic_29,Topic_30,Topic_31,Topic_32,Topic_33,Topic_34,Topic_35,Topic_36
8132718,108,0,0.00028638696,0.00028638696,0.00028638696,0.6398717,0.00028638696,0.00028638696,0.00028638696,0.00028638696,0.00028638696,0.00028638696,0.00028638696,0.00028638696,0.00028638696,0.00028638696,0.00028638696,0.00028638696,0.00028638696,0.00028638696,0.00028638696,0.35039082,0.00028638696,0.00028638696,0.00028638696,0.00028638696,0.00028638696,0.00028638696,0.00028638696,0.00028638696,0.00028638696,0.00028638696,0.00028638696,0.00028638696,0.00028638696,0.00028638696,0.00028638696,0.00028638696
8673465,108,0,0.0003052585,0.0003052585,0.0003052585,0.0003052585,0.0003052585,0.0003052585,0.0003052585,0.0003052585,0.0003052585,0.0003052585,0.0003052585,0.0003052585,0.0003052585,0.0003052585,0.0003052585,0.0003052585,0.0003052585,0.0003052585,0.0003052585,0.0003052585,0.0003052585,0.0003052585,0.0003052585,0.0003052585,0.0003052585,0.0003052585,0.0003052585,0.0003052585,0.0003052585,0.98931587,0.0003052585,0.0003052585,0.0003052585,0.0003052585,0.0003052585,0.0003052585
8707050,108,0,0.00047895606,0.00047895606,0.00047895606,0.00047895606,0.00047895606,0.00047895606,0.00047895606,0.00047895606,0.00047895606,0.00047895606,0.00047895606,0.00047895606,0.00047895606,0.00047895606,0.00047895606,0.00047895606,0.00047895606,0.00047895606,0.00047895606,0.00047895606,0.00047895606,0.2241146,0.7596007,0.00047895606,0.00047895606,0.00047895606,0.00047895606,0.00047895606,0.00047895606,0.00047895606,0.00047895606,0.00047895606,0.00047895606,0.00047895606,0.00047895606,0.00047895606
9175625,108,0,0.0003268091,0.0003268091,0.0003268091,0.0003268091,0.0003268091,0.0003268091,0.0003268091,0.0003268091,0.0003268091,0.0003268091,0.0003268091,0.0003268091,0.0003268091,0.0003268091,0.0003268091,0.0003268091,0.0003268091,0.0003268091,0.0003268091,0.9885615,0.0003268091,0.0003268091,0.0003268091,0.0003268091,0.0003268091,0.0003268091,0.0003268091,0.0003268091,0.0003268091,0.0003268091,0.0003268091,0.0003268091,0.0003268091,0.0003268091,0.0003268091,0.0003268091
9245791,108,0,0.0005241137,0.0005241137,0.0005241137,0.0005241137,0.0005241137,0.0005241137,0.0005241137,0.0005241137,0.0005241137,0.0005241137,0.0005241137,0.0005241137,0.0005241137,0.0005241137,0.0005241137,0.0005241137,0.0005241137,0.0005241137,0.0005241137,0.0005241137,0.9816558,0.0005241137,0.0005241137,0.0005241137,0.0005241137,0.0005241137,0.0005241137,0.0005241137,0.0005241137,0.0005241137,0.0005241137,0.0005241137,0.0005241137,0.0005241137,0.0005241137,0.0005241137
9591694,108,0,0.00029551712,0.00029551712,0.00029551712,0.00029551712,0.00029551712,0.00029551712,0.00029551712,0.00029551712,0.00029551712,0.00029551712,0.00029551712,0.00029551712,0.00029551712,0.00029551712,0.00029551712,0.00029551712,0.00029551712,0.00029551712,0.00029551712,0.00029551712,0.00029551712,0.98965675,0.00029551712,0.00029551712,0.00029551712,0.00029551712,0.00029551712,0.00029551712,0.00029551712,0.00029551712,0.00029551712,0.00029551712,0.00029551712,0.00029551712,0.00029551712,0.00029551712
10051610,108,0,0.0006945377,0.0006945377,0.096311845,0.0006945377,0.038462702,0.0006945377,0.0006945377,0.0006945377,0.0006945377,0.0006945377,0.0006945377,0.0006945377,0.13552459,0.0006945377,0.0006945377,0.0006945377,0.092522725,0.0836768,0.0006945377,0.43556625,0.0006945377,0.0006945377,0.0006945377,0.0006945377,0.029659072,0.0006945377,0.0006945377,0.0006945377,0.0006945377,0.0006945377,0.0006945377,0.0006945377,0.06882862,0.0006945377,0.0006945377,0.0006945377
10087618,108,0,0.0008681398,0.0008681398,0.0008681398,0.0008681398,0.0008681398,0.0008681398,0.0008681398,0.06806687,0.0008681398,0.0008681398,0.0008681398,0.0008681398,0.0008681398,0.0008681398,0.0008681398,0.0008681398,0.0008681398,0.0008681398,0.0008681398,0.0008681398,0.0008681398,0.2336725,0.090874314,0.0008681398,0.09691778,0.0008681398,0.0008681398,0.0008681398,0.0008681398,0.48355594,0.0008681398,0.0008681398,0.0008681398,0.0008681398,0.0008681398,0.0008681398
10100328,108,0,0.00040850925,0.00040850925,0.98570174,0.00040850925,0.00040850925,0.00040850925,0.00040850925,0.00040850925,0.00040850925,0.00040850925,0.00040850925,0.00040850925,0.00040850925,0.00040850925,0.00040850925,0.00040850925,0.00040850925,0.00040850925,0.00040850925,0.00040850925,0.00040850925,0.00040850925,0.00040850925,0.00040850925,0.00040850925,0.00040850925,0.00040850925,0.00040850925,0.00040850925,0.00040850925,0.00040850925,0.00040850925,0.00040850925,0.00040850925,0.00040850925,0.00040850925
10320929,108,0,0.0005910647,0.0005910647,0.0005910647,0.0005910647,0.0005910647,0.0005910647,0.0005910647,0.0005910647,0.66455185,0.0005910647,0.0005910647,0.0005910647,0.0005910647,0.0005910647,0.0005910647,0.0005910647,0.0005910647,0.0005910647,0.0005910647,0.18802188,0.12792073,0.0005910647,0.0005910647,0.0005910647,0.0005910647,0.0005910647,0.0005910647,0.0005910647,0.0005910647,0.0005910647,0.0005910647,0.0005910647,0.0005910647,0.0005910647,0.0005910647,0.0005910647
10531012,108,0,0.0003192952,0.0003192952,0.0003192952,0.0003192952,0.0003192952,0.0003192952,0.0003192952,0.0003192952,0.0003192952,0.0003192952,0.0003192952,0.0003192952,0.0003192952,0.0003192952,0.0003192952,0.0003192952,0.0003192952,0.0003192952,0.0003192952,0.9888245,0.0003192952,0.0003192952,0.0003192952,0.0003192952,0.0003192952,0.0003192952,0.0003192952,0.0003192952,0.0003192952,0.0003192952,0.0003192952,0.0003192952,0.0003192952,0.0003192952,0.0003192952,0.0003192952
10700148,108,0,0.0007716387,0.0007716387,0.8052433,0.0007716387,0.0007716387,0.0007716387,0.0007716387,0.0007716387,0.0007716387,0.0007716387,0.0007716387,0.0007716387,0.0007716387,0.0007716387,0.0007716387,0.0007716387,0.0007716387,0.0007716387,0.0007716387,0.0007716387,0.0007716387,0.16852023,0.0007716387,0.0007716387,0.0007716387,0.0007716387,0.0007716387,0.0007716387,0.0007716387,0.0007716387,0.0007716387,0.0007716387,0.0007716387,0.0007716387,0.0007716387,0.0007716387
10725388,108,0,0.00031928963,0.00031928963,0.00031928963,0.00031928963,0.00031928963,0.00031928963,0.00031928963,0.00031928963,0.00031928963,0.00031928963,0.00031928963,0.00031928963,0.00031928963,0.9888246,0.00031928963,0.00031928963,0.00031928963,0.00031928963,0.00031928963,0.00031928963,0.00031928963,0.00031928963,0.00031928963,0.00031928963,0.00031928963,0.00031928963,0.00031928963,0.00031928963,0.00031928963,0.00031928963,0.00031928963,0.00031928963,0.00031928963,0.00031928963,0.00031928963,0.00031928963
