DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20,Topic_21,Topic_22,Topic_23,Topic_24,Topic_25,Topic_26,Topic_27,Topic_28,Topic_29,Topic_30,Topic_31,Topic_32,Topic_33,Topic_34,Topic_35,Topic_36,Topic_37,Topic_38,Topic_39,Topic_40,Topic_41,Topic_42,Topic_43,Topic_44,Topic_45,Topic_46,Topic_47,Topic_48,Topic_49
8042410,108,0,0.00028744974,0.00028744974,0.00028744974,0.00028744974,0.00028744974,0.00028744974,0.00028744974,0.00028744974,0.00028744974,0.00028744974,0.00028744974,0.00028744974,0.00028744974,0.00028744974,0.00028744974,0.00028744974,0.00028744974,0.00028744974,0.00028744974,0.00028744974,0.00028744974,0.00028744974,0.00028744974,0.00028744974,0.00028744974,0.00028744974,0.00028744974,0.00028744974,0.00028744974,0.00028744974,0.00028744974,0.00028744974,0.00028744974,0.00028744974,0.00028744974,0.00028744974,0.00028744974,0.00028744974,0.00028744974,0.00028744974,0.00028744974,0.00028744974,0.00028744974,0.00028744974,0.00028744974,0.9862024,0.00028744974,0.00028744974,0.00028744974
8132718,108,0,0.00022676788,0.00022676788,0.00022676788,0.00022676788,0.00022676788,0.00022676788,0.00022676788,0.00022676788,0.00022676788,0.00022676788,0.00022676788,0.989115,0.00022676788,0.00022676788,0.00022676788,0.00022676788,0.00022676788,0.00022676788,0.00022676788,0.00022676788,0.00022676788,0.00022676788,0.00022676788,0.00022676788,0.00022676788,0.00022676788,0.00022676788,0.00022676788,0.00022676788,0.00022676788,0.00022676788,0.00022676788,0.00022676788,0.00022676788,0.00022676788,0.00022676788,0.00022676788,0.00022676788,0.00022676788,0.00022676788,0.00022676788,0.00022676788,0.00022676788,0.00022676788,0.00022676788,0.00022676788,0.00022676788,0.00022676788,0.00022676788
8673465,108,0,0.00022931442,0.00022931442,0.00022931442,0.00022931442,0.00022931442,0.00022931442,0.00022931442,0.00022931442,0.00022931442,0.00022931442,0.00022931442,0.00022931442,0.00022931442,0.00022931442,0.00022931442,0.00022931442,0.00022931442,0.00022931442,0.00022931442,0.00022931442,0.00022931442,0.00022931442,0.00022931442,0.00022931442,0.00022931442,0.00022931442,0.00022931442,0.00022931442,0.00022931442,0.00022931442,0.00022931442,0.00022931442,0.00022931442,0.00022931442,0.00022931442,0.00022931442,0.00022931442,0.9889928,0.00022931442,0.00022931442,0.00022931442,0.00022931442,0.00022931442,0.00022931442,0.00022931442,0.00022931442,0.00022931442,0.00022931442,0.00022931442
8707050,108,0,0.00035804405,0.00035804405,0.00035804405,0.00035804405,0.00035804405,0.00035804405,0.00035804405,0.00035804405,0.00035804405,0.00035804405,0.00035804405,0.00035804405,0.00035804405,0.00035804405,0.00035804405,0.00035804405,0.00035804405,0.00035804405,0.00035804405,0.00035804405,0.00035804405,0.00035804405,0.00035804405,0.00035804405,0.00035804405,0.00035804405,0.00035804405,0.00035804405,0.00035804405,0.00035804405,0.00035804405,0.00035804405,0.00035804405,0.00035804405,0.00035804405,0.00035804405,0.9828138,0.00035804405,0.00035804405,0.00035804405,0.00035804405,0.00035804405,0.00035804405,0.00035804405,0.00035804405,0.00035804405,0.00035804405,0.00035804405,0.00035804405
9346876,108,0,0.00024889008,0.00024889008,0.00024889008,0.00024889008,0.00024889008,0.00024889008,0.00024889008,0.00024889008,0.00024889008,0.00024889008,0.00024889008,0.00024889008,0.00024889008,0.00024889008,0.00024889008,0.00024889008,0.00024889008,0.00024889008,0.00024889008,0.00024889008,0.00024889008,0.00024889008,0.00024889008,0.00024889008,0.00024889008,0.00024889008,0.00024889008,0.00024889008,0.00024889008,0.00024889008,0.00024889008,0.00024889008,0.00024889008,0.00024889008,0.00024889008,0.00024889008,0.00024889008,0.00024889008,0.00024889008,0.00024889008,0.00024889008,0.98805326,0.00024889008,0.00024889008,0.00024889008,0.00024889008,0.00024889008,0.00024889008,0.00024889008
9352931,108,0,0.00025196068,0.00025196068,0.00025196068,0.00025196068,0.00025196068,0.00025196068,0.00025196068,0.00025196068,0.00025196068,0.00025196068,0.00025196068,0.00025196068,0.00025196068,0.00025196068,0.00025196068,0.00025196068,0.00025196068,0.00025196068,0.00025196068,0.9879057,0.00025196068,0.00025196068,0.00025196068,0.00025196068,0.00025196068,0.00025196068,0.00025196068,0.00025196068,0.00025196068,0.00025196068,0.00025196068,0.00025196068,0.00025196068,0.00025196068,0.00025196068,0.00025196068,0.00025196068,0.00025196068,0.00025196068,0.00025196068,0.00025196068,0.00025196068,0.00025196068,0.00025196068,0.00025196068,0.00025196068,0.00025196068,0.00025196068,0.00025196068
9591694,108,0,0.00023191435,0.00023191435,0.00023191435,0.9888679,0.00023191435,0.00023191435,0.00023191435,0.00023191435,0.00023191435,0.00023191435,0.00023191435,0.00023191435,0.00023191435,0.00023191435,0.00023191435,0.00023191435,0.00023191435,0.00023191435,0.00023191435,0.00023191435,0.00023191435,0.00023191435,0.00023191435,0.00023191435,0.00023191435,0.00023191435,0.00023191435,0.00023191435,0.00023191435,0.00023191435,0.00023191435,0.00023191435,0.00023191435,0.00023191435,0.00023191435,0.00023191435,0.00023191435,0.00023191435,0.00023191435,0.00023191435,0.00023191435,0.00023191435,0.00023191435,0.00023191435,0.00023191435,0.00023191435,0.00023191435,0.00023191435,0.00023191435
10051610,108,0,0.00047463365,0.00047463365,0.00047463365,0.00047463365,0.00047463365,0.00047463365,0.00047463365,0.00047463365,0.00047463365,0.00047463365,0.00047463365,0.00047463365,0.00047463365,0.00047463365,0.00047463365,0.00047463365,0.00047463365,0.00047463365,0.00047463365,0.00047463365,0.00047463365,0.00047463365,0.00047463365,0.00047463365,0.00047463365,0.00047463365,0.00047463365,0.00047463365,0.00047463365,0.00047463365,0.00047463365,0.97721744,0.00047463365,0.00047463365,0.00047463365,0.00047463365,0.00047463365,0.00047463365,0.00047463365,0.00047463365,0.00047463365,0.00047463365,0.00047463365,0.00047463365,0.00047463365,0.00047463365,0.00047463365,0.00047463365,0.00047463365
10087618,108,0,0.00061844534,0.00061844534,0.97031397,0.00061844534,0.00061844534,0.00061844534,0.00061844534,0.00061844534,0.00061844534,0.00061844534,0.00061844534,0.00061844534,0.00061844534,0.00061844534,0.00061844534,0.00061844534,0.00061844534,0.00061844534,0.00061844534,0.00061844534,0.00061844534,0.00061844534,0.00061844534,0.00061844534,0.00061844534,0.00061844534,0.00061844534,0.00061844534,0.00061844534,0.00061844534,0.00061844534,0.00061844534,0.00061844534,0.00061844534,0.00061844534,0.00061844534,0.00061844534,0.00061844534,0.00061844534,0.00061844534,0.00061844534,0.00061844534,0.00061844534,0.00061844534,0.00061844534,0.00061844534,0.00061844534,0.00061844534,0.00061844534
10100328,108,0,0.0002957823,0.0002957823,0.0002957823,0.0002957823,0.0002957823,0.0002957823,0.0002957823,0.0002957823,0.0002957823,0.0002957823,0.0002957823,0.0002957823,0.0002957823,0.0002957823,0.0002957823,0.0002957823,0.0002957823,0.0002957823,0.0002957823,0.0002957823,0.0002957823,0.0002957823,0.0002957823,0.0002957823,0.0002957823,0.0002957823,0.0002957823,0.0002957823,0.0002957823,0.0002957823,0.0002957823,0.0002957823,0.0002957823,0.0002957823,0.0002957823,0.0002957823,0.0002957823,0.98580235,0.0002957823,0.0002957823,0.0002957823,0.0002957823,0.0002957823,0.0002957823,0.0002957823,0.0002957823,0.0002957823,0.0002957823,0.0002957823
10320929,108,0,0.00043423893,0.00043423893,0.00043423893,0.00043423893,0.00043423893,0.00043423893,0.00043423893,0.00043423893,0.00043423893,0.00043423893,0.00043423893,0.00043423893,0.00043423893,0.00043423893,0.00043423893,0.00043423893,0.00043423893,0.00043423893,0.00043423893,0.00043423893,0.13604361,0.00043423893,0.00043423893,0.00043423893,0.17660987,0.00043423893,0.00043423893,0.00043423893,0.00043423893,0.00043423893,0.00043423893,0.00043423893,0.00043423893,0.00043423893,0.00043423893,0.00043423893,0.18894732,0.00043423893,0.00043423893,0.4788583,0.00043423893,0.00043423893,0.00043423893,0.00043423893,0.00043423893,0.00043423893,0.00043423893,0.00043423893,0.00043423893
10531012,108,0,0.0002373088,0.0002373088,0.9886089,0.0002373088,0.0002373088,0.0002373088,0.0002373088,0.0002373088,0.0002373088,0.0002373088,0.0002373088,0.0002373088,0.0002373088,0.0002373088,0.0002373088,0.0002373088,0.0002373088,0.0002373088,0.0002373088,0.0002373088,0.0002373088,0.0002373088,0.0002373088,0.0002373088,0.0002373088,0.0002373088,0.0002373088,0.0002373088,0.0002373088,0.0002373088,0.0002373088,0.0002373088,0.0002373088,0.0002373088,0.0002373088,0.0002373088,0.0002373088,0.0002373088,0.0002373088,0.0002373088,0.0002373088,0.0002373088,0.0002373088,0.0002373088,0.0002373088,0.0002373088,0.0002373088,0.0002373088,0.0002373088
10725388,108,0,0.00022427339,0.00022427339,0.00022427339,0.00022427339,0.00022427339,0.00022427339,0.00022427339,0.00022427339,0.00022427339,0.00022427339,0.00022427339,0.00022427339,0.00022427339,0.00022427339,0.00022427339,0.00022427339,0.00022427339,0.00022427339,0.00022427339,0.00022427339,0.00022427339,0.00022427339,0.00022427339,0.00022427339,0.00022427339,0.00022427339,0.00022427339,0.00022427339,0.00022427339,0.00022427339,0.00022427339,0.00022427339,0.00022427339,0.00022427339,0.00022427339,0.00022427339,0.00022427339,0.00022427339,0.00022427339,0.00022427339,0.9892348,0.00022427339,0.00022427339,0.00022427339,0.00022427339,0.00022427339,0.00022427339,0.00022427339,0.00022427339
10806067,108,0,0.00025510503,0.00025510503,0.00025510503,0.00025510503,0.00025510503,0.00025510503,0.00025510503,0.00025510503,0.00025510503,0.00025510503,0.00025510503,0.00025510503,0.00025510503,0.00025510503,0.00025510503,0.00025510503,0.00025510503,0.00025510503,0.00025510503,0.00025510503,0.00025510503,0.00025510503,0.00025510503,0.00025510503,0.98775476,0.00025510503,0.00025510503,0.00025510503,0.00025510503,0.00025510503,0.00025510503,0.00025510503,0.00025510503,0.00025510503,0.00025510503,0.00025510503,0.00025510503,0.00025510503,0.00025510503,0.00025510503,0.00025510503,0.00025510503,0.00025510503,0.00025510503,0.00025510503,0.00025510503,0.00025510503,0.00025510503,0.00025510503
10946305,108,0,0.00034014476,0.00034014476,0.00034014476,0.00034014476,0.00034014476,0.00034014476,0.00034014476,0.00034014476,0.00034014476,0.00034014476,0.00034014476,0.00034014476,0.00034014476,0.00034014476,0.00034014476,0.00034014476,0.00034014476,0.00034014476,0.00034014476,0.00034014476,0.9836728,0.00034014476,0.00034014476,0.00034014476,0.00034014476,0.00034014476,0.00034014476,0.00034014476,0.00034014476,0.00034014476,0.00034014476,0.00034014476,0.00034014476,0.00034014476,0.00034014476,0.00034014476,0.00034014476,0.00034014476,0.00034014476,0.00034014476,0.00034014476,0.00034014476,0.00034014476,0.00034014476,0.00034014476,0.00034014476,0.00034014476,0.00034014476,0.00034014476
10969025,108,0,0.000309222,0.000309222,0.000309222,0.000309222,0.000309222,0.000309222,0.000309222,0.000309222,0.000309222,0.000309222,0.000309222,0.000309222,0.000309222,0.000309222,0.000309222,0.000309222,0.000309222,0.000309222,0.000309222,0.000309222,0.98515713,0.000309222,0.000309222,0.000309222,0.000309222,0.000309222,0.000309222,0.000309222,0.000309222,0.000309222,0.000309222,0.000309222,0.000309222,0.000309222,0.000309222,0.000309222,0.000309222,0.000309222,0.000309222,0.000309222,0.000309222,0.000309222,0.000309222,0.000309222,0.000309222,0.000309222,0.000309222,0.000309222,0.000309222
11950889,108,0,0.00019253396,0.00019253396,0.00019253396,0.00019253396,0.00019253396,0.00019253396,0.00019253396,0.00019253396,0.00019253396,0.00019253396,0.00019253396,0.00019253396,0.00019253396,0.00019253396,0.00019253396,0.00019253396,0.00019253396,0.00019253396,0.00019253396,0.00019253396,0.00019253396,0.00019253396,0.00019253396,0.00019253396,0.00019253396,0.00019253396,0.00019253396,0.00019253396,0.00019253396,0.00019253396,0.00019253396,0.00019253396,0.00019253396,0.00019253396,0.9907583,0.00019253396,0.00019253396,0.00019253396,0.00019253396,0.00019253396,0.00019253396,0.00019253396,0.00019253396,0.00019253396,0.00019253396,0.00019253396,0.00019253396,0.00019253396,0.00019253396
12217649,108,0,0.00032395366,0.00032395366,0.00032395366,0.33375823,0.00032395366,0.00032395366,0.00032395366,0.00032395366,0.00032395366,0.00032395366,0.00032395366,0.00032395366,0.00032395366,0.00032395366,0.00032395366,0.00032395366,0.00032395366,0.00032395366,0.00032395366,0.00032395366,0.00032395366,0.00032395366,0.00032395366,0.00032395366,0.00032395366,0.00032395366,0.00032395366,0.00032395366,0.00032395366,0.00032395366,0.00032395366,0.65101564,0.00032395366,0.00032395366,0.00032395366,0.00032395366,0.00032395366,0.00032395366,0.00032395366,0.00032395366,0.00032395366,0.00032395366,0.00032395366,0.00032395366,0.00032395366,0.00032395366,0.00032395366,0.00032395366,0.00032395366
